Date,open,high,low,close,adj_close,volume,SMA_5,SMA_10,SMA_20,SMA_50,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr
2024-08-01,21.1299991607666,21.229999542236328,20.1299991607666,20.25,20.22614860534668,3241600,,,,,,,,,,,,
2024-08-02,19.8799991607666,19.979999542236328,19.489999771118164,19.920000076293945,19.89653778076172,3674300,,,,,,,,,,,,
2024-08-05,18.510000228881836,19.729999542236328,18.489999771118164,19.600000381469727,19.576913833618164,6166900,,,,,,,,,,,,
2024-08-06,18.6299991607666,19.299999237060547,18.549999237060547,19.0,18.97762107849121,4830600,,,,,,,,,,,,
2024-08-07,20.0,20.020000457763672,19.06999969482422,19.18000030517578,19.15740966796875,3721700,19.59000015258789,,,,,,,,,,,
2024-08-08,19.950000762939453,20.6299991607666,19.809999465942383,20.510000228881836,20.485841751098633,3242000,19.642000198364258,,,,,,,,,,,
2024-08-09,20.31999969482422,20.450000762939453,20.040000915527344,20.399999618530273,20.3759708404541,1886300,19.738000106811523,,,,,,,,,,,
2024-08-12,20.690000534057617,21.170000076293945,20.670000076293945,20.8799991607666,20.855405807495117,1841800,19.993999862670897,,,,,,,,,,,
2024-08-13,21.059999465942383,21.31999969482422,20.959999084472656,21.270000457763672,21.24494743347168,2021900,20.447999954223633,,,,,,,,,,,
2024-08-14,20.799999237060547,20.84000015258789,19.709999084472656,20.06999969482422,20.04636001586914,2838400,20.62599983215332,20.107999992370605,,,,,,,,,,
2024-08-15,20.75,21.540000915527344,20.75,21.239999771118164,21.214982986450195,3978800,20.771999740600585,20.20699996948242,,,,,,,,,,
2024-08-16,21.920000076293945,22.709999084472656,21.8700008392334,22.540000915527344,22.513452529907227,3006600,21.2,20.46900005340576,,,,,,,,,,
2024-08-19,22.920000076293945,23.530000686645508,22.920000076293945,23.190000534057617,23.16268539428711,2471700,21.662000274658205,20.82800006866455,,,,,,,,,,
2024-08-20,22.489999771118164,22.489999771118164,21.549999237060547,21.6200008392334,21.59453582763672,3158200,21.73200035095215,21.09000015258789,,,,,,,,,,
2024-08-21,21.649999618530273,22.309999465942383,21.649999618530273,22.270000457763672,22.243770599365234,2170700,22.17200050354004,21.39900016784668,,,59.824902471054884,,,,,,,1.0864287785121374
2024-08-22,22.510000228881836,22.510000228881836,21.489999771118164,21.729999542236328,21.704404830932617,2221900,22.270000457763672,21.521000099182128,,,56.62180841715917,,,,,,,1.0816838984586756
2024-08-23,22.31999969482422,22.969999313354492,22.15999984741211,22.84000015258789,22.813098907470703,2995900,22.33000030517578,21.76500015258789,,,61.218313910757914,,,,,,,1.0929921750772105
2024-08-26,22.110000610351562,22.459999084472656,21.889999389648438,22.209999084472656,22.183839797973633,2403900,22.13400001525879,21.898000144958495,,,57.49452074347139,,,,,,,1.0827785027816563
2024-08-27,23.079999923706055,23.219999313354492,22.760000228881836,22.889999389648438,22.863039016723633,2083300,22.387999725341796,22.060000038146974,,,60.3014492098623,,,,,,,1.0775800546459549
2024-08-28,22.309999465942383,22.59000015258789,21.639999389648438,21.799999237060547,21.774322509765625,2162600,22.293999481201173,22.232999992370605,21.170499992370605,,54.13077258472018,23.652011441478464,21.170499992370605,18.688988543262745,,,,1.0898957650283867
2024-08-29,22.299999237060547,22.450000762939453,22.170000076293945,22.309999465942383,22.283721923828125,1824400,22.409999465942384,22.339999961853028,21.273499965667725,,56.379930196463,23.764622374727452,21.273499965667725,18.782377556607997,,,,1.058474747946281
2024-08-30,23.049999237060547,23.059999465942383,22.209999084472656,22.579999923706055,22.553403854370117,2297700,22.357999420166017,22.3439998626709,21.40649995803833,,57.56621521834071,23.878327400033577,21.40649995803833,18.934672516043086,,,,1.0435837217693842
2024-09-03,21.530000686645508,21.700000762939453,21.25,21.3799991607666,21.354816436767578,2296800,22.191999435424805,22.1629997253418,21.495499897003175,,50.9359782953687,23.824812941847238,21.495499897003175,19.16618685215911,,,,1.0640420219077178
2024-09-04,21.450000762939453,21.719999313354492,21.299999237060547,21.3799991607666,21.354816436767578,1775000,21.889999389648438,22.13899955749512,21.614499855041505,,50.9359782953687,23.64580963881498,21.614499855041505,19.583190071268028,,,,1.0180390257924483
2024-09-05,21.149999618530273,21.469999313354492,20.969999313354492,21.030000686645508,21.005229949951172,1715500,21.73599967956543,22.0149995803833,21.70699987411499,,49.02594329839556,23.431808462756383,21.70699987411499,19.9821912854736,,,,0.9810362382358448
2024-09-06,20.959999084472656,21.030000686645508,20.059999465942383,20.209999084472656,20.186195373535156,2320400,21.315999603271486,21.862999534606935,21.69199981689453,,44.78838836088575,23.462792098130667,21.69199981689453,19.921207535658393,,,,0.9802480226977934
2024-09-09,19.959999084472656,20.399999618530273,19.829999923706055,20.25,20.22614860534668,1414400,20.849999618530273,21.603999519348143,21.68449983596802,,45.03795823199221,23.478238974276472,21.68449983596802,19.890760697659566,,,,0.9509445707068238
2024-09-10,20.209999084472656,20.25,19.670000076293945,20.049999237060547,20.026382446289062,2343900,20.583999633789062,21.387999534606934,21.642999839782714,,43.96781233207688,23.544442784457186,21.642999839782714,19.741556895108243,,,,0.9244485244924832
2024-09-11,20.190000534057617,20.729999542236328,19.959999084472656,20.639999389648438,20.61568832397461,4929600,20.43599967956543,21.162999534606932,21.611499786376953,,47.9006141073892,23.556979812280716,21.611499786376953,19.66601976047319,,,,0.9134165197261395
2024-09-12,20.540000915527344,20.780000686645508,20.229999542236328,20.6299991607666,20.60569953918457,3833000,20.355999374389647,21.04599952697754,21.639499759674074,,47.83932377030912,23.510109480148923,21.639499759674074,19.768890039199224,,,,0.8874582786320709
2024-09-13,21.1299991607666,21.149999618530273,20.700000762939453,20.959999084472656,20.935312271118164,3128100,20.50599937438965,20.910999488830566,21.625499725341797,,50.107989528488304,23.511983467078917,21.625499725341797,19.739015983604677,,,,0.8612112914271853
2024-09-16,21.3799991607666,21.479999542236328,21.190000534057617,21.280000686645508,21.25493621826172,1143800,20.71199951171875,20.78099956512451,21.562499713897704,,52.275645529472634,23.40628829555471,21.562499713897704,19.7187111322407,,,,0.8368390890226486
2024-09-17,22.059999465942383,22.549999237060547,22.020000457763672,22.1200008392334,22.09394645690918,2202600,21.12599983215332,20.85499973297119,21.508999729156493,,57.49601137740833,23.21795176400285,21.508999729156493,19.800047694310134,,,,0.8677790505506764
2024-09-18,22.3700008392334,22.450000762939453,21.649999618530273,21.799999237060547,21.774322509765625,2124500,21.357999801635742,20.896999740600585,21.51799964904785,,55.02661315397652,23.231086032335483,21.51799964904785,19.80491326576022,0.2187282779631623,0.27281012879269223,-0.05408185082952993,0.8629377715405695
2024-09-19,23.649999618530273,24.170000076293945,23.18000030517578,24.06999969482422,24.041648864746094,4656800,22.045999908447264,21.200999641418456,21.60799961090088,,66.13715677792531,23.630795890197874,21.60799961090088,19.585203331603886,0.4166272079855524,0.3015735446312643,0.11505366335428813,0.9705851335186287
2024-09-20,24.450000762939453,24.649999618530273,23.989999771118164,24.059999465942383,24.031660079956055,3012500,22.665999984741212,21.58599967956543,21.72449960708618,,66.05973106831465,24.01292693874195,21.72449960708618,19.436072275430412,0.5661305997676713,0.3544849556585457,0.21164564410912562,0.9484004702253059
2024-09-23,25.0,26.030000686645508,24.93000030517578,25.469999313354492,25.439998626708984,4177600,23.503999710083008,22.10799961090088,21.855999565124513,,71.18234994758711,24.635318908586232,21.855999565124513,19.076680221662794,0.7892898763162499,0.44144593979008656,0.34784393652616336,1.021371952402293
2024-09-24,30.15999984741211,33.209999084472656,29.860000610351562,32.849998474121094,32.849998474121094,15856500,25.64999923706055,23.387999534606934,22.387999534606934,,84.42915060291804,27.93246158363274,22.387999534606934,16.843537485581127,1.5438528906953373,0.6619273299711368,0.8819255607242005,1.5012739394534267
2024-09-25,29.90999984741211,31.299999237060547,29.770000457763672,30.229999542236328,30.229999542236328,9583700,27.335999298095704,24.34699954986572,22.754999542236327,,71.80909233281432,29.270465407677364,22.754999542236327,16.23953367679529,1.9084382106346354,0.9112295061038365,0.9972087045307989,1.6140399449465692
2024-09-26,37.27000045776367,37.97999954223633,35.43000030517578,37.349998474121094,37.349998474121094,24806900,29.991999053955077,26.01899948120117,23.532499504089355,,80.38830685017054,32.6128995133823,23.532499504089355,14.452099494796403,2.7403105189923025,1.2770457086815297,1.4632648103107728,2.0523228060218144
2024-09-27,36.83000183105469,39.27000045776367,36.70000076293945,38.33000183105469,38.33000183105469,21924100,32.845999526977536,27.755999755859374,24.33349962234497,,81.23480099927032,35.44122546185148,24.33349962234497,13.22577378283846,3.4390106235978024,1.7094386916647841,1.7295719319330183,2.0892997266505575
2024-09-30,40.56999969482422,40.61000061035156,36.810001373291016,36.93000030517578,36.93000030517578,28361600,35.1379997253418,29.320999717712404,25.050999641418457,,76.17638153969023,37.397730458442226,25.050999641418457,12.704268824394685,3.8355531978072364,2.1346615928932744,1.700891604913962,2.2114925488226995
2024-10-01,37.7400016784668,41.58000183105469,36.9900016784668,41.45000076293945,41.45000076293945,20727600,36.85800018310547,31.253999710083008,26.0544997215271,,80.41633703521097,40.179085056179304,26.0544997215271,11.929914386874902,4.4630945309518175,2.600348180504983,1.8627463504468347,2.3856717614695713
2024-10-02,49.08000183105469,50.720001220703125,46.619998931884766,50.4900016784668,50.4900016784668,36244900,40.91000061035156,34.12299995422363,27.50999984741211,,85.84305992820008,45.0051005470102,27.50999984741211,10.01489914781402,5.625036166637624,3.205285777731511,2.419750388906113,2.8774095254905783
2024-10-03,45.0,48.439998626708984,44.83000183105469,46.7400016784668,46.7400016784668,21221500,42.788001251220706,36.39000015258789,28.795499897003175,,76.38699159092184,47.90123262932332,28.795499897003175,9.689767164683033,6.172141024606422,3.7986568271064933,2.3734841974999283,3.076165977056402
2024-10-04,51.209999084472656,52.06999969482422,50.2599983215332,51.83000183105469,51.83000183105469,19571900,45.4880012512207,39.16700038909912,30.376500034332274,,79.6618210432719,51.50482861307894,30.376500034332274,9.248171455585602,6.936486540604864,4.426222769806167,2.510263770798697,3.2371539798636175
2024-10-07,55.59000015258789,59.2599983215332,53.220001220703125,58.56999969482422,58.56999969482422,40672900,49.81600112915039,42.4770004272461,32.292500019073486,,83.01998620237548,56.17109982721834,32.292500019073486,8.413900210928634,7.993948110185208,5.139767837881975,2.854180272303233,3.5366427306218244
2024-10-08,41.9900016784668,43.83000183105469,37.0,40.7599983215332,40.7599983215332,59687000,49.67800064086914,43.2680004119873,33.32799997329712,,56.48112832886726,56.78567310167159,33.32799997329712,9.870326844922648,7.310603667853883,5.573935003876357,1.7366686639775262,4.8247396566362815
2024-10-09,36.900001525878906,40.0,36.79999923706055,38.790000915527344,38.790000915527344,38211100,47.33800048828125,44.124000549316406,34.23550004959107,,54.40927551467851,57.055180637632105,34.23550004959107,11.415819461550033,6.5347573325812505,5.766099469617336,0.7686578629639147,4.762972472910308
2024-10-10,40.47999954223633,41.279998779296875,38.279998779296875,40.130001068115234,40.130001068115234,24879200,46.01600036621094,44.40200080871582,35.210500144958495,26.76159996032715,55.60227466011513,57.275459219488155,35.210500144958495,13.14554107042883,5.959324947231281,5.804744565140124,0.1545803820911562,4.637045867702428
2024-10-11,37.7599983215332,41.459999084472656,37.279998779296875,40.7400016784668,40.7400016784668,24901000,43.79800033569336,44.643000793457034,36.199500274658206,27.171399993896486,56.164614143742554,57.37613020676299,36.199500274658206,15.022870342553425,5.489236090620672,5.741642870236234,-0.252406779615562,4.604399756093382
2024-10-14,38.9900016784668,41.27000045776367,37.83000183105469,38.220001220703125,38.220001220703125,22771700,39.72800064086914,44.77200088500977,37.046500301361085,27.53740001678467,53.16857220097957,57.09340056857519,37.046500301361085,16.99960003414698,4.857351780797927,5.564784652348573,-0.7074328715506457,4.521228246851639
2024-10-15,35.27000045776367,35.5,31.93000030517578,32.18000030517578,32.18000030517578,31972200,38.012001037597656,43.8450008392334,37.5495002746582,27.78900001525879,46.73374665343125,56.55062291609907,37.5495002746582,18.548377633217328,3.825107854988211,5.216849292876501,-1.3917414378882897,4.647569151757047
2024-10-16,33.7400016784668,34.81999969482422,33.459999084472656,33.90999984741211,33.90999984741211,11626500,37.03600082397461,42.18700065612793,38.15500030517578,28.08720001220703,48.6506933230485,55.83594984338145,38.15500030517578,20.474050766970116,3.110784425258842,4.795636319352969,-1.6848518940941268,4.504171311606432
2024-10-17,32.0,32.04999923706055,30.760000228881836,31.40999984741211,31.40999984741211,15357400,35.29200057983398,40.654000473022464,38.522000312805176,28.331800003051757,46.07045913876656,55.299925641835046,38.522000312805176,21.744074983775302,2.3162485823055334,4.299758771943482,-1.9835101896379488,4.407444762100992
