date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,profit_or_loss_after_20_days
2024-02-19,TX,202402,18680.0,18692.0,18619.0,18671.0,32.0,0.17,80197,18669.0,18428.4,18225.3,17920.6,,,70.43807664157625,18743.017995912134,17920.6,17098.182004087863,,,,168.4076587287416,1196.0
2024-02-20,TX,202402,18634.0,18754.0,18596.0,18753.0,84.0,0.45,86334,18751.0,18562.2,18300.7,17983.8,,,71.97739459007359,18856.563793932874,17983.8,17111.036206067125,,,,167.6642545338315,1080.0
2024-02-21,TX,202403,18755.0,18755.0,18679.0,18692.0,-68.0,-0.36,44868,18693.0,18683.4,18357.4,18040.45,,,69.0950668982314,18942.169573925188,18040.45,17138.730426074813,,,,161.11680778141496,1572.0
2024-02-22,TX,202403,18887.0,18890.0,18751.0,18889.0,196.0,1.05,84610,18886.0,18727.8,18438.2,18118.25,,,72.87312072551539,19030.82720221365,18118.25,17205.67279778635,,,,163.75132151131388,1353.0
2024-02-23,TX,202403,18990.0,19000.0,18898.0,18913.0,27.0,0.14,80858,18912.0,18783.6,18537.5,18202.15,,,73.30133348417803,19082.456599997866,18202.15,17321.843400002137,,,,159.98336997479146,1318.0
2024-02-26,TX,202403,18907.0,18996.0,18853.0,18963.0,51.0,0.27,68087,18964.0,18842.0,18635.2,18286.3,,,74.21455847297675,19118.3584354479,18286.3,17454.2415645521,,,,158.7702721194492,1224.0
2024-02-27,TX,202403,18950.0,19020.0,18750.0,18867.0,-97.0,-0.51,120451,18870.0,18864.8,18713.5,18345.75,,,69.31242405409887,19165.27470981661,18345.75,17526.22529018339,383.0951608254509,351.6454610056883,31.4496998197626,166.7152526823457,1394.0
2024-02-29,TX,202403,18808.0,18997.0,18805.0,18966.0,96.0,0.51,84818,18961.0,18919.6,18801.5,18403.2,,,71.40973549445565,19227.484805149325,18403.2,17578.915194850677,381.77272792760414,357.67091439007146,24.101813537532678,168.52130606217816,1237.0
2024-03-01,TX,202403,18968.0,19017.0,18924.0,18961.0,0.0,0.0,75198,18961.0,18934.0,18830.9,18457.75,,,71.14527191103838,19278.061129998798,18457.75,17637.438870001202,375.98708701986106,361.3341489160294,14.652938103831673,163.12692705773685,1319.0
2024-03-04,TX,202403,19144.0,19340.0,19137.0,19314.0,353.0,1.86,97821,19311.0,19014.2,18898.9,18528.3,,,77.48499041078018,19387.418408602713,18528.3,17669.181591397286,395.3289685078671,368.1331128343969,27.19585567347019,178.54643226789852,974.0
2024-03-05,TX,202403,19362.0,19436.0,19305.0,19389.0,78.0,0.4,83640,19390.0,19099.4,18970.7,18598.0,,,78.56268244089107,19497.961776966138,18598.0,17698.038223033862,411.9605968131982,376.8986096301572,35.061987183041026,175.1502585344772,1134.0
2024-03-06,TX,202403,19282.0,19523.0,19271.0,19509.0,119.0,0.61,96101,19507.0,19227.8,19046.3,18673.5,,,80.19603296294319,19612.304665518895,18673.5,17734.695334481105,429.86901674685214,387.4926910534962,42.376325693355966,180.63952578201452,840.0
2024-03-07,TX,202403,19688.0,19770.0,19584.0,19709.0,202.0,1.04,122063,19702.0,19376.4,19148.0,18752.7,,,82.57850498000107,19757.95879255046,18752.7,17747.44120744954,454.95545382596174,400.9852436079893,53.970210217972465,186.37955965472776,741.0
2024-03-08,TX,202403,19930.0,20009.0,19638.0,19791.0,89.0,0.45,172140,19794.0,19542.4,19238.2,18838.2,,,83.45722883390498,19890.189277511923,18838.2,17786.21072248808,475.96670277596786,415.981535441585,59.98516733438288,199.56673396510433,1083.0
2024-03-11,TX,202403,19691.0,19825.0,19679.0,19715.0,-79.0,-0.4,97483,19716.0,19622.6,19318.4,18927.95,,,79.45701099806288,19957.318053710584,18927.95,17898.581946289418,480.94170747724274,428.9735698487165,51.96813762852622,195.74053868188258,1136.0
2024-03-12,TX,202403,19714.0,19956.0,19698.0,19955.0,239.0,1.21,91498,19954.0,19735.8,19417.6,19026.4,,,82.33629108647051,20053.211258216375,19026.4,17999.588741783627,498.50398514944027,442.87965290886126,55.62433224057901,200.1876430617481,798.0
2024-03-13,TX,202403,19994.0,20064.0,19886.0,19927.0,-27.0,-0.14,111450,19928.0,19819.4,19523.6,19118.55,,,80.91146512861185,20121.03061826656,19118.55,18116.06938173344,504.349029078945,455.173528142878,49.17550093606701,198.60281141448039,828.0
2024-03-14,TX,202403,19897.0,19978.0,19799.0,19939.0,11.0,0.06,108905,19940.0,19865.4,19620.9,19211.2,,,81.06271538626557,20155.671831236763,19211.2,18266.72816876324,504.13817712538,464.9664579393784,39.17171918600161,197.20261059916035,569.0
2024-03-15,TX,202403,19828.0,19873.0,19723.0,19730.0,-210.0,-1.05,109827,19728.0,19853.2,19697.8,19264.35,,,70.57409076711552,20199.93928488957,19264.35,18328.760715110428,481.55545064181206,468.2842564798651,13.271194161946937,198.5452812706489,223.0
2024-03-18,TX,202403,19778.0,19920.0,19747.0,19919.0,191.0,0.97,100312,19914.0,19894.0,19758.3,19328.6,,,73.8670478454178,20258.68610354113,19328.6,18398.513896458866,473.4515429906787,469.31771378202785,4.133829208650866,197.93490403703112,266.0
