Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+08:00,301.89492554791207,307.796630859375,301.89492554791207,307.796630859375,31754120,0.0,0.0
2020-01-03 00:00:00+08:00,312.3364063650589,313.24436103472476,304.618791672899,308.2506103515625,41811268,0.0,0.0
2020-01-06 00:00:00+08:00,302.34896436944064,303.7108966413751,301.4410095214844,301.4410095214844,45343057,0.0,0.0
2020-01-07 00:00:00+08:00,301.89503810112683,302.34901560203076,296.4473080902794,299.1711730957031,50879181,0.0,0.0
2020-01-08 00:00:00+08:00,295.08537558756757,302.34901560203076,295.08537558756757,299.1711730957031,37567748,0.0,0.0
2020-01-09 00:00:00+08:00,304.16483606409145,306.4347229003906,302.8029039623119,306.4347229003906,31481504,0.0,0.0
2020-01-10 00:00:00+08:00,309.15856502122836,309.6125423560613,305.07276900773195,308.2506103515625,27032115,0.0,0.0
2020-01-13 00:00:00+08:00,310.5205362300398,310.5205362300398,307.7966718771447,310.0665588378906,30663332,0.0,0.0
2020-01-14 00:00:00+08:00,313.6983968481163,314.1523742675781,312.79044200919265,314.1523742675781,30223993,0.0,0.0
2020-01-15 00:00:00+08:00,313.2443941901712,313.2443941901712,306.4347334469066,308.7046203613281,47434274,0.0,0.0
2020-01-16 00:00:00+08:00,299.6251100275014,305.5268167401643,299.6251100275014,303.7109069824219,55211420,0.0,0.0
2020-01-17 00:00:00+08:00,303.25686214779233,304.6187941634261,301.4409527936139,302.3489074707031,52060097,0.0,0.0
2020-01-20 00:00:00+08:00,303.25686214779233,304.6187941634261,302.3489074707031,302.3489074707031,32658203,0.0,0.0
2020-01-30 00:00:00+08:00,295.99330869557167,295.99330869557167,287.36773681640625,287.36773681640625,125451049,0.0,0.0
2020-01-31 00:00:00+08:00,293.26939659118653,293.7233739852905,289.63757743835447,290.5455322265625,62526055,0.0,0.0
2020-02-03 00:00:00+08:00,286.0057373046875,287.36766938709076,283.28187313988093,286.0057373046875,59560849,0.0,0.0
2020-02-04 00:00:00+08:00,305.5268079552284,305.9807853816106,295.0853271484375,295.0853271484375,51890496,0.0,0.0
2020-02-05 00:00:00+08:00,298.7171262784769,299.17110367403683,294.6313297184369,297.3551940917969,36601453,0.0,0.0
2020-02-06 00:00:00+08:00,299.1710942089109,301.89495849609375,298.7171168277138,301.89495849609375,29267094,0.0,0.0
2020-02-07 00:00:00+08:00,299.62511388266955,300.07909132794634,295.9932943204554,297.8092041015625,28798327,0.0,0.0
2020-02-10 00:00:00+08:00,291.9074653450769,297.8091714873569,291.45348794951695,297.3551940917969,30632424,0.0,0.0
2020-02-11 00:00:00+08:00,300.0790751875795,301.89498487101423,299.6250977667209,300.9870300292969,27524935,0.0,0.0
2020-02-12 00:00:00+08:00,302.8029237661789,305.07281075093283,302.3489463692281,304.16485595703125,37612639,0.0,0.0
2020-02-13 00:00:00+08:00,306.888720338736,306.888720338736,304.16485595703125,304.16485595703125,22757021,0.0,0.0
2020-02-14 00:00:00+08:00,305.9807655448344,305.9807655448344,303.71087856008046,304.16485595703125,16933683,0.0,0.0
2020-02-17 00:00:00+08:00,300.9870300292969,302.3489622918729,300.0790751875795,300.9870300292969,15937079,0.0,0.0
2020-02-18 00:00:00+08:00,294.6313372309904,296.4472468595327,292.3614501953125,292.3614501953125,61825604,0.0,0.0
2020-02-19 00:00:00+08:00,292.8154159943141,296.90121249656033,292.36143860517564,296.4472351074219,38781218,0.0,0.0
2020-02-20 00:00:00+08:00,297.80910153249806,298.71705611034105,295.08523779896916,295.5392150878906,27011736,0.0,0.0
2020-02-21 00:00:00+08:00,295.5393045748197,296.44725942758413,293.26941744290866,295.0853271484375,22813534,0.0,0.0
2020-02-24 00:00:00+08:00,290.0915548324585,291.9074644088745,290.0915548324585,290.5455322265625,41693680,0.0,0.0
2020-02-25 00:00:00+08:00,290.5455405667702,293.72338241671923,288.2756535310923,292.3614501953125,36195011,0.0,0.0
2020-02-26 00:00:00+08:00,287.82166159733123,290.9995032868917,287.3676842131083,289.18359375,60479362,0.0,0.0
2020-02-27 00:00:00+08:00,289.63762210894237,290.54557703718353,286.0058023959776,286.91375732421875,61250927,0.0,0.0
2020-03-02 00:00:00+08:00,279.65003736686094,287.8216293678406,279.65003736686094,282.3739013671875,79912942,0.0,0.0
2020-03-03 00:00:00+08:00,289.18358952079234,290.5455216535433,286.913702632874,288.275634765625,49679411,0.0,0.0
2020-03-04 00:00:00+08:00,292.3614132504753,292.3614132504753,287.8216397527971,290.9994812011719,42941146,0.0,0.0
2020-03-05 00:00:00+08:00,295.085257420968,295.9932120591863,293.26934814453125,293.26934814453125,37861525,0.0,0.0
2020-03-06 00:00:00+08:00,290.5455109126984,290.9994882734995,286.0057373046875,286.0057373046875,51546760,0.0,0.0
2020-03-09 00:00:00+08:00,279.19609756594593,281.4659845380268,277.38018798828125,277.38018798828125,87871277,0.0,0.0
2020-03-10 00:00:00+08:00,273.7483450426729,280.5580053671175,273.29436768770995,278.7420959472656,71950130,0.0,0.0
2020-03-11 00:00:00+08:00,280.5580771743067,281.9200095877742,274.202392578125,274.202392578125,62216710,0.0,0.0
2020-03-12 00:00:00+08:00,271.4785259013273,271.4785259013273,260.58306666782926,266.9387512207031,113527351,0.0,0.0
2020-03-13 00:00:00+08:00,249.6875342007341,266.9386729273303,247.41764752618198,263.3068542480469,149995148,0.0,0.0
2020-03-16 00:00:00+08:00,258.76713095694294,264.2148600297207,250.14155992504485,251.0495147705078,103873228,0.0,0.0
2020-03-17 00:00:00+08:00,240.60801434872755,251.0494942166912,240.60801434872755,243.33187866210938,121323651,0.0,0.0
2020-03-18 00:00:00+08:00,244.6937916975755,247.4176557981051,236.06822204589844,236.06822204589844,117437643,0.0,0.0
2020-03-19 00:00:00+08:00,231.02598104169292,231.9427508077314,215.89927990205825,227.35890197753906,160811697,2.5,0.0
2020-03-20 00:00:00+08:00,236.98500914397064,247.52786254882812,234.69308449074074,247.52786254882812,157664726,0.0,0.0
2020-03-23 00:00:00+08:00,235.60983042997475,240.65206415512984,231.02598158892465,233.7762908935547,76466709,0.0,0.0
2020-03-24 00:00:00+08:00,245.6943468896028,251.19496659608643,243.86080698744158,245.2359619140625,81952933,0.0,0.0
2020-03-25 00:00:00+08:00,253.48683607190955,256.69553019940207,251.19491169512918,253.94522094726562,79447199,0.0,0.0
2020-03-26 00:00:00+08:00,256.2371717180525,256.695556640625,252.5700923374721,256.695556640625,52845633,0.0,0.0
2020-03-27 00:00:00+08:00,260.3626360212054,262.1961757114955,250.27816772460938,250.27816772460938,68752306,0.0,0.0
2020-03-30 00:00:00+08:00,241.56888210974006,246.6111168406834,240.65211215865946,245.2359619140625,49159956,0.0,0.0
2020-03-31 00:00:00+08:00,250.27811559969493,251.19488525390625,247.06942180995526,251.19488525390625,48837923,0.0,0.0
2020-04-01 00:00:00+08:00,253.48686440258834,253.48686440258834,248.90301513671875,248.90301513671875,44515034,0.0,0.0
2020-04-06 00:00:00+08:00,250.27818932507304,252.5701141357422,247.52787955227004,252.5701141357422,56392754,0.0,0.0
2020-04-07 00:00:00+08:00,259.90427730277236,260.3626622715603,257.1539674900446,259.4458923339844,48787346,0.0,0.0
2020-04-08 00:00:00+08:00,261.2794189453125,261.7378038908306,259.44587916324014,261.2794189453125,37912826,0.0,0.0
2020-04-09 00:00:00+08:00,263.571357053076,264.02974202186397,258.9875073651964,259.4458923339844,27620430,0.0,0.0
2020-04-10 00:00:00+08:00,256.6955675592576,258.52910732753804,255.7787976751174,256.2371826171875,27252858,0.0,0.0
2020-04-13 00:00:00+08:00,255.3203887939453,258.0706981884941,255.3203887939453,255.3203887939453,22196596,0.0,0.0
2020-04-14 00:00:00+08:00,257.61233938116777,261.7378038908306,256.69556949013156,261.2794189453125,48809688,0.0,0.0
2020-04-15 00:00:00+08:00,263.1129346764606,264.48808938731315,262.1961648692255,263.5713195800781,55216434,0.0,0.0
2020-04-16 00:00:00+08:00,259.44587694204705,264.488111299578,259.44587694204705,262.6545715332031,47815280,0.0,0.0
2020-04-17 00:00:00+08:00,278.2396199411514,282.823468704597,275.48931068308394,280.98992919921875,116368201,0.0,0.0
2020-04-20 00:00:00+08:00,282.36510788766964,283.2818777184737,277.32287381824693,278.6980285644531,41381669,0.0,0.0
2020-04-21 00:00:00+08:00,275.4893162614208,276.4060860326735,269.0719278626523,270.44708251953125,61479357,0.0,0.0
2020-04-22 00:00:00+08:00,269.98874996470755,270.4471349391807,266.3216701689221,269.5303649902344,42192580,0.0,0.0
2020-04-23 00:00:00+08:00,275.030858383566,275.030858383566,269.53024121589465,270.9053955078125,39474478,0.0,0.0
2020-04-24 00:00:00+08:00,270.90551991365396,272.2806748370735,269.5303649902344,269.5303649902344,26008090,0.0,0.0
2020-04-27 00:00:00+08:00,273.19744873046875,273.65583371156015,271.3639088061032,273.19744873046875,38493406,0.0,0.0
2020-04-28 00:00:00+08:00,273.65577463597106,273.65577463597106,269.98869557887264,271.8222351074219,37395165,0.0,0.0
2020-04-29 00:00:00+08:00,274.1141662597656,276.40609072682054,273.1973964729437,274.1141662597656,44059301,0.0,0.0
2020-04-30 00:00:00+08:00,276.8645083673286,279.61481805309677,276.4061234197006,279.15643310546875,55126085,0.0,0.0
2020-05-04 00:00:00+08:00,269.98869763390496,271.8222371764102,269.5303127482786,270.44708251953125,71581861,0.0,0.0
2020-05-05 00:00:00+08:00,271.82216503575773,273.19731932767553,270.4470107438399,270.9053955078125,23547405,0.0,0.0
2020-05-06 00:00:00+08:00,269.9887063825453,271.3638610839844,268.1551667806264,271.3638610839844,34240479,0.0,0.0
2020-05-07 00:00:00+08:00,269.98867408047204,274.1141376912093,269.98867408047204,272.7389831542969,27621198,0.0,0.0
2020-05-08 00:00:00+08:00,275.03090738248426,275.03090738248426,271.36382861738446,272.7389831542969,32295893,0.0,0.0
2020-05-11 00:00:00+08:00,275.0308927111451,276.40604717470086,273.6557382475894,275.9476623535156,28727019,0.0,0.0
2020-05-12 00:00:00+08:00,272.73900694766286,273.65577671891555,270.44708251953125,270.44708251953125,52089788,0.0,0.0
2020-05-13 00:00:00+08:00,268.6134700068721,272.2805480957031,268.15508524576825,272.2805480957031,26156418,0.0,0.0
2020-05-14 00:00:00+08:00,268.6135559082031,270.4470955389759,268.15517100050994,268.6135559082031,34315948,0.0,0.0
2020-05-15 00:00:00+08:00,272.73906374937735,273.65583371156015,269.988753862829,273.19744873046875,42494804,0.0,0.0
2020-05-18 00:00:00+08:00,266.7799899397225,269.07191425191945,265.86322021484375,265.86322021484375,84986065,0.0,0.0
2020-05-19 00:00:00+08:00,269.53029709778355,269.53029709778355,267.2383728027344,267.2383728027344,51250214,0.0,0.0
2020-05-20 00:00:00+08:00,268.613595041288,269.5303649902344,266.78005514339526,269.5303649902344,32677994,0.0,0.0
2020-05-21 00:00:00+08:00,271.36382861738446,273.19736799993433,270.4470589261095,272.7389831542969,30997468,0.0,0.0
2020-05-22 00:00:00+08:00,269.9887325861683,270.4471175311363,266.78003797139206,267.6968078613281,40192923,0.0,0.0
2020-05-25 00:00:00+08:00,266.32165302642403,268.6135777512642,264.48811324655196,267.6968078613281,26803223,0.0,0.0
2020-05-26 00:00:00+08:00,270.4470107438399,272.7389345637029,269.07185645192203,270.9053955078125,33856481,0.0,0.0
