date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,profit_or_loss_after_20_days
2020-04-09,TX,202004,10131.0,10197.0,10028.0,10101.0,-21.0,-0.21,135819,10100.0,9920.6,9757.9,9599.25,10763.58,,,50.69361084800246,10732.406454334534,9599.25,8466.093545665466,-239.28211447027934,-405.85278045245474,166.5706659821754,311.1934878240198,795.0
2020-04-10,TX,202004,10038.0,10140.0,10030.0,10133.0,33.0,0.33,74244,10133.0,10036.8,9812.9,9564.85,10724.8,,,51.31457568626442,10583.551776772743,9564.85,8546.148223227257,-195.1681325566442,-363.71585087329265,168.54771831664846,296.82252440801847,850.0
2020-04-13,TX,202004,10084.0,10149.0,10031.0,10073.0,-60.0,-0.59,124231,10079.0,10086.2,9856.4,9550.15,10684.04,,,50.04199770602325,10529.86593331945,9550.15,8570.43406668055,-163.16808253819363,-323.60629720627287,160.43821466807924,284.0494869503029,792.0
2020-04-14,TX,202004,10160.0,10355.0,10125.0,10346.0,267.0,2.65,133841,10343.0,10156.0,9932.7,9566.4,10663.56,,,55.455005493151944,10586.754134602297,9566.4,8546.045865397702,-114.45957517287388,-281.77695279959306,167.31737762671918,283.90309502528123,569.0
2020-04-15,TX,202005,10270.0,10366.0,10245.0,10322.0,59.0,0.57,54271,10325.0,10195.0,10007.3,9599.1,10640.64,,,54.89191878164576,10670.998857168888,9599.1,8527.201142831113,-76.90778649437198,-240.80311953854886,163.89533304417688,272.2671596663326,428.0
2020-04-16,TX,202005,10177.0,10343.0,10161.0,10302.0,-23.0,-0.22,117908,10301.0,10235.2,10077.9,9646.05,10620.18,,,54.39623263045134,10754.118134186705,9646.05,8537.981865813294,-48.20586902267496,-202.28366943537407,154.0778004126991,265.81950540445166,516.0
2020-04-17,TX,202005,10575.0,10669.0,10456.0,10561.0,260.0,2.52,159024,10563.0,10320.8,10178.8,9728.15,10600.72,,,59.497046941202356,10851.786822999307,9728.15,8604.513177000692,-4.508288450575492,-162.72859323841436,158.22030478783887,273.046683589848,202.0
2020-04-20,TX,202005,10515.0,10560.0,10458.0,10476.0,-87.0,-0.82,95719,10475.0,10401.4,10243.8,9834.3,10579.4,,,57.23448530550112,10809.56244672913,9834.3,8859.037553270868,22.998457450079513,-125.58318310071559,148.5816405507951,260.9004919048588,396.0
2020-04-21,TX,202005,10406.0,10467.0,10144.0,10198.0,-277.0,-2.64,185566,10196.0,10371.8,10263.9,9893.55,10548.54,,,50.473925703247914,10803.848516971242,9893.55,8983.251483028756,22.110597885635798,-96.04442690344531,118.15502478908111,265.9790281973689,655.0
2020-04-22,TX,202005,10145.0,10226.0,10065.0,10225.0,29.0,0.28,140413,10222.0,10352.4,10273.7,9970.4,10521.2,,,51.078333088381356,10702.73964797764,9970.4,9238.06035202236,23.31685494613521,-72.17217053352921,95.48902547966442,258.48052618327114,727.0
2020-04-23,TX,202005,10268.0,10402.0,10154.0,10292.0,70.0,0.68,167258,10292.0,10350.4,10292.8,10025.35,10495.76,,,52.62342817424766,10676.547750303233,10025.35,9374.152249696768,29.340938341725632,-51.869548758478246,81.21048710020388,257.73191717018034,451.0
2020-04-24,TX,202005,10231.0,10292.0,10211.0,10270.0,-22.0,-0.21,104624,10268.0,10292.2,10306.5,10059.7,10467.84,,,52.042205935015105,10685.93864460756,10059.7,9433.461355392441,31.97130637711234,-35.10137773136013,67.07268410847247,245.10820880088175,547.0
2020-04-27,TX,202005,10373.0,10567.0,10368.0,10547.0,279.0,2.72,123332,10545.0,10306.4,10353.9,10105.15,10443.36,,,58.28897836871369,10734.306665704189,10105.15,9475.99333429581,55.764656759514764,-16.928170833185153,72.69282759269991,248.8147653151045,437.0
2020-04-28,TX,202005,10600.0,10605.0,10480.0,10582.0,37.0,0.35,110417,10583.0,10383.2,10377.5,10155.1,10419.52,,,59.015402264934465,10768.946202236331,10155.1,9541.25379776367,76.56269871997756,1.7700030774473916,74.79269564253016,239.97085350688275,390.0
2020-04-29,TX,202005,10655.0,10770.0,10631.0,10707.0,124.0,1.17,114379,10709.0,10479.6,10416.0,10211.65,10397.42,,,61.58833859319539,10809.86644076373,10211.65,9613.43355923627,101.95646152410154,21.80729476677822,80.14916675732331,236.25864968496256,200.0
2020-04-30,TX,202005,10813.0,10971.0,10803.0,10944.0,235.0,2.19,115419,10947.0,10610.0,10480.2,10279.05,10380.9,,,65.95264075849003,10888.274252636134,10279.05,9669.825747363864,139.59594564101644,45.36502494162586,94.23092069939058,238.24017470746523,-22.0
2020-05-04,TX,202005,10540.0,10699.0,10477.0,10615.0,-332.0,-3.03,133437,10610.0,10679.0,10485.6,10332.2,10360.4,,,56.37665937789451,10858.229124668898,10332.2,9806.170875331103,141.24971871676644,64.54196369665398,76.70775502011246,254.5801622283606,442.0
2020-05-05,TX,202005,10717.0,10795.0,10658.0,10725.0,115.0,1.08,110697,10719.0,10714.6,10510.5,10377.15,10339.66,,,58.54396584791469,10875.382184829585,10377.15,9878.917815170415,149.71065524372898,81.57570200606898,68.13495323766,249.2530077834777,381.0
2020-05-06,TX,202005,10658.0,10780.0,10618.0,10750.0,31.0,0.29,123280,10749.0,10748.2,10565.7,10414.8,10320.36,,,59.04201476395172,10906.191737822313,10414.8,9923.408262177685,156.62779177916855,96.58611996068889,60.04167181847966,243.0206500846579,533.0
2020-05-07,TX,202005,10736.0,10877.0,10710.0,10833.0,84.0,0.78,116774,10833.0,10773.4,10626.5,10450.1,10303.74,,,60.72887967286377,10954.970240754967,10450.1,9945.229759245034,166.883351266717,110.64556622189451,56.23778504482249,237.59060365003947,524.0
2020-05-08,TX,202005,10893.0,10956.0,10853.0,10896.0,63.0,0.58,106019,10894.0,10763.8,10686.9,10489.85,10291.5,,,62.007913425921416,11003.625155101887,10489.85,9976.074844898114,178.04217022400735,124.12488702231708,53.91728320169027,229.40556053217952,561.0
2020-05-11,TX,202005,10979.0,11038.0,10935.0,10983.0,89.0,0.82,93372,10982.0,10837.4,10758.2,10532.35,10280.32,,,63.7630994228374,11061.416073378332,10532.35,10003.283926621669,191.69603498856304,137.63911661556628,54.05691837299676,223.16230620845243,587.0
2020-05-12,TX,202005,10902.0,10932.0,10802.0,10865.0,-117.0,-1.07,117000,10865.0,10865.4,10790.0,10571.95,10269.2,,,59.73233923688007,11075.506342428482,10571.95,10068.39365757152,190.7958317700395,148.27045964646092,42.52537212357859,220.15071290784869,744.0
2020-05-13,TX,202005,10783.0,10925.0,10776.0,10915.0,50.0,0.46,103023,10914.0,10898.4,10823.3,10600.4,10262.04,,,60.86134489766306,11113.875763790282,10600.4,10086.924236209717,191.9048368635613,156.997335089881,34.90750177368028,215.06851912871664,791.0
2020-05-14,TX,202005,10828.0,10877.0,10738.0,10750.0,-164.0,-1.5,128433,10749.0,10881.8,10827.6,10621.8,10253.56,,,55.346555416848,11122.599600638887,10621.8,10121.000399361112,177.42437262784733,161.08274259747427,16.341630030373068,212.34933919095118,741.0
2020-05-15,TX,202005,10830.0,10869.0,10701.0,10818.0,69.0,0.64,135179,10817.0,10866.2,10815.0,10647.6,10243.44,,,57.07290423801336,11132.761993565002,10647.6,10162.438006434999,169.48185081778138,162.7625642415357,6.719286576245679,209.1815292487404,577.0
2020-05-18,TX,202005,10768.0,10824.0,10724.0,10763.0,-54.0,-0.5,134342,10761.0,10822.2,10829.8,10657.7,10231.42,,,55.213568307182236,11143.639955138417,10657.7,10171.760044861585,156.9401958290655,161.59809055904165,-4.657894729976164,201.38284858811608,466.0
2020-05-19,TX,202005,10932.0,10964.0,10836.0,10872.0,111.0,1.03,128453,10868.0,10823.6,10844.5,10677.5,10219.02,,,58.12515417020177,11164.481929849533,10677.5,10190.518070150467,154.02077729569464,160.08262790637224,-6.061850610677595,201.35550226039348,654.0
2020-05-20,TX,202006,10849.0,10898.0,10808.0,10853.0,50.0,0.46,57754,10851.0,10811.2,10854.8,10710.25,10210.7,,,57.42435902787425,11149.609932174038,10710.25,10270.890067825962,148.462591524014,157.75862062990058,-9.29602910588659,193.40153781322252,505.0
2020-05-21,TX,202006,10903.0,11008.0,10894.0,10952.0,101.0,0.93,116771,10953.0,10851.6,10866.7,10746.6,10210.74,,,60.12224705293018,11136.916486969201,10746.6,10356.2835130308,150.31344208439077,156.26958492079862,-5.9561428364078495,190.6585708265638,442.0
2020-05-22,TX,202006,10928.0,10935.0,10723.0,10743.0,-210.0,-1.92,137601,10744.0,10836.6,10851.4,10769.15,10205.92,,,52.551425626578855,11099.27620314056,10769.15,10439.02379685944,133.37820030594594,151.6913079978281,-18.313107691882152,193.39724433895208,667.0
2020-05-25,TX,202006,10800.0,10840.0,10651.0,10817.0,73.0,0.68,120809,10821.0,10847.4,10834.8,10796.5,10205.84,,,54.72529548190768,11034.447473195241,10796.5,10558.552526804759,124.49300289769417,146.2516469778013,-21.758644080107132,193.08315545759837,606.0
2020-05-26,TX,202006,10896.0,11027.0,10891.0,10984.0,163.0,1.51,106978,10984.0,10869.8,10846.7,10818.35,10218.18,,,59.26142682539941,11040.364661677851,10818.35,10596.33533832215,129.4348795391179,142.88829349006463,-13.453413950946725,194.29150149634134,471.0
2020-05-27,TX,202006,10962.0,11037.0,10926.0,10972.0,-12.0,-0.11,103162,10973.0,10893.6,10852.4,10837.85,10237.2,,,58.805497649737305,11041.12053401801,10837.85,10634.579465981991,130.87441389306514,140.48551757066474,-9.611103677599601,188.34210853231698,551.0
2020-05-28,TX,202006,11066.0,11077.0,10856.0,10907.0,-66.0,-0.6,142469,10911.0,10884.6,10868.1,10847.85,10261.98,,,56.279726196306626,11043.939035899428,10847.85,10651.760964100573,125.32562270150629,137.45353859683306,-12.127915895326765,190.67481506572292,454.0
2020-05-29,TX,202006,10888.0,10950.0,10806.0,10922.0,11.0,0.1,115914,10919.0,10920.4,10878.5,10846.75,10293.16,,,56.74147987578889,11040.906509033306,10846.75,10652.593490966694,120.74664814742027,134.1121605069505,-13.365512359530214,187.34089970388555,547.0
2020-06-01,TX,202006,10983.0,11103.0,10971.0,11057.0,138.0,1.26,105285,11057.0,10968.4,10907.9,10868.85,10335.92,,,60.75846876122708,11052.813338738973,10868.85,10684.886661261027,126.55233306205446,132.6001950179713,-6.047861955916829,186.88797829646518,489.0
2020-06-02,TX,202006,11080.0,11140.0,11072.0,11106.0,49.0,0.44,83041,11107.0,10992.8,10931.3,10887.9,10390.98,,,62.132945796865414,11086.64697481978,10887.9,10689.15302518022,133.56758667822578,132.79367335002217,0.773913328203605,179.46740841814625,589.0
2020-06-03,TX,202006,11250.0,11299.0,11206.0,11283.0,176.0,1.58,109433,11283.0,11055.0,10974.3,10914.55,10436.38,,,66.67381518982512,11167.684331926881,10914.55,10661.415668073118,151.6613883811715,136.56721635625203,15.094172024919459,180.43402210256437,555.0
2020-06-04,TX,202006,11419.0,11425.0,11306.0,11357.0,74.0,0.66,109338,11358.0,11145.0,11014.8,10940.75,10489.76,10880.8,,68.38095606151757,11255.63656687768,10940.75,10625.86343312232,170.01224283924967,143.25622165285156,26.7560211863981,177.68873480952405,708.0
2020-06-05,TX,202006,11399.0,11473.0,11377.0,11457.0,99.0,0.87,85304,11457.0,11252.0,11086.2,10968.8,10535.04,10874.35,,70.57456692786909,11354.686822786221,10968.8,10582.913177213777,190.42943943359205,152.69086520899967,37.738574224592384,173.28239660884375,570.0
2020-06-08,TX,202006,11550.0,11626.0,11491.0,11570.0,113.0,0.99,107836,11570.0,11354.6,11161.5,10998.15,10574.78,10869.19,,72.86541926792346,11464.745017118728,10998.15,10531.554982881271,213.26992748404882,164.8066776640095,48.46324982003932,172.9765111367835,555.0
2020-06-09,TX,202006,11596.0,11622.0,11521.0,11609.0,39.0,0.34,90763,11606.0,11455.2,11224.0,11035.35,10614.2,10865.78,,73.62851609633671,11567.569231144462,11035.35,10503.130768855539,231.8455813414257,178.21445839949274,53.63112294193297,167.8353317698704,538.0
2020-06-10,TX,202006,11634.0,11730.0,11596.0,11706.0,100.0,0.86,95474,11704.0,11539.8,11297.4,11074.9,10656.66,10864.13,,75.47583776370361,11678.272157130272,11074.9,10471.527842869727,251.49493315171821,192.87055334993784,58.62437980178038,165.4185223577368,293.0
2020-06-11,TX,202006,11689.0,11738.0,11475.0,11491.0,-213.0,-1.82,144385,11491.0,11566.6,11355.8,11111.95,10694.96,10861.16,,64.66352199324487,11721.936057217663,11111.95,10501.963942782339,246.87268818084704,203.67098031611968,43.201707864727354,172.38862790361276,714.0
2020-06-12,TX,202006,11331.0,11432.0,11250.0,11395.0,-96.0,-0.84,138977,11391.0,11554.2,11403.1,11140.8,10730.94,10855.43,,60.4962065299533,11747.014351529253,11140.8,10534.585648470746,232.77978755488402,209.49274176387254,23.28704579101148,177.28944019621184,793.0
2020-06-15,TX,202006,11356.0,11446.0,11216.0,11229.0,-162.0,-1.42,162092,11225.0,11486.0,11420.3,11164.1,10764.48,10847.62,,54.01397285915299,11745.764473730349,11164.1,10582.435526269652,205.84341484160723,208.76287637941948,-2.9194615378122535,181.05448018219673,852.0
2020-06-16,TX,202006,11448.0,11554.0,11421.0,11526.0,301.0,2.68,132203,11522.0,11469.4,11462.3,11196.8,10798.48,10841.71,,61.883409314528926,11782.620996551053,11196.8,10610.979003448945,206.0859329170562,208.22748768694683,-2.1415547698906323,191.33630302632554,506.0
2020-06-17,TX,202007,11282.0,11376.0,11278.0,11358.0,29.0,0.26,57633,11359.0,11399.8,11469.8,11222.05,10825.7,10833.48,,56.041375778253865,11789.670815333657,11222.05,10654.429184666342,190.52567291443665,204.6871247324448,-14.161451818008146,195.38370995301656,681.0
2020-06-18,TX,202007,11372.0,11425.0,11295.0,11394.0,35.0,0.31,115951,11395.0,11380.4,11473.5,11244.15,10851.04,10826.86,,56.97861848272554,11802.332505996057,11244.15,10685.967494003942,179.03514814982736,199.55672941592132,-20.52158126609396,190.7134449563725,637.0
