,期貨代號,多單成交口數_外資,多單成交口數_投信,多單成交口數_自營商,多單成交金額_外資,多單成交金額_投信,多單成交金額_自營商,多單未平倉口數_外資,多單未平倉口數_投信,多單未平倉口數_自營商,多單未平倉金額_外資,多單未平倉金額_投信,多單未平倉金額_自營商,空單成交口數_外資,空單成交口數_投信,空單成交口數_自營商,空單成交金額_外資,空單成交金額_投信,空單成交金額_自營商,空單未平倉口數_外資,空單未平倉口數_投信,空單未平倉口數_自營商,空單未平倉金額_外資,空單未平倉金額_投信,空單未平倉金額_自營商,商品名稱,合約類型,前五大交易員買方未平倉量,前五大交易員買方未平倉量百分比,前十大交易員買方未平倉量,前十大交易員買方未平倉量百分比,前五大交易員賣方未平倉量,前五大交易員賣方未平倉量百分比,前十大交易員賣方未平倉量,前十大交易員賣方未平倉量百分比,全體未平倉量,buy_top5_specific_open_interest,buy_top5_specific_open_interest_per,buy_top10_specific_open_interest,buy_top10_specific_open_interest_per,sell_top5_specific_open_interest,sell_top5_specific_open_interest_per,sell_top10_specific_open_interest,sell_top10_specific_open_interest_per,期貨代號,未沖銷契約數,多單未平倉口數,空單未平倉口數,未沖銷契約數,三大法人未平倉量,散戶多單,散戶空單,多空比
2021-04-01,TX,56355.0,317.0,8893.0,186187069.0,1049161.0,29361290.0,24704.0,14099.0,26987.0,81763268.0,46664870.0,89004551.0,54792.0,159.0,9581.0,181018816.0,526080.0,31642880.0,44520.0,19337.0,4539.0,147069892.0,64001603.0,14909111.0,臺股期貨,all,41204.0,39.5,52228.0,50.1,40950.0,39.2,56330.0,54.0,104342.0,41204.0,39.5,47844.0,45.9,40950.0,39.2,53708.0,51.5,TX,90749,25207.0,20752.0,56786.0,45959.0,31579.0,36034.0,-0.07845243545944423
2021-04-06,TX,53493.0,709.0,11141.0,178988513.0,2372202.0,37261789.0,25837.0,14265.0,26632.0,86438198.0,47724984.0,88779935.0,52798.0,3.0,11620.0,176706663.0,10043.0,38879481.0,44958.0,18797.0,4651.0,150127883.0,62887243.0,15443660.0,臺股期貨,all,40436.0,38.2,52789.0,49.8,40620.0,38.3,56452.0,53.3,105958.0,37504.0,35.4,49857.0,47.1,40620.0,38.3,53584.0,50.6,TX,91848,27242.0,22042.0,58831.0,49284.0,31589.0,36789.0,-0.08838877462562254
2021-04-07,TX,41773.0,65.0,10451.0,139871110.0,217984.0,34984936.0,20909.0,14169.0,27623.0,70113671.0,47514325.0,92312460.0,45519.0,192.0,9196.0,152420304.0,643128.0,30778219.0,43776.0,18806.0,4387.0,146514227.0,63064040.0,14593432.0,臺股期貨,all,35944.0,34.7,48150.0,46.5,39786.0,38.4,55523.0,53.7,103483.0,35944.0,34.7,45293.0,43.8,39786.0,38.4,52573.0,50.8,TX,89455,25399.0,21500.0,59187.0,46899.0,33788.0,37687.0,-0.06587595248956697
2021-04-08,TX,50847.0,453.0,9729.0,170843477.0,1533111.0,32702475.0,21067.0,14286.0,28302.0,71316423.0,48363824.0,95491560.0,51342.0,10.0,9394.0,172508710.0,33824.0,31561403.0,44429.0,18480.0,4731.0,150129023.0,62562192.0,15897071.0,臺股期貨,all,36180.0,33.2,48634.0,44.7,39542.0,36.3,55506.0,51.0,108909.0,33151.0,30.4,45605.0,41.9,39542.0,36.3,52375.0,48.1,TX,93199,28146.0,22603.0,65632.0,50749.0,37486.0,43029.0,-0.08445575329107752
2021-04-09,TX,48158.0,92.0,8772.0,162688869.0,310819.0,29612149.0,19040.0,14344.0,28363.0,64117479.0,48307723.0,95215465.0,50248.0,46.0,9222.0,169737237.0,154906.0,31124270.0,44492.0,18492.0,5242.0,149560258.0,62277358.0,17536820.0,臺股期貨,all,35742.0,34.1,47629.0,45.5,39355.0,37.6,55219.0,52.7,104718.0,32610.0,31.1,42368.0,40.5,39355.0,37.6,52176.0,49.8,TX,90121,23364.0,27038.0,60928.0,50402.0,37564.0,33890.0,0.060300682773109245
2021-04-12,TX,51589.0,31.0,10264.0,174067719.0,104464.0,34604788.0,18594.0,14325.0,28292.0,62600284.0,48232275.0,94940415.0,52109.0,52.0,10406.0,175820462.0,175117.0,35096351.0,44566.0,18494.0,5323.0,149762796.0,62269212.0,17799662.0,臺股期貨,all,36175.0,34.5,48154.0,45.9,39285.0,37.5,54993.0,52.5,104825.0,32737.0,31.2,40593.0,38.7,39285.0,37.5,51799.0,49.4,TX,90188,25161.0,26663.0,61169.0,51824.0,36008.0,34506.0,0.02455492161061976
2021-04-13,TX,65828.0,2.0,16528.0,222773862.0,6716.0,55904618.0,20222.0,14163.0,29666.0,67912054.0,47567852.0,99307711.0,65262.0,568.0,15826.0,220866376.0,1908034.0,53557029.0,45628.0,18898.0,6006.0,152953926.0,63470743.0,20037287.0,臺股期貨,all,36659.0,34.5,49352.0,46.4,41372.0,38.9,57049.0,53.7,106332.0,32552.0,30.6,42746.0,40.2,41372.0,38.9,53431.0,50.2,TX,91662,25983.0,28735.0,61521.0,54718.0,35538.0,32786.0,0.04473269290161083
2021-04-14,TX,85362.0,88.0,18244.0,286377763.0,296688.0,61174120.0,19079.0,14232.0,28556.0,64315060.0,47981765.0,95933668.0,85126.0,22.0,18069.0,285531634.0,73462.0,60595920.0,44249.0,18901.0,4723.0,148867412.0,63722747.0,15792425.0,臺股期貨,all,36215.0,35.6,49174.0,48.3,40716.0,40.0,55881.0,54.9,101833.0,29861.0,29.3,42820.0,42.0,40716.0,40.0,52823.0,51.9,TX,87606,28837.0,28808.0,60317.0,57645.0,31480.0,31509.0,-0.0004807931428950379
2021-04-15,TX,64431.0,637.0,12194.0,218102184.0,2172875.0,41286385.0,19026.0,14287.0,28666.0,64940876.0,48772961.0,97488121.0,63855.0,45.0,12034.0,216191395.0,151874.0,40748568.0,43620.0,18364.0,4673.0,148571017.0,62690591.0,15820818.0,臺股期貨,all,35819.0,33.9,48606.0,46.1,40000.0,37.9,54523.0,51.7,105529.0,33041.0,31.3,43055.0,40.8,40000.0,37.9,51966.0,49.2,TX,89947,30266.0,26534.0,65477.0,56800.0,35211.0,38943.0,-0.05699711349023321
2021-04-16,TX,71090.0,1975.0,12653.0,242691263.0,6752312.0,43182180.0,19680.0,14534.0,29576.0,67487552.0,49869052.0,101090046.0,74596.0,1511.0,11916.0,254660802.0,5148887.0,40680005.0,48530.0,18147.0,4891.0,166133709.0,62252364.0,16647932.0,臺股期貨,all,36663.0,33.8,48860.0,45.1,41682.0,38.5,57247.0,52.8,108383.0,33475.0,30.9,42898.0,39.6,41682.0,38.5,54512.0,50.3,TX,93197,29959.0,27650.0,65767.0,57609.0,35808.0,38117.0,-0.03510879316374473
2021-04-19,TX,73391.0,18431.0,14793.0,252418341.0,63462027.0,50805208.0,23072.0,14706.0,28213.0,79564237.0,50711343.0,96953991.0,69076.0,17942.0,16498.0,237548313.0,61752391.0,56747538.0,47607.0,17830.0,5766.0,163882916.0,61465194.0,19782122.0,臺股期貨,all,36259.0,32.6,48293.0,43.4,40661.0,36.5,55188.0,49.6,111307.0,36259.0,32.6,45775.0,41.1,40661.0,36.5,55188.0,49.6,TX,95487,33395.0,26802.0,69893.0,60197.0,36498.0,43091.0,-0.09432990428226003
2021-04-20,TX,66442.0,12717.0,15951.0,229313539.0,43861445.0,54989468.0,22058.0,14724.0,29716.0,76211002.0,50820858.0,102322233.0,70738.0,12711.0,14779.0,244071895.0,43845543.0,50989072.0,50890.0,17842.0,6055.0,175519989.0,61580181.0,20829606.0,臺股期貨,all,36308.0,32.4,48607.0,43.4,42657.0,38.1,58046.0,51.8,111973.0,36308.0,32.4,41229.0,36.8,42657.0,38.1,58046.0,51.8,TX,96611,32021.0,28616.0,68398.0,60637.0,36377.0,39782.0,-0.049782157373022606
2021-04-21,TX,62429.0,56.0,19729.0,214721879.0,192473.0,67835019.0,17137.0,14316.0,25741.0,58723425.0,49060932.0,87928658.0,63218.0,534.0,20748.0,217403004.0,1831137.0,71350488.0,43805.0,18062.0,2565.0,149853437.0,61898474.0,8666332.0,臺股期貨,all,35279.0,40.1,46432.0,52.8,39542.0,45.0,53751.0,61.1,87925.0,35279.0,40.1,39966.0,45.5,39542.0,45.0,53751.0,61.1,TX,94058,22444.0,26868.0,62072.0,49312.0,39628.0,35204.0,0.07127207114318855
2021-04-22,TX,87749.0,7.0,13377.0,302283078.0,23954.0,46045107.0,16068.0,14289.0,26587.0,54966505.0,48885527.0,90667489.0,88715.0,239.0,13750.0,305548228.0,817593.0,47332424.0,44802.0,18267.0,3786.0,153010451.0,62495060.0,12817045.0,臺股期貨,all,35343.0,37.0,46857.0,49.0,40668.0,42.5,55411.0,57.9,95649.0,35343.0,37.0,39937.0,41.8,40668.0,42.5,52688.0,55.1,TX,83917,23354.0,25489.0,55470.0,48843.0,32116.0,29981.0,0.03848927348116099
2021-04-23,TX,62388.0,286.0,9368.0,213912192.0,987013.0,32124805.0,17390.0,14362.0,25808.0,60007855.0,49563262.0,88762696.0,63111.0,7.0,9616.0,216419670.0,23987.0,32973908.0,46847.0,18061.0,3245.0,161402230.0,62328511.0,11060418.0,臺股期貨,all,35474.0,35.8,46670.0,47.1,41985.0,42.4,57170.0,57.7,99108.0,35474.0,35.8,42180.0,42.6,41985.0,42.4,54188.0,54.7,TX,86206,29084.0,24744.0,59445.0,53828.0,30361.0,34701.0,-0.07300866347043486
2021-04-26,TX,58900.0,883.0,10510.0,204989875.0,3095183.0,36562571.0,17447.0,14594.0,26265.0,61150091.0,51154889.0,91741945.0,59929.0,8.0,10117.0,208644269.0,28015.0,35207319.0,47933.0,17418.0,3327.0,167737785.0,61053574.0,11514116.0,臺股期貨,all,35720.0,33.7,46653.0,44.0,42164.0,39.7,57686.0,54.4,106082.0,35720.0,33.7,42128.0,39.7,42164.0,39.7,54312.0,51.2,TX,90731,32611.0,27536.0,68775.0,60147.0,36164.0,41239.0,-0.0737913486005089
2021-04-27,TX,56254.0,37.0,10403.0,197218799.0,129881.0,36420211.0,17716.0,14610.0,27493.0,62248520.0,51339540.0,96252705.0,57221.0,24.0,9553.0,200600534.0,84329.0,33439812.0,49167.0,17421.0,3705.0,172472099.0,61217394.0,12846608.0,臺股期貨,all,35870.0,33.7,47582.0,44.7,42409.0,39.8,58339.0,54.8,106477.0,32812.0,30.8,40341.0,37.9,42409.0,39.8,54903.0,51.6,TX,91513,31602.0,28580.0,66955.0,60182.0,35353.0,38375.0,-0.045134792024494066
2021-04-28,TX,44599.0,6.0,8391.0,156367010.0,21038.0,29403391.0,15786.0,14612.0,26737.0,55349718.0,51238439.0,93434831.0,46487.0,6.0,8192.0,162972267.0,21035.0,28704344.0,49127.0,17423.0,2746.0,171975224.0,61095492.0,9484081.0,臺股期貨,all,35938.0,34.5,47159.0,45.3,42773.0,41.1,57544.0,55.3,104147.0,35938.0,34.5,40444.0,38.8,42773.0,41.1,57544.0,55.3,TX,89689,27731.0,28739.0,65934.0,56470.0,38203.0,37195.0,0.015288015288015287
2021-04-29,TX,70857.0,43.0,11380.0,249420950.0,151092.0,40043693.0,16667.0,14623.0,27147.0,58502897.0,51382297.0,95059673.0,69540.0,50.0,10976.0,244774659.0,175679.0,38626753.0,48675.0,17441.0,2758.0,170673711.0,61284186.0,9546264.0,臺股期貨,all,36186.0,34.7,47887.0,46.0,42642.0,40.9,57387.0,55.1,104208.0,33133.0,31.8,40802.0,39.2,42642.0,40.9,55160.0,52.9,TX,89660,30396.0,28915.0,65447.0,59311.0,35051.0,36532.0,-0.022628997509435117
2021-05-03,TX,85840.0,243.0,16024.0,298347898.0,838716.0,55632797.0,17359.0,14836.0,28492.0,59839397.0,51196069.0,98003900.0,90272.0,703.0,15990.0,313799765.0,2425086.0,55491218.0,53610.0,18114.0,4046.0,184629751.0,62507791.0,13809828.0,臺股期貨,all,38203.0,34.1,51951.0,46.4,46055.0,41.1,61825.0,55.2,111984.0,34754.0,31.0,42605.0,38.0,46055.0,41.1,58799.0,52.5,TX,95151,29482.0,42925.0,74639.0,72407.0,45157.0,31714.0,0.18010691461568348
2021-05-04,TX,115252.0,125.0,21537.0,392176268.0,423235.0,73244494.0,17741.0,14824.0,28979.0,60006422.0,50197029.0,97792147.0,116907.0,863.0,21651.0,397779038.0,2924541.0,73701221.0,57105.0,18840.0,4585.0,192977265.0,63796008.0,15364067.0,臺股期貨,all,37649.0,33.1,51896.0,45.6,47465.0,41.7,65367.0,57.5,113725.0,34392.0,30.2,40201.0,35.3,47465.0,41.7,62217.0,54.7,TX,97360,31652.0,46799.0,79331.0,78451.0,47679.0,32532.0,0.1909341871399579
2021-05-05,TX,93500.0,5.0,14372.0,315730766.0,16765.0,48484307.0,16607.0,14636.0,27135.0,55614821.0,49074508.0,90598198.0,90554.0,699.0,15789.0,305747877.0,2353284.0,53313314.0,55361.0,19346.0,4118.0,185174017.0,64867138.0,13650762.0,臺股期貨,all,37595.0,34.5,51086.0,46.8,46143.0,42.3,64208.0,58.9,109042.0,34314.0,31.5,42007.0,38.5,46143.0,42.3,61217.0,56.1,TX,95410,31428.0,37343.0,77246.0,68771.0,45818.0,39903.0,0.07657354426119152
2021-05-06,TX,97023.0,446.0,14984.0,328017947.0,1511458.0,50634408.0,18536.0,14767.0,26726.0,62748263.0,50045363.0,90168659.0,92443.0,37.0,15398.0,312545260.0,126091.0,52067318.0,52710.0,19068.0,4421.0,178168699.0,64621452.0,14821034.0,臺股期貨,all,37280.0,34.7,49940.0,46.5,44253.0,41.2,62232.0,58.0,107322.0,34237.0,31.9,41876.0,39.0,44253.0,41.2,56023.0,52.2,TX,93933,37255.0,33695.0,76138.0,70950.0,38883.0,42443.0,-0.04675720402427172
2021-05-07,TX,72238.0,1009.0,12205.0,247433136.0,3485249.0,41778518.0,17462.0,15104.0,26223.0,60290380.0,52208486.0,90194738.0,74099.0,15.0,11672.0,253873513.0,51849.0,39991475.0,53492.0,18411.0,3583.0,184406187.0,63639463.0,12225515.0,臺股期貨,all,37488.0,34.0,49263.0,44.7,45658.0,41.4,62785.0,57.0,110245.0,37488.0,34.0,42198.0,38.3,45658.0,41.4,59400.0,53.9,TX,95106,39559.0,34362.0,83871.0,73921.0,44312.0,49509.0,-0.061964206936843486
2021-05-10,TX,66528.0,55.0,10958.0,229675378.0,189475.0,37780141.0,18507.0,15148.0,26412.0,63699021.0,52196908.0,90507575.0,68018.0,66.0,10226.0,234793096.0,227524.0,35288560.0,56026.0,18466.0,3063.0,192484122.0,63630143.0,10394206.0,臺股期貨,all,37865.0,34.4,50183.0,45.6,47374.0,43.0,64600.0,58.7,110075.0,37865.0,34.4,40442.0,36.7,47374.0,43.0,61177.0,55.6,TX,95642,36796.0,37103.0,81174.0,73899.0,44378.0,44071.0,0.0037819991622933453
2021-05-11,TX,128271.0,26.0,22623.0,430760957.0,86374.0,75828374.0,22733.0,14348.0,28260.0,75218691.0,47523374.0,93048415.0,122920.0,2485.0,22474.0,412975616.0,8229609.0,75381331.0,55251.0,20125.0,4777.0,182364514.0,66658025.0,15655297.0,臺股期貨,all,40256.0,35.6,55356.0,49.0,47480.0,42.0,64944.0,57.5,113023.0,40256.0,35.6,45652.0,40.4,47480.0,42.0,58525.0,51.8,TX,97777,38020.0,42775.0,86115.0,80795.0,48095.0,43340.0,0.0552168611740115
2021-05-12,TX,227383.0,198.0,37353.0,729477407.0,622939.0,119484029.0,26374.0,14303.0,27112.0,82709476.0,44902754.0,84485932.0,219728.0,2199.0,38558.0,706000686.0,6931919.0,123099414.0,51237.0,22081.0,4725.0,160159263.0,69321091.0,14675742.0,臺股期貨,all,42183.0,40.7,58170.0,56.1,45960.0,44.3,61817.0,59.6,103633.0,42183.0,40.7,51832.0,50.0,45960.0,44.3,56331.0,54.4,TX,92162,40398.0,31908.0,70898.0,72306.0,30500.0,38990.0,-0.11974949928065672
2021-05-13,TX,160904.0,460.0,19748.0,504697708.0,1427439.0,61934331.0,26491.0,14191.0,27569.0,82383868.0,44179013.0,85217202.0,158695.0,181.0,20543.0,497868037.0,564592.0,64355252.0,48283.0,21690.0,5741.0,149660255.0,67525308.0,17704255.0,臺股期貨,all,42751.0,41.7,56741.0,55.4,43619.0,42.6,59653.0,58.2,102506.0,42751.0,41.7,50295.0,49.1,43619.0,42.6,54064.0,52.7,TX,91012,36650.0,30056.0,64577.0,66706.0,27927.0,34521.0,-0.10211065859361693
2021-05-14,TX,163676.0,2671.0,15036.0,515109683.0,8430675.0,47325790.0,28580.0,14360.0,26525.0,90002474.0,45279530.0,82992849.0,158314.0,2054.0,16864.0,498185843.0,6456198.0,53134884.0,44104.0,21242.0,6839.0,138371849.0,66952476.0,21401092.0,臺股期貨,all,42623.0,42.1,55550.0,54.9,40453.0,40.0,54112.0,53.5,101131.0,42623.0,42.1,50158.0,49.6,40453.0,40.0,48983.0,48.4,TX,89128,37977.0,27174.0,63603.0,65151.0,25626.0,36429.0,-0.16985047875100232
2021-05-17,TX,164878.0,19818.0,24853.0,510624815.0,61057632.0,76575460.0,26529.0,14281.0,27226.0,80764341.0,43478445.0,82403321.0,164802.0,21363.0,24245.0,510664761.0,65706691.0,74764427.0,41935.0,22708.0,6277.0,127247024.0,69092830.0,18991162.0,臺股期貨,all,41404.0,41.9,55331.0,56.0,42157.0,42.7,56481.0,57.2,98829.0,41404.0,41.9,48811.0,49.4,42157.0,42.7,50809.0,51.4,TX,87190,34753.0,25191.0,59420.0,59944.0,24667.0,34229.0,-0.16092224840121172
2021-05-18,TX,145714.0,14756.0,25311.0,460527745.0,47259450.0,80167481.0,29854.0,14967.0,26452.0,96099455.0,48152369.0,84736260.0,150421.0,11731.0,25823.0,475565791.0,37525686.0,81803129.0,49958.0,20369.0,5641.0,160439608.0,65531488.0,18044170.0,臺股期貨,all,41350.0,39.0,55060.0,51.9,44691.0,42.1,59357.0,55.9,106155.0,41350.0,39.0,52449.0,49.4,44691.0,42.1,59357.0,55.9,TX,93597,34748.0,24109.0,60534.0,58857.0,25786.0,36425.0,-0.1757524696864572
2021-05-19,TX,98875.0,90.0,18095.0,318744543.0,288820.0,58287547.0,20476.0,14969.0,24202.0,65537594.0,47966664.0,77146720.0,99198.0,92.0,18166.0,319831357.0,295335.0,58524917.0,40557.0,20373.0,2165.0,129512562.0,65283241.0,6797749.0,臺股期貨,all,37648.0,44.2,50194.0,58.9,41915.0,49.2,55000.0,64.5,85236.0,37648.0,44.2,47762.0,56.0,41915.0,49.2,52601.0,61.7,TX,90937,24822.0,21821.0,51496.0,46643.0,26674.0,29675.0,-0.05827637098027031
2021-05-20,TX,101320.0,0.0,8923.0,323500598.0,0.0,28399635.0,20968.0,14661.0,25132.0,66879081.0,46838963.0,79837194.0,100204.0,647.0,8635.0,319946036.0,2066532.0,27505067.0,39951.0,20712.0,2801.0,127130528.0,66170698.0,8785158.0,臺股期貨,all,37585.0,42.1,50500.0,56.6,41586.0,46.6,54133.0,60.6,89280.0,37585.0,42.1,47918.0,53.7,41586.0,46.6,51907.0,58.1,TX,78870,25387.0,22533.0,47891.0,47920.0,22504.0,25358.0,-0.0595936606042889
2021-05-21,TX,102879.0,1013.0,11865.0,332978550.0,3294613.0,38294602.0,20309.0,14890.0,25482.0,65963621.0,48419302.0,82384548.0,105222.0,16.0,11706.0,340559642.0,52021.0,37837162.0,41629.0,19944.0,3001.0,134846124.0,64853899.0,9636084.0,臺股期貨,all,37316.0,41.0,49758.0,54.7,41217.0,45.3,54797.0,60.2,90966.0,37316.0,41.0,47251.0,51.9,41217.0,45.3,52295.0,57.5,TX,80112,25219.0,22803.0,49358.0,48022.0,24139.0,26555.0,-0.048948498723611164
2021-05-24,TX,79261.0,286.0,7043.0,257090315.0,932055.0,22824808.0,20432.0,14964.0,25779.0,66495680.0,48755705.0,83495634.0,82226.0,0.0,6645.0,266709367.0,0.0,21548859.0,44702.0,19732.0,2806.0,145106506.0,64290802.0,9019599.0,臺股期貨,all,37567.0,39.3,49646.0,51.9,43096.0,45.1,56806.0,59.4,95628.0,37567.0,39.3,45156.0,47.2,43096.0,45.1,54318.0,56.8,TX,83654,24990.0,25406.0,52916.0,50396.0,27926.0,27510.0,0.007861516365560511
2021-05-25,TX,75784.0,928.0,9401.0,250079381.0,3077933.0,30980193.0,20242.0,15227.0,24588.0,67066588.0,50504914.0,81018580.0,74454.0,0.0,10733.0,245673350.0,0.0,35439337.0,43186.0,19068.0,3008.0,142659514.0,63244742.0,9857287.0,臺股期貨,all,37701.0,39.2,50241.0,52.2,41522.0,43.1,55181.0,57.3,96284.0,37701.0,39.2,47677.0,49.5,41522.0,43.1,52759.0,54.8,TX,82824,28475.0,26866.0,58510.0,55341.0,30035.0,31644.0,-0.02749957272261152
2021-05-26,TX,57607.0,153.0,7163.0,191054974.0,507386.0,23740897.0,20711.0,15375.0,24780.0,68747475.0,51088050.0,81805379.0,57266.0,1.0,6785.0,189919185.0,3308.0,22503808.0,43305.0,19064.0,2842.0,143314091.0,63345859.0,9325027.0,臺股期貨,all,37222.0,38.7,49277.0,51.2,41938.0,43.6,55852.0,58.1,96180.0,37222.0,38.7,44677.0,46.5,41938.0,43.6,53207.0,55.3,TX,83335,26075.0,26600.0,56523.0,52675.0,30448.0,29923.0,0.009288254338941669
2021-05-27,TX,74578.0,85.0,6842.0,245837843.0,280698.0,22502256.0,19382.0,15432.0,24668.0,64018443.0,51027451.0,81016514.0,75344.0,241.0,7257.0,248347904.0,796794.0,23895268.0,42736.0,19277.0,2741.0,140709848.0,63741328.0,8945287.0,臺股期貨,all,37479.0,40.1,49673.0,53.2,40975.0,43.9,55048.0,58.9,93402.0,37479.0,40.1,45057.0,48.2,40975.0,43.9,52352.0,56.1,TX,80592,26381.0,28992.0,54434.0,55373.0,28053.0,25442.0,0.04796634456405923
2021-05-28,TX,67115.0,1055.0,7564.0,224799665.0,3557972.0,25324278.0,20427.0,15674.0,24137.0,68821959.0,52862132.0,80833124.0,67826.0,47.0,8120.0,227129970.0,158097.0,27225525.0,44493.0,18511.0,2790.0,149443010.0,62430199.0,9287752.0,臺股期貨,all,38188.0,38.8,50282.0,51.0,42227.0,42.9,56258.0,57.1,98544.0,38188.0,38.8,48183.0,48.9,42227.0,42.9,53394.0,54.2,TX,84147,27549.0,30085.0,61127.0,57634.0,33578.0,31042.0,0.041487395095457
2021-05-31,TX,76438.0,357.0,9705.0,259314429.0,1213975.0,32842562.0,20339.0,15754.0,24327.0,69125843.0,53598259.0,82112763.0,77132.0,50.0,10124.0,261648212.0,170268.0,34348585.0,45091.0,18284.0,3422.0,152708378.0,62205825.0,11512367.0,臺股期貨,all,37706.0,38.6,50617.0,51.9,41740.0,42.8,56174.0,57.6,97586.0,37706.0,38.6,48248.0,49.4,41740.0,42.8,53115.0,54.4,TX,83615,27609.0,31189.0,60025.0,58798.0,32416.0,28836.0,0.059641815910037484
2021-06-01,TX,53152.0,1086.0,8610.0,181507304.0,3722418.0,29264172.0,21907.0,16472.0,26002.0,74988313.0,56436366.0,88296281.0,53677.0,57.0,8275.0,183181558.0,195221.0,28257521.0,47184.0,17973.0,4766.0,160826661.0,61579093.0,16194965.0,臺股期貨,all,40066.0,38.9,52564.0,51.1,42331.0,41.1,58308.0,56.7,102883.0,40066.0,38.9,50228.0,48.8,42331.0,41.1,55056.0,53.5,TX,88368,28690.0,31827.0,62461.0,60517.0,33771.0,30634.0,0.05022333936376299
2021-06-02,TX,62454.0,780.0,9748.0,213989271.0,2670309.0,33323430.0,21800.0,17196.0,25969.0,74464935.0,58817198.0,87954558.0,61706.0,59.0,10587.0,211352045.0,201896.0,36260350.0,46329.0,17976.0,5550.0,157508652.0,61485110.0,18844974.0,臺股期貨,all,41516.0,40.7,53804.0,52.8,41222.0,40.4,57193.0,56.1,101980.0,41516.0,40.7,49414.0,48.5,41222.0,40.4,53820.0,52.8,TX,88225,26491.0,31476.0,60590.0,57967.0,34099.0,29114.0,0.08227430269021291
2021-06-03,TX,62885.0,814.0,9565.0,216399698.0,2804337.0,32896477.0,22313.0,17706.0,26432.0,76771438.0,61000711.0,90150378.0,63367.0,304.0,8900.0,218066290.0,1047188.0,30627392.0,47293.0,17976.0,5327.0,161938877.0,61930915.0,18205778.0,臺股期貨,all,41010.0,39.6,53683.0,51.8,41541.0,40.1,57848.0,55.8,103604.0,41010.0,39.6,47076.0,45.4,41541.0,40.1,54345.0,52.5,TX,89684,26808.0,30865.0,61241.0,57673.0,34433.0,30376.0,0.06624646886889503
2021-06-04,TX,62428.0,763.0,7431.0,213711900.0,2611658.0,25352719.0,21797.0,18352.0,27358.0,74442879.0,62774851.0,92617168.0,65282.0,542.0,7377.0,223420731.0,1854858.0,25233419.0,49636.0,18401.0,6105.0,168732312.0,62942461.0,20734628.0,臺股期貨,all,41163.0,38.7,55022.0,51.8,42195.0,39.7,59201.0,55.7,106317.0,41163.0,38.7,47776.0,44.9,42195.0,39.7,55596.0,52.3,TX,92595,25298.0,32864.0,61256.0,58162.0,35958.0,28392.0,0.1235144312393888
2021-06-07,TX,89615.0,139.0,13730.0,305239057.0,474699.0,46679408.0,21672.0,18480.0,28370.0,73956696.0,63164640.0,95985284.0,89135.0,55.0,13125.0,303637378.0,188032.0,44672520.0,49036.0,18445.0,6483.0,166527003.0,63045010.0,22011627.0,臺股期貨,all,41813.0,40.0,56309.0,53.8,41656.0,39.8,59298.0,56.7,104570.0,41813.0,40.0,50741.0,48.5,41656.0,39.8,55585.0,53.2,TX,91325,26913.0,32013.0,59903.0,58926.0,32990.0,27890.0,0.08513763918334641
2021-06-08,TX,53092.0,63.0,6779.0,181720477.0,215397.0,23152505.0,21029.0,18535.0,28541.0,71758075.0,63352630.0,96516894.0,53938.0,11.0,7209.0,184583356.0,37593.0,24655160.0,49234.0,18448.0,7130.0,167143326.0,63055264.0,24216495.0,臺股期貨,all,42082.0,40.0,55838.0,53.1,41331.0,39.3,59656.0,56.7,105225.0,42082.0,40.0,48523.0,46.1,41331.0,39.3,55806.0,53.0,TX,91902,25715.0,33001.0,60230.0,58716.0,34515.0,27229.0,0.12096961647019758
2021-06-09,TX,62952.0,87.0,10823.0,214018606.0,293319.0,36738528.0,21243.0,18398.0,28958.0,71932207.0,62400500.0,97174522.0,62174.0,654.0,11192.0,211354349.0,2217237.0,38019951.0,49911.0,18878.0,4700.0,168130420.0,64030400.0,15787048.0,臺股期貨,all,39369.0,37.7,53621.0,51.3,41679.0,39.9,60042.0,57.5,104503.0,39369.0,37.7,46027.0,44.0,41679.0,39.9,56047.0,53.6,TX,93885,12728.0,29845.0,58045.0,42573.0,45317.0,28200.0,0.2948918942200017
2021-06-10,TX,68360.0,1041.0,11605.0,233357284.0,3569455.0,39548550.0,19742.0,18651.0,30280.0,67616253.0,63995829.0,102747982.0,69362.0,98.0,10777.0,236767679.0,335169.0,36775146.0,49414.0,18188.0,4802.0,168307056.0,62409467.0,16309755.0,臺股期貨,all,39953.0,38.1,54593.0,52.1,41765.0,39.9,59735.0,57.0,104777.0,39953.0,38.1,48784.0,46.6,41765.0,39.9,55584.0,53.0,TX,94070,12883.0,29482.0,59445.0,42365.0,46562.0,29963.0,0.2792329043653798
2021-06-11,TX,67155.0,19006.0,13746.0,231197288.0,65295716.0,47191444.0,20388.0,18833.0,29546.0,70019426.0,64632478.0,100459087.0,66605.0,18829.0,13984.0,229140525.0,64674040.0,48144154.0,49507.0,18193.0,4357.0,169008290.0,62421687.0,14843205.0,臺股期貨,all,39691.0,38.1,53859.0,51.7,42041.0,40.3,59337.0,56.9,104228.0,39691.0,38.1,48699.0,46.7,42041.0,40.3,55472.0,53.2,TX,93514,13864.0,30578.0,59944.0,44442.0,46080.0,29366.0,0.2788269051114373
