Date,Open,High,Low,Close,Volume,Capital Gains
2021-01-04 00:00:00-05:00,1644.9915678100922,1731.5211016372068,1533.340556420267,1690.5823974609375,51865,0.0
2021-01-05 00:00:00-05:00,1704.5388270532328,1704.5388270532328,1593.8182373046875,1593.8182373046875,25118,0.0
2021-01-06 00:00:00-05:00,1646.8525144788953,1651.504640226011,1511.940867812545,1607.774658203125,39256,0.0
2021-01-07 00:00:00-05:00,1538.9231060480668,1538.9231060480668,1413.3157183113744,1427.2720947265625,36603,0.0
2021-01-08 00:00:00-05:00,1375.1683094298917,1471.9325206482333,1343.533855762357,1423.5504150390625,47555,0.0
2021-01-11 00:00:00-05:00,1467.2802811906145,1467.2802811906145,1342.6033264160158,1377.029052734375,41561,0.0
2021-01-12 00:00:00-05:00,1361.211987186745,1389.1247415378061,1312.829879644906,1348.18603515625,46409,0.0
2021-01-13 00:00:00-05:00,1321.2036014625476,1364.0031547493625,1307.2472253907601,1345.3946533203125,24623,0.0
2021-01-14 00:00:00-05:00,1302.595211237537,1302.595211237537,1213.2743967526771,1259.795654296875,65708,0.0
2021-01-15 00:00:00-05:00,1263.5174211531337,1357.4903663198984,1262.5869959534627,1334.229736328125,59382,0.0
2021-01-19 00:00:00-05:00,1279.3346789456155,1280.2651041666668,1196.5268342720447,1200.24853515625,46805,0.0
2021-01-20 00:00:00-05:00,1159.3096477549564,1221.6481280114426,1148.144546813496,1211.4134521484375,30109,0.0
2021-01-21 00:00:00-05:00,1178.848640970178,1216.996071340957,1143.4924859923824,1155.5880126953125,35412,0.0
2021-01-22 00:00:00-05:00,1186.2920587713068,1219.7873639601437,1172.3356816092914,1217.926513671875,45132,0.0
2021-01-25 00:00:00-05:00,1187.2223900168951,1283.0561722831492,1177.9181393114336,1213.2742919921875,42316,0.0
2021-01-26 00:00:00-05:00,1210.483066477793,1271.891123654991,1210.483066477793,1270.0302734375,30789,0.0
2021-01-27 00:00:00-05:00,1335.1600396050346,1484.9584830729166,1335.1600396050346,1465.4195556640625,126508,0.0
2021-01-28 00:00:00-05:00,1384.4727091085927,1417.037591379292,1307.2474168666483,1375.16845703125,51746,0.0
2021-01-29 00:00:00-05:00,1358.4205742844013,1458.906479779412,1343.5337734703257,1439.3675537109375,44899,0.0
2021-02-01 00:00:00-05:00,1370.5163055397597,1386.3335337774895,1261.6565582565609,1271.8912353515625,37052,0.0
2021-02-02 00:00:00-05:00,1211.4134676539045,1266.3085479853794,1208.6221923828125,1208.6221923828125,33916,0.0
2021-02-03 00:00:00-05:00,1201.1788421873587,1288.6388043605668,1188.1528903743276,1286.7779541015625,32430,0.0
2021-02-04 00:00:00-05:00,1294.2213019587841,1324.9253299707468,1251.421747760291,1252.3521728515625,24257,0.0
2021-02-05 00:00:00-05:00,1228.1612008952886,1285.8475603312795,1227.2307757430954,1281.1954345703125,20754,0.0
2021-02-08 00:00:00-05:00,1253.282612124856,1254.2130372266563,1162.1009521484375,1162.1009521484375,31267,0.0
2021-02-09 00:00:00-05:00,1180.7096159561822,1193.7355691661005,1149.0751581606658,1176.9879150390625,25217,0.0
2021-02-10 00:00:00-05:00,1147.2142606227517,1212.3440239995502,1125.814481227518,1163.9619140625,43049,0.0
2021-02-11 00:00:00-05:00,1141.6317679036458,1141.6317679036458,1045.7979683159722,1046.7283935546875,67944,0.0
2021-02-12 00:00:00-05:00,1056.9629431186283,1069.9888948824143,1000.2070104335612,1003.9287109375,42323,0.0
2021-02-16 00:00:00-05:00,971.3638482344778,1003.9287282040245,959.2683213886462,989.9723510742188,41705,0.0
2021-02-17 00:00:00-05:00,1014.1633034604697,1082.0843320408499,1005.789478019053,1041.1456298828125,53529,0.0
2021-02-18 00:00:00-05:00,1084.8756777919693,1112.7884310799272,1058.8237747232085,1072.7801513671875,47681,0.0
2021-02-19 00:00:00-05:00,1028.1197656776264,1032.7718913141766,976.0159585482625,992.7636108398438,59489,0.0
2021-02-22 00:00:00-05:00,1035.5630912395438,1115.5796463577835,1013.232889811198,1105.344970703125,51356,0.0
2021-02-23 00:00:00-05:00,1170.47473427008,1259.795540700865,1102.5537043800039,1125.8143310546875,106660,0.0
2021-02-24 00:00:00-05:00,1150.9360176457058,1179.7791999795916,1014.1635078688918,1015.0939331054688,60533,0.0
2021-02-25 00:00:00-05:00,1054.1717894464477,1203.9702520244514,1032.7720090781615,1197.457275390625,115314,0.0
2021-02-26 00:00:00-05:00,1143.4924974337607,1205.8309818341365,1077.4323124721684,1109.9971923828125,98043,0.0
