Date,open,high,low,close,adj_close,volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,profit_or_loss_after_10_days
2023-01-24,143.0,146.5,141.10000610351562,143.88999938964844,143.88999938964844,158699100,135.4019989013672,129.6529998779297,,,,,82.4243471505205,,,,,,,8.212141854422432,52.91999816894531
2023-01-25,141.91000366210938,146.41000366210938,138.07000732421875,144.42999267578125,144.42999267578125,192734300,138.53199768066406,132.21099929809571,,,,,82.60760891453924,,,,,,,8.221274317527303,56.86000061035156
2023-01-26,159.97000122070312,161.4199981689453,154.75999450683594,160.27000427246094,160.27000427246094,234815100,145.1519989013672,135.91599960327147,,,,,86.91702722621112,,,,,,,8.847612258644215,47.05000305175781
2023-01-27,162.42999267578125,180.67999267578125,161.1699981689453,177.89999389648438,177.89999389648438,306590600,154.047998046875,141.34999923706056,,,,,89.91281259114672,,,,,,,9.673496268978223,18.990005493164062
2023-01-30,178.0500030517578,179.77000427246094,166.5,166.66000366210938,166.66000366210938,230878800,158.62999877929687,145.7759994506836,,,,,77.69737171871039,,,,,,,9.930389697798416,27.979995727539062
2023-01-31,164.57000732421875,174.3000030517578,162.77999877929688,173.22000122070312,173.22000122070312,196813500,164.49599914550782,149.9489990234375,134.1959991455078,,,,79.4519792365698,175.37616055402322,134.1959991455078,93.01583773699241,,,,10.043933595988596,36.029998779296875
2023-02-01,173.88999938964844,183.80999755859375,169.92999267578125,181.41000366210938,181.41000366210938,213806300,171.89200134277343,155.21199951171874,137.86149940490722,,,,81.41756336708963,182.0394839596069,137.86149940490722,93.68351485020753,,,,10.317938687904588,32.83000183105469
2023-02-02,187.3300018310547,196.75,182.61000061035156,188.27000427246094,188.27000427246094,217448300,177.49200134277345,161.3220001220703,141.59299964904784,,,,82.89362482529812,189.41417908897617,141.59299964904784,93.77182020911951,,,,10.67665709147502,13.769989013671875
2023-02-03,183.9499969482422,199.0,183.69000244140625,189.97999572753906,189.97999572753906,232662000,179.9080017089844,166.97799987792968,145.57499961853028,,,,83.2507750796527,195.53848771438382,145.57499961853028,95.61151152267675,,,,11.007609981983501,18.330001831054688
2023-02-06,193.00999450683594,198.1699981689453,189.9199981689453,194.75999450683594,194.75999450683594,186188100,185.5279998779297,172.0789993286133,149.65999946594238,,,,84.24122807560009,201.6406585646119,149.65999946594238,97.67934036727287,,,,10.810637840413252,2.6100006103515625
2023-02-07,196.42999267578125,197.5,189.5500030517578,196.80999755859375,196.80999755859375,186010300,190.24599914550782,177.37099914550782,153.51199951171876,,,,84.66018623005344,207.44324567939532,153.51199951171876,99.58075334404221,,,,10.60630634811532,4.0500030517578125
2023-02-08,196.10000610351562,203.0,194.30999755859375,201.2899932861328,201.2899932861328,180673600,194.2219970703125,183.05699920654297,157.63399925231934,,,,85.5634595554362,212.92298785211187,157.63399925231934,102.34501065252682,,,,10.4694274976361,0.7800140380859375
2023-02-09,207.77999877929688,214.0,204.77000427246094,207.32000732421875,207.32000732421875,215431400,198.03199768066406,187.76199951171876,161.83899955749513,,,,86.69877403370599,218.78651379334235,161.83899955749513,104.89148532164792,,,,10.629468870224034,-10.44000244140625
2023-02-10,202.22999572753906,206.1999969482422,192.88999938964844,196.88999938964844,196.88999938964844,204754100,199.41399841308595,189.66100006103517,165.50549964904786,,,,75.62113443678979,221.55819454409223,165.50549964904786,109.4528047540035,,,,10.900935946248769,10.740005493164062
2023-02-13,194.4199981689453,196.3000030517578,187.61000061035156,194.63999938964844,194.63999938964844,172475500,199.38999938964844,192.45899963378906,169.11749954223632,,,,73.44113579679987,222.85636307153985,169.11749954223632,115.37863601293279,,,,10.78515472003792,11.07000732421875
2023-02-14,191.94000244140625,209.82000732421875,189.44000244140625,209.25,209.25,216455700,201.87799987792968,196.06199951171874,173.00549926757813,,,,77.89686945141139,226.54387002052454,173.00549926757813,119.46712851463172,,,,11.470501160236102,-6.4799957275390625
2023-02-15,211.75999450683594,214.66000366210938,206.11000061035156,214.24000549316406,214.24000549316406,181006400,204.46800231933594,199.34499969482422,177.27849960327148,,,,79.18154565501551,229.644528070689,177.27849960327148,124.91247113585396,,,,11.261894152487653,-23.340011596679688
2023-02-16,210.77999877929688,217.64999389648438,201.83999633789062,202.0399932861328,202.0399932861328,229586500,203.41199951171876,200.7219985961914,181.02199935913086,,,,68.67242875091858,229.0490719999282,181.02199935913086,132.99492671833352,,,,11.58675868149523,-4.25
2023-02-17,199.99000549316406,208.44000244140625,197.5,208.30999755859375,208.30999755859375,213738500,205.6959991455078,202.55499877929688,184.7664993286133,,,,70.81619034907516,228.88283929515262,184.7664993286133,140.65015936207396,,,,11.54056180720316,-14.5
2023-02-21,204.99000549316406,209.7100067138672,197.22000122070312,197.3699951171875,197.3699951171875,180018600,206.24199829101562,202.81599884033204,187.44749908447267,,,,62.74787196041075,227.6071727766643,187.44749908447267,147.28782539228104,23.20669221807742,26.887210835842385,-3.680518617764964,11.608379213343225,-9.659988403320312
2023-02-22,197.92999267578125,201.99000549316406,191.77999877929688,200.86000061035156,200.86000061035156,191828500,204.56399841308593,203.22099914550782,190.2959991455078,,,,64.15107333173259,225.46518259033448,190.2959991455078,155.12681570068114,21.82597827635979,25.874964323945868,-4.048986047586077,11.508495463380651,-18.860000610351562
2023-02-23,203.91000366210938,205.13999938964844,196.3300018310547,202.07000732421875,202.07000732421875,146360000,202.12999877929687,203.29900054931642,193.1779998779297,,,,64.64826743526152,221.6496541170394,193.1779998779297,164.70634563881998,20.592017994053492,24.818375057967394,-4.226357063913902,11.315745613038729,-29.150009155273438
2023-02-24,196.3300018310547,197.6699981689453,192.8000030517578,196.8800048828125,196.8800048828125,142228100,201.0980010986328,202.25500030517577,195.00849990844728,,,,60.75599344367162,219.16188283759027,195.00849990844728,170.85511697930428,18.976555834595302,23.650011213292977,-4.673455378697675,11.169621231568886,-23.44000244140625
2023-02-27,202.02999877929688,209.4199981689453,201.25999450683594,207.6300048828125,207.6300048828125,161028300,200.96200256347657,203.3290008544922,196.49500045776367,,,,65.40240816049936,219.9015690520856,196.49500045776367,173.08843186344174,18.35217316454009,22.5904436035424,-4.23827043900231,11.267504949752023,-33.15000915527344
2023-02-28,210.58999633789062,211.22999572753906,203.75,205.7100067138672,205.7100067138672,153144900,202.6300048828125,204.43600158691407,198.44750061035157,,,,63.94615755913995,217.72381476212644,198.44750061035157,179.1711864585767,17.500680641309856,21.57249101109589,-4.071810369786036,10.996968576736814,-22.45001220703125
2023-03-01,206.2100067138672,207.1999969482422,198.52000427246094,202.77000427246094,202.77000427246094,156852800,203.0120056152344,203.78800201416016,199.92500076293945,,,,61.6813675930757,215.39418700414842,199.92500076293945,184.45581452173047,16.399588804235975,20.53791056972391,-4.138321765487934,10.83147029809713,-22.32000732421875
2023-03-02,186.74000549316406,193.75,186.00999450683594,190.89999389648438,190.89999389648438,181500700,200.7780029296875,201.4540008544922,200.3995002746582,,,,53.45037310507386,214.04223644002644,200.3995002746582,186.75676410928997,14.403124698994958,19.310953395578117,-4.9078286965831595,11.25493740292055,-6.769989013671875
2023-03-03,194.8000030517578,200.47999572753906,192.8800048828125,197.7899932861328,197.7899932861328,154193300,200.96000061035156,201.02900085449218,200.8754997253418,,,,57.034405375761374,213.41164422278672,200.8754997253418,188.33935522789687,13.224434827692676,18.09364968200103,-4.869214854308353,11.135299147787276,-17.659988403320312
2023-03-06,198.5399932861328,198.60000610351562,192.3000030517578,193.80999755859375,193.80999755859375,128100100,198.1959991455078,199.5790008544922,201.06699981689454,,,,54.42751757610822,213.03571288142194,201.06699981689454,189.09828675236713,11.832761510627137,16.84147204772625,-5.0087105370991125,10.789920855213742,-10.55999755859375
2023-03-07,191.3800048828125,194.1999969482422,186.10000610351562,187.7100067138672,187.7100067138672,148125800,194.59599914550782,198.61300201416014,200.7145004272461,,,,50.60941166795643,213.7712710424036,200.7145004272461,187.65772981208858,10.120963926900998,15.497370423561199,-5.3764064966602,10.5977829973218,9.8699951171875
2023-03-08,185.0399932861328,186.5,180.0,182.0,182.0,151897800,190.44199829101564,196.727001953125,199.9740005493164,,,,47.26685865895073,215.31295016583223,199.9740005493164,184.63505093280057,8.208974242511914,14.039691187351341,-5.830716944839427,10.39151326278933,9.149993896484375
2023-03-09,180.25,185.17999267578125,172.50999450683594,172.9199981689453,172.9199981689453,170023800,186.84599914550782,193.81200103759767,198.55550079345704,,,,42.46397903364375,217.87575572684818,198.55550079345704,179.2352458600659,5.893096432122803,12.410372236305633,-6.51727580418283,10.554262184657615,19.300003051757812
2023-03-10,175.1300048828125,178.2899932861328,168.44000244140625,173.44000244140625,173.44000244140625,191488900,181.9760009765625,191.46800079345704,196.86150054931642,,,,42.822304166902775,218.600590685094,196.86150054931642,175.12241041353883,4.05298627840034,10.738895044724575,-6.685908766324236,10.503957088948255,16.970001220703125
2023-03-13,167.4600067138672,177.35000610351562,163.91000366210938,174.47999572753906,174.47999572753906,167790300,178.11000061035156,188.1529998779297,195.74100036621093,,,,43.57911209099105,219.56855052292713,195.74100036621093,171.91345020949473,2.6480790835981622,9.120731852499294,-6.472652768901131,10.713674614123827,17.330001831054688
2023-03-14,177.30999755859375,183.8000030517578,177.13999938964844,183.25999450683594,183.25999450683594,143717900,177.21999816894532,185.90799865722656,195.1720001220703,,,,49.63946554947031,219.6131490758689,195.1720001220703,170.7308511682717,2.217589542046369,7.740103390408708,-5.5225138483623395,10.614126950559179,5.9300079345703125
2023-03-15,180.8000030517578,182.33999633789062,176.02999877929688,180.4499969482422,180.4499969482422,145995600,176.90999755859374,183.67599792480468,193.73199996948242,170.38359954833984,,,47.8673438737058,218.0791726965439,193.73199996948242,169.38482724242093,1.6308803861046215,6.518258789547891,-4.88737840344327,10.372403291772027,13.430007934570312
2023-03-16,180.3699951171875,185.80999755859375,178.83999633789062,184.1300048828125,184.1300048828125,121136800,179.1519989013672,182.9989990234375,192.22649993896485,171.90419967651368,,,50.36636550201186,214.98705138770666,192.22649993896485,169.46594849022304,1.4461843255336078,5.5038438967450345,-4.057659571211427,10.129374572409962,11.149993896484375
2023-03-17,184.52000427246094,186.22000122070312,177.3300018310547,180.1300048828125,180.1300048828125,133197100,180.48999938964843,181.23300018310547,191.13100051879883,173.23399978637696,,,47.69036186281956,214.0055788652126,191.13100051879883,168.25642217238504,0.9659103826299997,4.596257193922027,-3.6303468112920276,10.04084777364128,27.330001831054688
2023-03-20,178.0800018310547,186.44000244140625,176.35000610351562,183.25,183.25,129684400,182.24400024414064,180.1770004272461,189.87800064086915,174.69219985961914,,,49.925189373485026,211.56589463098803,189.87800064086915,168.19010665075027,0.8275083525794003,3.842507425653502,-3.014999073074102,10.044358385373375,11.520004272460938
2023-03-21,188.27999877929688,198.0,188.0399932861328,197.5800018310547,197.5800018310547,153391400,185.10800170898438,181.16399993896485,189.8885009765625,176.38259994506836,,,58.66093463834391,211.5910923637342,189.8885009765625,168.18590958939083,1.85277746823553,3.444561434169908,-1.5917839659343778,10.38047564356099,-5.0
2023-03-22,199.3000030517578,200.66000366210938,190.9499969482422,191.14999389648438,191.14999389648438,150376400,187.2480010986328,182.0789993286133,189.40300064086915,177.81019989013672,,,54.10025172856655,210.52888861390446,189.40300064086915,168.27711266783385,2.122001612863812,3.1800494699086888,-1.0580478570448766,10.332585005725718,-5.6299896240234375
2023-03-23,195.25999450683594,199.30999755859375,188.64999389648438,192.22000122070312,192.22000122070312,144193900,188.86600036621093,184.00899963378907,188.91050033569337,179.27759994506835,,,54.730979455226105,209.27786155989233,188.91050033569337,168.5431391114944,2.3941065655687623,3.0228608890407034,-0.628754323471941,10.355972052610266,-7.160003662109375
2023-03-24,191.64999389648438,192.36000061035156,187.14999389648438,190.41000366210938,190.41000366210938,116312400,190.9220001220703,185.70599975585938,188.5870002746582,180.6213999938965,,,53.39437456741546,208.64087510170637,188.5870002746582,168.53312544761005,2.435623671241018,2.9054134454807663,-0.4697897742397483,9.988403099842902,-5.9000091552734375
2023-03-27,194.4199981689453,197.38999938964844,189.94000244140625,191.80999755859375,191.80999755859375,120851600,192.63399963378907,187.43899993896486,187.79599990844727,181.9863999938965,,,54.323544308528874,205.9400211457236,187.79599990844727,169.65197867117095,2.5520753478121776,2.8347458259470484,-0.2826704781348708,9.807088374728565,-5.0200042724609375
2023-03-28,192.0,192.35000610351562,185.42999267578125,189.19000244140625,189.19000244140625,98654600,190.95599975585938,188.03200073242186,186.96999969482422,183.32220001220702,,,52.22511127221253,203.1774893799847,186.96999969482422,170.76251000966374,2.405226477112933,2.7488419561802253,-0.3436154790672923,9.600868735657551,-8.650009155273438
2023-03-29,193.1300048828125,195.2899932861328,189.44000244140625,193.8800048828125,193.8800048828125,123660000,191.502001953125,189.3750015258789,186.5254997253418,184.57,,,55.53620031790195,201.40884633865545,186.5254997253418,171.64215311202815,2.6368952036332587,2.726452605670832,-0.08955740203757312,9.35080602916248,-7.980010986328125
2023-03-30,195.5800018310547,197.3300018310547,194.4199981689453,195.27999877929688,195.27999877929688,110252200,192.11400146484374,190.49000091552733,186.74449996948243,185.9,,,56.50524940774171,202.0030442273978,186.74449996948243,171.48595571156707,2.900032377650689,2.7611685600668032,0.13886381758388566,8.929319666239603,-10.279998779296875
2023-03-31,197.52999877929688,207.7899932861328,197.1999969482422,207.4600067138672,207.4600067138672,170222100,195.5240020751953,193.2230010986328,187.22800064086914,187.50580017089842,,,63.88064477869039,204.35441125978082,187.22800064086914,170.10159002195746,4.044769743782183,3.017888796809879,1.026880946972304,9.185082154853628,-20.420013427734375
2023-04-03,199.91000366210938,202.69000244140625,192.1999969482422,194.77000427246094,194.77000427246094,169545900,196.11600341796876,194.3750015258789,187.2760009765625,188.73280029296876,,,53.669492202075745,204.48113252588422,187.2760009765625,170.07086942724078,3.8832416194279347,3.19095936133349,0.6922822580944445,9.619005555623014,-10.460006713867188
2023-04-04,197.32000732421875,198.74000549316406,190.32000732421875,192.5800018310547,192.5800018310547,126463800,196.79400329589845,193.8750015258789,187.51950073242188,189.70940032958984,,,52.12108044219356,204.87946029233848,187.51950073242188,170.15954117250527,3.537733730440749,3.260314235154942,0.2774194952858071,9.53336217086032,-11.990005493164062
2023-04-05,190.52000427246094,190.67999267578125,183.75999450683594,185.52000427246094,185.52000427246094,133882500,195.12200317382812,193.31200256347657,187.69550094604492,190.54200042724608,,,47.375817054867525,204.89872480591524,187.69550094604492,170.4922770861746,2.663529924076471,3.1409573729392477,-0.47742744886277677,9.482408253243065,-22.529998779296875
2023-04-06,183.0800018310547,186.38999938964844,179.74000549316406,185.05999755859375,185.05999755859375,123857900,193.0780029296875,192.59600219726562,188.30250091552733,191.35460052490234,,,47.075083206097574,204.18340751681487,188.30250091552733,172.4215943142398,1.9115631023250046,2.895078518816399,-0.9835154164913944,9.280092942046016,-19.979995727539062
2023-04-10,179.94000244140625,185.10000610351562,176.11000061035156,184.50999450683594,184.50999450683594,142154600,188.48800048828124,192.0060012817383,188.85600051879882,191.83940032958984,,,46.693431678739344,203.33617993857422,188.85600051879882,174.37582109902343,1.2567562252874893,2.5674140601106172,-1.310657834823128,9.259372409983019,-21.959991455078125
2023-04-11,186.69000244140625,189.19000244140625,185.64999389648438,186.7899932861328,186.7899932861328,115770900,186.89199829101562,191.50400085449218,189.47150039672852,192.01720031738282,,,48.555390127869686,202.42063202998355,189.47150039672852,176.52236876347348,0.9112891305121025,2.2361890741909143,-1.3248999436788118,8.93227494745354,-26.1199951171875
2023-04-12,190.74000549316406,191.5800018310547,180.30999755859375,180.5399932861328,180.5399932861328,150256300,184.48399658203124,190.63899993896484,189.33550033569335,192.29480010986327,,,44.0166403807698,202.59611226570073,189.33550033569335,176.07488840568598,0.13166346787596694,1.8152839529279248,-1.6836204850519578,9.099255613525496,-26.789993286132812
2023-04-13,182.9600067138672,186.5,180.94000244140625,185.89999389648438,185.89999389648438,112933000,184.55999450683595,189.84099884033202,189.60800018310547,192.5483999633789,,,48.46566653047377,202.34051411005487,189.60800018310547,176.87548625615608,-0.053076401088674174,1.441611882124605,-1.494688283213279,8.875023549264188,-25.709991455078125
2023-04-14,183.9499969482422,186.27999877929688,182.00999450683594,185.0,185.0,96438700,184.5479949951172,188.81299896240233,189.65149993896483,192.62019989013672,,,47.779067666794596,202.31461127151033,189.65149993896483,176.98838860641933,-0.26900514029802025,1.09948847764008,-1.3684936179381002,8.546093600921099,-20.69000244140625
2023-04-17,186.32000732421875,189.69000244140625,182.69000244140625,187.0399932861328,187.0399932861328,116662200,185.05399475097656,186.7709976196289,189.99699935913085,192.59559967041017,,,49.524579096509136,201.9598221448196,189.99699935913085,178.0341765734421,-0.27237998562469556,0.8251147849871248,-1.0974947706118203,8.435658343712449,-25.209991455078125
2023-04-18,187.14999389648438,187.69000244140625,183.5800018310547,184.30999755859375,184.30999755859375,92067000,184.55799560546876,185.7249969482422,190.04999923706055,192.48219970703124,,,47.24851668225867,201.9016611829216,190.04999923706055,178.1983372911995,-0.4896974867455981,0.5621523306405802,-1.0518498173861783,8.126682791329529,-24.0
2023-04-19,179.10000610351562,183.5,177.64999389648438,180.58999633789062,180.58999633789062,125732700,184.5679962158203,184.52599639892577,189.20049896240235,192.19879974365233,,,44.26331866448454,201.2060573071757,189.20049896240235,177.194940617629,-0.9511321221899038,0.2594954400744834,-1.2106275622643872,8.021919996385233,-19.979995727539062
2023-04-20,166.1699981689453,169.6999969482422,160.55999755859375,162.99000549316406,162.99000549316406,210970800,179.98599853515626,182.2729965209961,187.79249954223633,191.52239990234375,,,33.48428105586136,204.31041312663268,187.79249954223633,171.27458595783997,-2.705803745867314,-0.33356439711387614,-2.372239348753438,8.87963990945035,-1.790008544921875
2023-04-21,164.8000030517578,166.0,161.32000732421875,165.0800018310547,165.0800018310547,123539000,176.0019989013672,180.27499694824218,186.4354995727539,190.79820007324219,,,35.4931859394509,205.533316980678,186.4354995727539,167.33768216482983,-3.882987746057836,-1.0434490669026681,-2.8395386791551678,8.579665107045415,4.9799957275390625
2023-04-24,164.64999389648438,165.64999389648438,158.61000061035156,162.5500030517578,162.5500030517578,140006600,171.1040008544922,178.07899780273436,185.04249954223633,189.90279998779297,,,34.148662871249094,206.67370121172212,185.04249954223633,163.41129787275054,-4.962855594742962,-1.827330372470727,-3.1355252222722347,8.4696885484088,9.239990234375
2023-04-25,159.82000732421875,163.47000122070312,158.75,160.6699981689453,160.6699981689453,121999300,166.3760009765625,175.4669982910156,183.4854995727539,189.1783999633789,,,33.143929967155145,207.31522573156775,183.4854995727539,159.65577341394004,-5.902321044111005,-2.6423285067987825,-3.2599925373122227,8.201853739286966,8.479995727539062
2023-04-26,160.2899932861328,160.6699981689453,153.13999938964844,153.75,153.75,153364100,161.00800170898438,172.78799896240236,181.7134994506836,188.36059997558593,,,29.68211785564712,208.65097571417408,181.7134994506836,154.77602318719312,-7.123129201177221,-3.5384886456744704,-3.5846405555027507,8.153864099287674,14.789993286132812
2023-04-27,152.63999938964844,160.47999572753906,152.3699951171875,160.19000244140625,160.19000244140625,127015200,160.4480010986328,170.21699981689454,180.02899932861328,187.37940002441405,,,36.34548078635195,207.9095459268557,180.02899932861328,152.14845273037085,-7.484695178468172,-4.327729952233211,-3.156965226234961,8.150730992935094,11.889999389648438
2023-04-28,160.89999389648438,165.0,157.32000732421875,164.30999755859375,164.30999755859375,122515800,160.29400024414062,168.14799957275392,178.48049926757812,186.38079986572265,,,40.246569972960586,206.2407635916239,178.48049926757812,150.72023494353235,-7.354017115106018,-4.932987384807772,-2.4210297302982458,8.117106827424104,3.6699981689453125
2023-05-01,163.1699981689453,163.27999877929688,158.8300018310547,161.8300018310547,161.8300018310547,109015000,160.15,165.6270004272461,176.1989990234375,185.5766000366211,,,38.70875271886541,201.44373598969787,176.1989990234375,150.95426205717712,-7.3656619711917415,-5.419522302084566,-1.9461396691071755,7.928741748860887,4.5200042724609375
2023-05-02,161.8800048828125,165.49000549316406,158.92999267578125,160.30999755859375,160.30999755859375,128259700,160.0779998779297,163.22700042724608,174.47599868774415,184.6166000366211,,,37.75651299742698,199.11209923524493,174.47599868774415,149.83989814024338,-7.412100168250731,-5.818037875317799,-1.5940622929329322,7.830975396612453,6.2100067138671875
2023-05-03,160.00999450683594,165.0,159.91000366210938,160.61000061035156,160.61000061035156,119728000,161.45,161.2290008544922,172.87749862670898,183.88140014648437,,,38.08027930465853,196.74418744145493,172.87749862670898,149.01080981196304,-7.340083125712283,-6.122446925396696,-1.217636200315587,7.635191178132322,13.25
2023-05-04,162.7100067138672,162.9499969482422,159.64999389648438,161.1999969482422,161.1999969482422,95108500,161.6519989013672,161.05,171.66149826049804,183.08820007324218,,,38.75498873890655,195.30489959590173,171.66149826049804,148.01809692509434,-7.152946611006115,-6.32854686251858,-0.8243997484875347,7.325534883391286,15.69000244140625
2023-05-05,163.97000122070312,170.7899932861328,163.50999450683594,170.05999755859375,170.05999755859375,107440900,162.8019989013672,161.5479995727539,170.91149826049804,182.44799987792967,,,47.93068048721661,193.74501377866545,170.91149826049804,148.07798274233062,-6.218033946966074,-6.306444279408079,0.08841033244200514,7.487282130141239,10.080001831054688
2023-05-08,173.72000122070312,173.8000030517578,169.19000244140625,171.7899932861328,171.7899932861328,112249400,164.79399719238282,162.4719985961914,170.2754981994629,181.9461996459961,,,49.52096596929373,192.25098402520769,170.2754981994629,148.30001237371812,-5.276686372122839,-6.100492697951031,0.8238063258281922,7.281762021584833,17.080001831054688
2023-05-09,168.9499969482422,169.82000732421875,166.55999755859375,169.14999389648438,169.14999389648438,88965000,166.56199645996094,163.31999816894532,169.39349822998048,181.17659942626952,,,47.154190988505526,190.02158403275212,169.39349822998048,148.76541242720884,-4.689628407278889,-5.818319839816603,1.128691432537714,7.1352072862958495,16.620010375976562
2023-05-10,172.5500030517578,174.42999267578125,166.67999267578125,168.5399932861328,168.5399932861328,119840700,168.1479949951172,164.7989974975586,168.79349822998046,180.43319915771485,,,46.59999313253983,188.7778608071809,168.79349822998046,148.80913565278001,-4.224900666904631,-5.499636005234208,1.2747353383295774,7.179121051560432,14.360000610351562
2023-05-11,168.6999969482422,173.57000732421875,166.7899932861328,172.0800018310547,172.0800018310547,103889900,170.3239959716797,165.98799743652344,168.10249862670898,179.81939910888673,,,50.25393787336145,186.57135371294714,168.10249862670898,149.6336435404708,-3.5302568762255646,-5.10576017943248,1.575503303206915,7.150613407740825,12.389999389648438
2023-05-12,176.07000732421875,177.3800048828125,167.22999572753906,167.97999572753906,167.97999572753906,157577100,169.90799560546876,166.35499725341796,167.25149841308593,179.3609991455078,,,46.30220808309184,184.01752637447592,167.25149841308593,150.48547045169593,-3.2728554544500525,-4.739179234435994,1.4663237799859417,7.364855961136011,25.19000244140625
2023-05-15,167.66000366210938,169.75999450683594,164.5500030517578,166.35000610351562,166.35000610351562,105592500,168.81999816894532,166.80699768066407,166.21699905395508,178.73219940185547,,,44.794131881107944,180.31184100818285,166.21699905395508,152.1221570997273,-3.163917838115566,-4.424126955171909,1.260209117056343,7.210937067846162,34.80999755859375
2023-05-16,165.64999389648438,169.52000427246094,164.35000610351562,166.52000427246094,166.52000427246094,98288800,168.29400024414062,167.4279983520508,165.32749938964844,178.18639953613283,,,44.99534907321514,176.73130465623248,165.32749938964844,153.9236941230644,-3.028950702574491,-4.145091704652425,1.116141002077934,7.065155717924673,37.40998840332031
2023-05-17,168.41000366210938,174.5,167.19000244140625,173.86000061035156,173.86000061035156,125473600,169.35800170898438,168.75299835205078,164.9909996032715,177.9093994140625,,,52.96653750219625,174.86853972875184,164.9909996032715,155.11345947779114,-2.30316249019549,-3.7767058617610383,1.4735433715655484,7.1305014328971295,33.660003662109375
2023-05-18,174.22000122070312,177.05999755859375,172.4499969482422,176.88999938964844,176.88999938964844,109520300,170.32000122070312,170.3219985961914,165.6859992980957,177.80719940185546,,,55.813270986399154,176.7833027689734,165.6859992980957,154.588695827218,-1.4665688315478462,-3.3146784557183997,1.8481096241705535,6.9504656598581604,37.08000183105469
2023-05-19,177.1699981689453,181.9499969482422,176.30999755859375,180.13999938964844,180.13999938964844,136024200,172.752001953125,171.3299987792969,166.4389991760254,177.95159942626952,,,58.700680260472204,179.19016720893205,166.4389991760254,153.68783114311873,-0.5351456650113846,-2.7587718975769966,2.223626232565612,6.856860926271752,37.470001220703125
2023-05-22,180.6999969482422,189.32000732421875,180.11000061035156,188.8699951171875,188.8699951171875,132001400,177.25599975585936,173.03799896240236,167.75499877929687,178.26019927978516,,,65.26639116237732,183.66945522592917,167.75499877929687,151.84054233266457,0.8971102718224131,-2.0275954636971147,2.924705735519528,7.0249427682428545,32.44000244140625
2023-05-23,186.1999969482422,192.9600067138672,185.25999450683594,185.77000427246094,185.77000427246094,156952100,181.1059997558594,174.7,169.00999908447267,178.4859994506836,,,61.5259059784663,186.38349783348076,169.00999908447267,151.63650033546458,1.7617319182317033,-1.2697299873113512,3.0314619055430545,7.073162013870596,38.80000305175781
2023-05-24,182.22999572753906,184.22000122070312,178.22000122070312,182.89999389648438,182.89999389648438,137605100,182.91399841308595,176.13600006103516,170.46749877929688,178.47879943847656,,,58.20029631026809,187.3599264942247,170.46749877929688,153.57507106436904,2.190118626386351,-0.5777602645718107,2.7678788909581615,7.107222088005398,51.96000671386719
