Date,aapl,aapl_sma20,aapl_sma50,aapl_sma100,aapl_sma150,upperband_5day,middleband_5day,lowerband_5day,macd,macdsignal,macdhist
2023-02-10,150.00477600097656,143.46263427734374,138.26454010009766,141.5239456176758,147.0082393391927,153.48920682971783,150.83944091796874,148.18967500621966,4.3493282639769575,3.6172164568379137,0.7321118071390438
2023-02-13,152.82589721679688,144.42098541259764,138.38464874267578,141.498602142334,147.07208302815755,154.34098544835481,151.30657958984375,148.27217373133269,4.450956441145195,3.7839644536993697,0.666991987445825
2023-02-14,152.18020629882812,145.28853454589844,138.48628997802734,141.49828979492187,147.1250961303711,153.5402376521163,151.0653503417969,148.59046303147747,4.428348399132545,3.912841242786005,0.5155071563465405
2023-02-15,154.2960205078125,146.29807510375977,138.64016571044922,141.5288394165039,147.194653523763,155.29047578427966,151.78882446289063,148.2871731415016,4.528952936743792,4.0360635815775625,0.49288935516622967
2023-02-16,152.6868133544922,147.22418136596679,138.7852639770508,141.5661701965332,147.23383850097656,155.17635942081932,152.39874267578125,149.62112593074318,4.427792354986394,4.114409336259329,0.3133830187270652
2023-02-17,151.53451538085938,147.9637351989746,138.98110870361327,141.58861129760743,147.2541350301107,154.53591644520256,152.7046905517578,150.87346465831305,4.206155110926716,4.132758491192806,0.07339661973390932
2023-02-21,147.49160766601562,148.34046478271483,139.13517303466796,141.5608204650879,147.26791432698568,156.16882356692292,151.63783264160156,147.1068417162802,3.662063149172468,4.038619422788739,-0.37655627361627086
2023-02-22,147.9187469482422,148.66813278198242,139.26385986328125,141.55631271362304,147.25863423665365,156.11979014757165,150.78554077148436,145.45129139539708,3.228121148668862,3.8765197679647634,-0.6483986192959015
2023-02-23,148.40548706054688,149.0533645629883,139.41200134277344,141.62954986572265,147.23915150960286,153.7997395419819,149.60743408203126,145.41512862208063,2.890178665510348,3.6792515474738803,-0.7890728819635324
2023-02-24,145.7333984375,149.20084915161132,139.4604818725586,141.71844635009765,147.1866269938151,151.9929778933909,148.2167510986328,144.44052430387472,2.3793143379435833,3.419264105567821,-1.0399497676242375
2023-02-27,146.9353485107422,149.31073684692382,139.51356201171876,141.77727935791015,147.15042154947918,149.13622772279598,147.2969177246094,145.4576077264228,2.0478318724682083,3.1449776589478984,-1.09714578647969
2023-02-28,146.42872619628906,149.54059524536132,139.60133941650392,141.79490432739257,147.11835357666016,149.02727437641948,147.08434143066407,145.14140848490865,1.7243719570827523,2.8608565185748693,-1.136484561492117
2023-03-01,144.34271240234375,149.6021812438965,139.78050048828126,141.78869857788087,147.0812779744466,149.04964612729657,146.36913452148437,143.68862291567217,1.2848923252030033,2.545663679900496,-1.2607713546974928
2023-03-02,144.93873596191406,149.63703308105468,140.01105682373046,141.79805786132812,147.0139630126953,147.56830935068777,145.6757843017578,143.78325925282783,0.9734740676537683,2.2312257574511505,-1.2577516897973822
2023-03-03,150.02462768554688,149.65888137817382,140.3857809448242,141.91115203857422,146.97686258951822,150.50424460625567,146.53403015136718,142.56381569647868,1.1241038430528079,2.009801374571482,-0.8856975315186739
2023-03-06,152.8059844970703,149.63730163574218,140.8175210571289,142.0487922668457,146.92428944905598,154.15714083655976,147.70815734863282,141.25917386070589,1.4511829415860973,1.8980776879744048,-0.4468947463883075
2023-03-07,150.59085083007812,149.642333984375,141.14247375488281,142.1785397338867,146.8635405476888,155.18558378782964,148.54058227539062,141.8955807629516,1.5141979776389007,1.821301745907304,-0.30710376826840324
2023-03-08,151.85238647460938,149.56563568115234,141.55653076171876,142.3272398376465,146.8210901896159,155.50233034847997,150.04251708984376,144.58270383120754,1.6469482370429773,1.7864310441344387,-0.13948280709146132
2023-03-09,149.5875701904297,149.51108169555664,141.9326306152344,142.4072479248047,146.72319742838542,153.35522564135914,150.97228393554687,148.5893422297346,1.551517104367548,1.7394482561810605,-0.1879311518135125
2023-03-10,147.511474609375,149.40479431152343,142.30351013183594,142.51214279174803,146.6135735066732,154.14812856027245,150.4696533203125,146.79117808035252,1.2934535540178445,1.6502493157484173,-0.3567957617305728
