date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,stoch_slowk,stoch_slowd,profit_or_loss_after_20_days
2023-01-31,15449.0,15456.0,15265.0,15268.0,-189.0,-1.22,72954,15268.0,15084.0,14892.1,14551.95,14532.92,,,67.70029054721113,15352.057361545914,14551.95,13751.842638454087,223.3299933655071,131.17486158191173,92.15513178359538,211.3028685908293,84.87059399557837,87.66004457544017,274.0
2023-02-01,15350.0,15402.0,15297.0,15383.0,115.0,0.75,61365,15382.0,15194.0,14994.0,14602.25,14571.04,,,69.66490230762187,15475.209764250334,14602.25,13729.290235749666,248.0434239472088,154.54857405497114,93.49484989223765,205.78123512005575,82.73966598372691,86.18346636505642,236.0
2023-02-02,15549.0,15600.0,15468.0,15580.0,198.0,1.29,75910,15580.0,15322.8,15075.1,14671.75,14601.48,,,72.72538432860625,15620.405232421137,14671.75,13723.094767578863,280.2941923636736,179.69769771671162,100.59649464696196,206.5825754686232,83.95378721906269,83.85468239945595,194.0
2023-02-03,15581.0,15629.0,15488.0,15579.0,-1.0,-0.01,71763,15581.0,15453.6,15152.2,14738.45,14630.52,,,72.68529678365559,15743.610977157348,14738.45,13733.289022842653,302.28788052627533,204.21573427862435,98.07214624765098,201.89810579229294,91.40535091090099,86.0329347045635,295.0
2023-02-06,15504.0,15505.0,15391.0,15405.0,-176.0,-1.13,75333,15407.0,15443.0,15213.5,14793.55,14648.02,,,65.88051288039289,15817.824860572106,14793.55,13769.275139427893,302.19418457929714,223.8114243387589,78.38276024053823,200.90538394998632,88.1878077750248,87.84898196832945,380.0
2023-02-07,15383.0,15447.0,15366.0,15396.0,-11.0,-0.07,65134,15397.0,15468.6,15276.3,14857.85,14666.0,,,65.53873514327061,15863.703920805609,14857.85,13851.996079194392,297.9590189846058,238.6409432679283,59.3180757166775,192.34071366784445,78.19375319821319,85.92897062804629,371.0
2023-02-08,15475.0,15624.0,15474.0,15604.0,207.0,1.34,72141,15604.0,15512.8,15353.4,14936.45,14687.82,,,69.47952756495943,15917.252013660207,14936.45,13955.647986339794,307.83791751885656,252.48033811811393,55.35757940074262,194.88780554871272,78.852742514067,81.74476782910163,-120.0
2023-02-09,15549.0,15608.0,15530.0,15601.0,-3.0,-0.02,56658,15600.0,15517.0,15419.9,15009.8,14710.64,,,69.3563359664685,15958.478997343165,15009.8,14061.121002656833,311.83035463236956,264.35034142096504,47.480013211404525,186.53867658094754,85.54101500159601,80.86250357129204,-81.0
2023-02-10,15596.0,15598.0,15520.0,15575.0,-25.0,-0.16,87442,15577.0,15516.2,15484.9,15077.05,14733.58,,,68.22727079836794,15984.890398968924,15077.05,14169.209601031074,309.33063607877193,273.3464003525264,35.984235726245515,179.00019968230842,91.33823760379785,85.24399837315359,-223.0
2023-02-13,15510.0,15547.0,15431.0,15533.0,-44.0,-0.28,100940,15532.0,15541.8,15492.4,15143.3,14754.14,,,66.34828627272375,15978.252956758677,15143.3,14308.347043241321,300.4966043222048,278.7764411464621,21.720163175742698,176.5001854192864,82.8522882739751,86.57718029312294,-205.0
2023-02-14,15633.0,15682.0,15588.0,15661.0,129.0,0.83,76846,15658.0,15594.8,15531.7,15211.9,14775.36,,,69.13785269466194,15977.37995401582,15211.9,14446.42004598418,300.3617178539862,283.09349648796695,17.268221366019247,174.53588646076597,83.20120096465995,85.79724228081092,-434.0
2023-02-15,15495.0,15533.0,15360.0,15361.0,-284.0,-1.82,61273,15366.0,15546.2,15529.5,15261.75,14787.08,,,57.17507044013917,15922.56672950978,15261.75,14600.93327049022,272.90148808140475,281.0550948066545,-8.153606725249745,183.5690374278541,54.91644224511862,73.65664382791785,42.0
2023-02-16,15458.0,15599.0,15451.0,15546.0,180.0,1.17,81731,15543.0,15535.2,15526.1,15300.6,14803.94,,,61.588833032041165,15931.66303964021,15300.6,14669.53696035979,263.03490933557805,277.4510577124392,-14.416148376861145,187.45696332586454,50.476321513745916,62.86465490784146,-173.0
2023-02-17,15428.0,15475.0,15384.0,15433.0,-110.0,-0.71,71212,15436.0,15506.8,15511.5,15331.85,14823.1,,,57.67846693203921,15922.873950445279,15331.85,14740.826049554722,243.29288998388256,270.61942416672787,-27.326534182845307,185.6386088025885,26.915113871635686,44.10262587683337,22.0
2023-02-20,15386.0,15555.0,15367.0,15522.0,86.0,0.56,70776,15524.0,15504.6,15523.2,15368.35,14840.38,,,59.84115036921206,15909.574639128721,15368.35,14827.12536087128,232.15264245780963,262.9260678249442,-30.773425367134564,185.8072796024036,43.581780538302354,40.324405307894615,190.0
2023-02-21,15486.0,15547.0,15471.0,15528.0,4.0,0.03,57221,15528.0,15478.0,15536.4,15406.35,14854.94,,,59.98959021327902,15875.563927755687,15406.35,14937.136072244313,221.25754661877363,254.5923635837101,-33.334816964936465,177.9639024879462,41.718426501035275,37.405106970324404,309.0
2023-02-22,15353.0,15415.0,15306.0,15376.0,-152.0,-0.98,80471,15375.0,15481.0,15513.6,15433.5,14862.92,,,54.494223080833734,15822.924447101073,15433.5,15044.075552898927,198.07469322216457,243.288829511401,-45.21413628923642,181.1093380245215,40.36716444209514,41.889123827144225,536.0
2023-02-23,15435.0,15656.0,15433.0,15597.0,222.0,1.44,92289,15600.0,15491.2,15513.2,15466.55,14877.14,,,60.20255682878476,15787.684535670183,15466.55,15145.415464329815,195.28385716246157,233.6878350416131,-38.40397787915154,188.17295673705567,49.394850447116944,43.826813796749086,234.0
2023-02-24,15642.0,15684.0,15526.0,15542.0,-58.0,-0.37,76672,15541.0,15513.0,15509.9,15497.4,14889.28,,,58.244379816271476,15701.859678176383,15497.4,15292.940321823617,186.4843832448878,224.24714468226804,-37.76276143738025,186.0177455415517,52.814833577245004,47.52561615548566,148.0
2023-03-01,15381.0,15555.0,15333.0,15544.0,3.0,0.02,82601,15546.0,15517.4,15511.0,15501.7,14906.66,,,58.29749896456801,15706.281621852957,15501.7,15297.118378147044,177.6245745260494,214.92263065102432,-37.29805612497492,188.587906574298,67.59681413936741,56.60216605457641,196.0
2023-03-02,15596.0,15618.0,15435.0,15542.0,-4.0,-0.03,81548,15542.0,15520.2,15499.1,15515.4,14925.04,,,58.21774060838171,15690.05554672,15515.4,15340.74445328,168.49937311355643,205.63797914353074,-37.13860602997431,188.18877039041953,62.61022927689603,61.007292331169445,279.0
2023-03-03,15612.0,15670.0,15568.0,15619.0,77.0,0.5,81464,15615.0,15568.8,15524.9,15527.2,14947.5,,,60.46059858764373,15696.280572508762,15527.2,15358.11942749124,165.57222815375644,197.62482894557587,-32.05260079181943,183.88957250538957,69.40035273368615,66.53579871664982,245.0
2023-03-06,15730.0,15834.0,15692.0,15774.0,159.0,1.02,88661,15772.0,15604.2,15547.7,15536.9,14968.84,,,64.58212434831758,15736.490480734965,15536.9,15337.309519265034,173.7566903288007,192.85120122222082,-19.094510893420136,186.11174589786174,77.95815295815304,69.9895783229117,-14.0
2023-03-07,15786.0,15894.0,15750.0,15874.0,102.0,0.65,66075,15873.0,15670.6,15591.8,15551.65,14994.7,,,66.9739912299297,15799.3169336023,15551.65,15303.983066397699,186.16609299780976,191.5141795773386,-5.348086579528854,183.10376404801445,89.34641196545967,78.90163921909958,-56.0
2023-03-08,15725.0,15809.0,15721.0,15785.0,-88.0,-0.55,75396,15785.0,15718.8,15618.1,15570.65,15020.02,,,62.90246839482293,15828.495127935383,15570.65,15312.804872064617,186.66729345930798,190.54480235373248,-3.877508894424494,180.953495187442,88.89919604205328,85.40125365522196,64.0
2023-03-09,15855.0,15862.0,15751.0,15767.0,-18.0,-0.11,63471,15766.0,15763.8,15642.0,15589.2,15041.16,14433.27,,62.080466446084195,15847.497967471512,15589.2,15330.90203252849,183.49681184413566,189.13520425181312,-5.638392407677458,175.95681695976756,85.14102610741276,87.7955447049752,154.0
2023-03-10,15618.0,15624.0,15452.0,15484.0,-282.0,-1.79,100898,15481.0,15736.8,15652.8,15583.2,15056.68,14449.91,,50.83311010993753,15845.38970231483,15583.2,15321.010297685172,156.34618594228778,182.57740058990805,-26.231214647620277,185.88847289121276,61.91355330010801,78.65125848319131,442.0
2023-03-13,15450.0,15540.0,15345.0,15520.0,39.0,0.25,137218,15519.0,15686.0,15645.1,15579.15,15077.86,14466.42,,52.023862634984916,15842.614058269932,15579.15,15315.685941730067,136.1643999970529,173.29480047133703,-37.13040047428413,186.53929625612614,45.870469399881244,64.30834960246732,296.0
2023-03-14,15358.0,15428.0,15310.0,15352.0,-167.0,-1.08,103551,15354.0,15581.6,15626.1,15568.0,15096.82,14483.05,,46.37890451363324,15849.481793372146,15568.0,15286.518206627854,105.3990189858614,159.7156441742419,-54.3166251883805,188.21506080926,22.480445063039824,43.42148925434301,595.0
2023-03-15,15402.0,15475.0,15316.0,15328.0,40.0,0.26,58835,15330.0,15490.2,15604.5,15557.75,15120.3,14505.42,,45.617395136070435,15857.894548509546,15557.75,15257.605451490454,78.17942965816655,143.40840127102683,-65.22897161286028,186.1282707514557,14.535768645357765,27.628894369426252,642.0
