Date,open,high,low,close,volume,capital gains
2021-01-04 00:00:00-05:00,31.0589379810331,33.00322628286705,29.351311295547244,30.0756778717041,17731500,0.0
2021-01-05 00:00:00-05:00,29.854709791230878,31.876142228718695,29.854709791230878,31.817956924438477,8538000,0.0
2021-01-06 00:00:00-05:00,30.917721187241945,33.49942891821344,30.67844473587116,31.583904266357422,16782000,0.0
2021-01-07 00:00:00-05:00,32.994731612582136,35.42215201113499,32.9646588540361,35.064544677734375,10443000,0.0
2021-01-08 00:00:00-05:00,36.781322615307914,37.20757844650667,33.9590321281657,35.093963623046875,13090500,0.0
2021-01-11 00:00:00-05:00,34.28852817224371,37.14089526363303,34.25780076166958,36.3720703125,9625500,0.0
2021-01-12 00:00:00-05:00,36.93625664325792,38.00842751069112,35.99549461299842,37.08662414550781,10501500,0.0
2021-01-13 00:00:00-05:00,37.87310526275414,38.1797209517501,36.67606809617103,37.18534851074219,6897000,0.0
2021-01-14 00:00:00-05:00,38.46083788526988,40.80719002723037,38.46083788526988,39.60491943359375,11373000,0.0
2021-01-15 00:00:00-05:00,39.414021552709414,39.533003274727925,36.387099011845315,37.09185791015625,16302000,0.0
2021-01-19 00:00:00-05:00,38.74914938340953,40.986324792770304,38.648467923422814,40.86014938354492,13351500,0.0
2021-01-20 00:00:00-05:00,42.32784344097026,42.67891175416425,40.15865822147894,40.519535064697266,11220000,0.0
2021-01-21 00:00:00-05:00,41.56816917950951,42.677602871292756,40.301828946420414,42.323265075683594,11056500,0.0
2021-01-22 00:00:00-05:00,41.18702789732283,41.653815919323804,39.98475723429823,40.000450134277344,12573000,0.0
2021-01-25 00:00:00-05:00,41.20010870065442,41.32432391544999,37.87965139778956,40.172393798828125,12499500,0.0
2021-01-26 00:00:00-05:00,40.25214617515409,40.25214617515409,38.245097220476296,38.29935836791992,7641000,0.0
2021-01-27 00:00:00-05:00,36.15305889949327,36.33153523775813,31.908830973654176,32.50244903564453,25056000,0.0
2021-01-28 00:00:00-05:00,34.32317182048898,35.868665945993946,33.511850905654896,34.453922271728516,16110000,0.0
2021-01-29 00:00:00-05:00,34.65332792377122,35.12796053339939,32.26382480691196,32.754146575927734,15256500,0.0
2021-02-01 00:00:00-05:00,34.40685589742645,36.80093395576122,33.966220230912526,36.62507247924805,13749000,0.0
2021-02-02 00:00:00-05:00,38.37519218553061,38.40199543095181,36.741439920451775,38.29216384887695,10789500,0.0
2021-02-03 00:00:00-05:00,38.702731156612764,39.02634157075212,35.86344228207904,35.923587799072266,14184000,0.0
2021-02-04 00:00:00-05:00,35.6333189291526,36.87939139559356,34.84161112948815,36.811397552490234,8400000,0.0
2021-02-05 00:00:00-05:00,37.59132816330369,37.59132816330369,35.87716620568662,36.0118408203125,8242500,0.0
2021-02-08 00:00:00-05:00,36.73621448874594,39.35649108886719,36.72052158886257,39.35649108886719,17278500,0.0
2021-02-09 00:00:00-05:00,38.869436620551184,39.755286740140356,38.287587320071545,38.85505676269531,8659500,0.0
2021-02-10 00:00:00-05:00,39.8794985220461,40.51233940283352,37.633824294077215,39.22246551513672,15432000,0.0
2021-02-11 00:00:00-05:00,40.09327857401011,43.30978775024414,40.09327857401011,43.30978775024414,20781000,0.0
2021-02-12 00:00:00-05:00,42.64622291902056,45.122674673170344,42.17159407524048,44.88601303100586,15841500,0.0
