date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,profit_or_loss_after_20_days
2023-02-20,TX,202303,15386.0,15555.0,15367.0,15522.0,86.0,0.56,70776,15524.0,15504.6,15523.2,15368.35,,,,65.57941313504732,15909.574639128721,15368.35,14827.12536087128,,,,182.72061063837296,190.0
2023-02-21,TX,202303,15486.0,15547.0,15471.0,15528.0,4.0,0.03,57221,15528.0,15478.0,15536.4,15406.35,,,,65.70897678175609,15875.563927755687,15406.35,14937.136072244313,,,,175.09770987848918,309.0
2023-02-22,TX,202303,15353.0,15415.0,15306.0,15376.0,-152.0,-0.98,80471,15375.0,15481.0,15513.6,15433.5,,,,59.589533690368455,15822.924447101073,15433.5,15044.075552898927,,,,178.4478734585971,536.0
2023-02-23,TX,202303,15435.0,15656.0,15433.0,15597.0,222.0,1.44,92289,15600.0,15491.2,15513.2,15466.55,,,,64.73230943291239,15787.684535670183,15466.55,15145.415464329815,,,,185.70159678298302,234.0
2023-02-24,TX,202303,15642.0,15684.0,15526.0,15542.0,-58.0,-0.37,76672,15541.0,15513.0,15509.9,15497.4,,,,62.59723046321365,15701.859678176383,15497.4,15292.940321823617,,,,183.72291129848423,148.0
2023-03-01,TX,202303,15381.0,15555.0,15333.0,15544.0,3.0,0.02,82601,15546.0,15517.4,15511.0,15501.7,,,,62.64547942777705,15706.281621852957,15501.7,15297.118378147044,,,,186.45698906287822,196.0
2023-03-02,TX,202303,15596.0,15618.0,15435.0,15542.0,-4.0,-0.03,81548,15542.0,15520.2,15499.1,15515.4,,,,62.55857222975104,15690.05554672,15515.4,15340.74445328,,,,186.21006127267265,279.0
2023-03-03,TX,202303,15612.0,15670.0,15568.0,15619.0,77.0,0.5,81464,15615.0,15568.8,15524.9,15527.2,,,,64.59503108993863,15696.280572508762,15527.2,15358.11942749124,223.75436390504547,296.5817855788056,-72.82742167376011,182.05219975319602,245.0
2023-03-06,TX,202303,15730.0,15834.0,15692.0,15774.0,159.0,1.02,88661,15772.0,15604.2,15547.7,15536.9,,,,68.32930745649783,15736.490480734965,15536.9,15337.309519265034,225.80325267944863,282.4260789989342,-56.62282631948557,184.40561405653918,-14.0
2023-03-07,TX,202303,15786.0,15894.0,15750.0,15874.0,102.0,0.65,66075,15873.0,15670.6,15591.8,15551.65,,,,70.49172263410252,15799.3169336023,15551.65,15303.983066397699,232.81245895364555,272.50335498987647,-39.690896036230924,181.5194987667864,-56.0
