,date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr
7297,2004-09-27,TX,200410,5879.0,5884.0,5843.0,5870.0,-18.0,-0.31,16317,5870.0,5911.2,5887.5,5857.9,5593.08,5665.37,6044.57,57.56695728303162,5967.688706158704,5857.9,5748.111293841295,77.41785530524157,88.8189622957915,-11.40110699054992,77.05715456701978
7302,2004-09-29,TX,200410,5875.0,5900.0,5845.0,5857.0,-13.0,-0.22,21886,5857.0,5893.6,5879.7,5862.6,5600.12,5665.45,6044.49,56.197020858764255,5963.417458805341,5862.6,5761.78254119466,70.50975827934144,85.15712149250149,-14.647363213160048,75.48164352651837
7307,2004-09-30,TX,200410,5888.0,5918.0,5861.0,5889.0,32.0,0.55,27124,5889.0,5884.2,5880.7,5864.25,5607.68,5664.55,6044.785,58.79630980639765,5965.65981214847,5864.25,5762.84018785153,66.84660809347315,81.49501881269582,-14.648410719222667,74.44724041748134
7312,2004-10-01,TX,200410,5901.0,5957.0,5871.0,5947.0,58.0,0.98,33218,5947.0,5890.2,5888.6,5869.6,5620.62,5666.51,6045.07,63.07343992331166,5976.4707630738385,5869.6,5762.729236926162,67.84161455077265,78.76433796031118,-10.922723409538534,75.27243753051837
7317,2004-10-04,TX,200410,6040.0,6115.0,6030.0,6105.0,158.0,2.66,31836,6105.0,5933.6,5919.4,5886.75,5634.36,5668.98,6046.17,71.69359139884276,6024.633827913168,5886.75,5748.866172086832,80.45204280591315,79.10187892943158,1.3501638764815738,81.89583484976707
7322,2004-10-05,TX,200410,6103.0,6124.0,6088.0,6123.0,18.0,0.29,15690,6123.0,5984.2,5947.7,5903.9,5651.0,5670.79,6046.945,72.48172060591747,6067.359964517389,5903.9,5740.44003548261,90.85107300232357,81.45171774400998,9.39935525831359,78.61756093192658
7327,2004-10-06,TX,200410,6110.0,6180.0,6072.0,6088.0,-35.0,-0.57,39947,6088.0,6030.4,5962.0,5916.3,5667.06,5672.77,6047.88,68.48861099377147,6095.369930474079,5916.3,5737.230069525921,95.17109867754789,84.19559393071756,10.975504746830325,80.71630657964612
7332,2004-10-07,TX,200410,6123.0,6144.0,6093.0,6134.0,46.0,0.76,25574,6134.0,6079.4,5981.8,5931.6,5684.24,5676.66,6049.8,70.76798680073014,6129.208097000043,5931.6,5733.991902999957,101.14067892249477,87.58461092907301,13.556067993421763,78.95085610967139
7337,2004-10-08,TX,200410,6110.0,6139.0,6101.0,6135.0,1.0,0.02,18294,6135.0,6117.0,6003.6,5946.2,5699.88,5684.43,6051.575,70.81740638939726,6158.097711172196,5946.2,5734.302288827804,104.7448722320969,91.01666318967779,13.72820904241911,76.02579495898057
7342,2004-10-11,TX,200410,6108.0,6135.0,6062.0,6118.0,-17.0,-0.28,25498,6118.0,6119.6,6026.6,5960.05,5715.04,5690.38,6053.165,68.69134393363353,6178.734681676563,5960.05,5741.365318323437,105.01887129537954,93.81710481081814,11.201766484561404,75.80966674762483
7347,2004-10-12,TX,200410,6080.0,6094.0,5982.0,5991.0,-127.0,-2.08,32982,5991.0,6093.2,6038.7,5963.1,5728.92,5691.38,6053.93,55.32786840352131,6181.724701257568,5963.1,5744.475298742433,93.9056925410232,93.83482235685915,0.07087018416405044,80.10897626565163
7352,2004-10-13,TX,200410,6020.0,6036.0,5985.0,5994.0,3.0,0.05,23959,5994.0,6074.4,6052.4,5966.05,5741.68,5694.47,6054.71,55.54786312949938,6184.670653187227,5966.05,5747.4293468127735,84.36795200651704,91.94144828679073,-7.573496280273687,78.02976367524795
7357,2004-10-14,TX,200410,5950.0,5950.0,5832.0,5850.0,-144.0,-2.4,40855,5850.0,6017.6,6048.5,5964.6,5753.08,5694.57,6054.64,44.27653401594775,6185.879370931799,5964.6,5743.320629068202,64.44672563895256,86.4425037572231,-21.995778118270536,84.02763769844452
7362,2004-10-15,TX,200410,5806.0,5868.0,5789.0,5816.0,-34.0,-0.58,29951,5816.0,5953.8,6035.4,5962.0,5763.76,5694.02,6054.42,42.104163374941585,6188.908792249207,5962.0,5735.091207750793,45.39224087075854,78.23245117993018,-32.84021030917164,83.66852071998419
7367,2004-10-18,TX,200410,5810.0,5855.0,5779.0,5779.0,-37.0,-0.64,18174,5779.0,5886.0,6002.8,5961.1,5774.26,5693.4,6053.98,39.81481193288313,6190.745727153798,5961.1,5731.454272846203,26.994656042449606,67.98489215243407,-40.990236109984465,83.12076923998531
7372,2004-10-19,TX,200410,5855.0,5862.0,5791.0,5837.0,58.0,1.0,23608,5837.0,5855.2,5974.2,5960.95,5783.02,5691.87,6053.985,44.874790003128346,6190.915627866487,5960.95,5730.984372133513,16.899743073917307,57.767862336730715,-40.86811926281341,83.11214286570065
7377,2004-10-20,TX,200410,5792.0,5810.0,5756.0,5775.0,-62.0,-1.06,15247,5775.0,5811.4,5942.9,5952.45,5791.14,5689.61,6053.41,40.91485208410947,6196.293781958903,5952.45,5708.606218041096,3.852164616247137,46.984722792634,-43.132558176386866,82.9612755181506
7382,2004-10-21,TX,200411,5810.0,5843.0,5774.0,5779.0,-6.0,-0.1,34435,5779.0,5797.2,5907.4,5944.6,5799.12,5686.97,6052.79,41.27490197508829,6199.896220105188,5944.6,5689.303779894813,-6.095108131115012,36.3687566078842,-42.46386473899921,81.96404155256842
7387,2004-10-22,TX,200411,5820.0,5831.0,5776.0,5796.0,17.0,0.29,25199,5796.0,5793.2,5873.5,5938.55,5807.76,5685.65,6051.49,42.86833870192612,6201.787136437836,5938.55,5675.312863562164,-12.462970162455349,26.602411253816292,-39.06538141627164,80.03803858452783
7392,2004-10-26,TX,200411,5708.0,5719.0,5635.0,5660.0,-136.0,-2.35,26563,5660.0,5769.4,5827.7,5927.15,5814.46,5683.19,6049.07,34.74585655753757,6216.599321989232,5927.15,5637.700678010768,-28.159010555527857,15.650126891947462,-43.80913744747532,85.82103582849012
7397,2004-10-27,TX,200411,5682.0,5692.0,5598.0,5616.0,-44.0,-0.78,30301,5616.0,5725.2,5790.2,5914.45,5819.82,5681.45,6046.35,32.5941166302532,6233.582245315348,5914.45,5595.317754684652,-43.64554920473893,3.7909916726101827,-47.43654087734911,86.40524755502655
7402,2004-10-28,TX,200411,5700.0,5734.0,5677.0,5729.0,113.0,2.01,31206,5729.0,5716.0,5763.7,5908.05,5827.28,5682.94,6044.125,42.45091028779643,6236.531034460122,5908.05,5579.568965539878,-46.26724701589046,-6.220656065089948,-40.046590950800514,88.66201558681037
7407,2004-10-29,TX,200411,5689.0,5727.0,5683.0,5691.0,-38.0,-0.66,21774,5691.0,5698.4,5747.8,5898.15,5834.48,5683.78,6041.525,40.31588093134889,6239.993984881996,5898.15,5556.306015118003,-50.82536071960294,-15.141596995992547,-35.6837637236104,85.61472875918106
7412,2004-11-01,TX,200411,5701.0,5726.0,5610.0,5617.0,-74.0,-1.3,24525,5617.0,5662.6,5727.9,5881.65,5840.04,5681.05,6038.26,36.46928234862438,6243.727491705869,5881.65,5519.57250829413,-59.72045993795655,-24.05736958438535,-35.6630903535712,87.78510527638241
7417,2004-11-02,TX,200411,5657.0,5764.0,5633.0,5751.0,134.0,2.39,31618,5751.0,5680.8,5725.1,5863.95,5846.6,5678.75,6035.64,46.43559989946633,6215.067914666842,5863.95,5512.832085333158,-55.319521035665275,-30.309799874641335,-25.00972116102394,92.01474061378367
7422,2004-11-03,TX,200411,5736.0,5855.0,5732.0,5830.0,79.0,1.37,43060,5830.0,5723.6,5724.4,5849.3,5852.64,5677.45,6033.52,51.287362886491536,6179.806338819693,5849.3,5518.793661180307,-44.939075787025104,-33.23565505711809,-11.703420729907016,94.22797342708485
7427,2004-11-04,TX,200411,5828.0,5865.0,5815.0,5836.0,6.0,0.1,26726,5836.0,5745.0,5730.5,5836.7,5857.7,5677.41,6031.075,51.645598031587504,6148.532070191649,5836.7,5524.867929808351,-35.81548961459157,-33.75162196861278,-2.063867645978789,91.06883246800736
7432,2004-11-05,TX,200411,5901.0,5967.0,5901.0,5920.0,84.0,1.44,30446,5920.0,5790.8,5744.6,5826.0,5863.98,5679.46,6029.175,56.47184485962098,6109.710415741111,5826.0,5542.289584258889,-21.558372361378133,-31.31297204716585,9.754599685787717,93.92105872029255
7437,2004-11-08,TX,200411,5925.0,5934.0,5902.0,5909.0,-11.0,-0.19,17358,5909.0,5849.2,5755.9,5814.7,5866.5,5683.15,6027.295,55.687994480146195,6064.224427661958,5814.7,5565.175572338042,-11.020079671694475,-27.254393572071574,16.2343139003771,89.49812595455737
7442,2004-11-09,TX,200411,5921.0,5960.0,5886.0,5943.0,34.0,0.58,27268,5943.0,5887.6,5784.2,5805.95,5869.16,5686.54,6025.16,57.64493430763182,6022.399047122013,5805.95,5589.5009528779865,0.07425311562747083,-21.788664234531765,21.862917350159236,88.39111695780328
7447,2004-11-10,TX,200411,5970.0,5991.0,5903.0,5960.0,17.0,0.29,31408,5960.0,5913.6,5818.6,5804.4,5872.66,5690.54,6023.125,58.62874037699062,6015.913971169746,5804.4,5592.886028830253,10.121673355089115,-15.406596716607588,25.528270071696703,88.3631800322459
7452,2004-11-11,TX,200411,5948.0,5955.0,5868.0,5868.0,-92.0,-1.54,29323,5868.0,5920.0,5832.5,5798.1,5874.76,5693.15,6020.81,51.63836907525076,5993.545030635114,5798.1,5602.654969364887,10.539205755178955,-10.217436222250278,20.756641977429233,88.62295288708548
7457,2004-11-12,TX,200411,5920.0,5968.0,5902.0,5935.0,67.0,1.14,29339,5935.0,5923.0,5856.9,5802.35,5876.34,5697.87,6018.58,55.77397585174213,6005.662837764821,5802.35,5599.0371622351795,16.090956715303946,-4.955757634739433,21.04671435004338,89.43559910943652
7462,2004-11-15,TX,200411,5978.0,6006.0,5927.0,5941.0,6.0,0.1,24579,5941.0,5929.4,5889.3,5808.6,5878.36,5701.9,6016.635,56.135727370495616,6020.702239497806,5808.6,5596.497760502195,20.735878900982243,0.1825696724049033,20.55330922857734,88.6901991730482
7467,2004-11-16,TX,200411,5945.0,5960.0,5911.0,5929.0,-12.0,-0.2,19583,5929.0,5926.6,5907.1,5816.1,5881.7,5704.59,6014.985,55.16387145776661,6034.013652624118,5816.1,5598.186347375883,23.181491680064028,4.7823540739367285,18.399137606127297,85.8551849464019
7472,2004-11-17,TX,200411,5900.0,6043.0,5898.0,6040.0,111.0,1.87,18339,6040.0,5942.6,5928.1,5826.25,5886.9,5707.87,6014.01,61.758934190378845,6065.024265782571,5826.25,5587.475734217429,33.68809437957225,10.563502135063832,23.124592244508417,90.07981459308748
7477,2004-11-18,TX,200412,6080.0,6107.0,6060.0,6072.0,9.0,0.15,29707,6072.0,5983.4,5951.7,5841.1,5891.54,5711.24,6012.945,63.42902117937359,6101.262180187638,5841.1,5580.937819812363,44.08855980648514,17.268513669348096,26.82004613713704,88.43125640786694
7482,2004-11-19,TX,200412,6086.0,6093.0,6044.0,6056.0,-16.0,-0.26,22611,6056.0,6007.6,5965.3,5854.95,5896.1,5715.65,6011.4,61.97169368672091,6129.508172342397,5854.95,5580.391827657602,50.45828559900656,23.906468055279788,26.55181754372677,85.61473809301931
7487,2004-11-22,TX,200412,5986.0,5990.0,5833.0,5835.0,-221.0,-3.65,44598,5835.0,5986.4,5957.9,5856.9,5895.94,5717.56,6008.225,46.18673673927429,6130.307315191094,5856.9,5583.492684808905,37.244158677489395,26.57400617972171,10.670152497767685,95.42797108637508
7492,2004-11-23,TX,200412,5849.0,5872.0,5790.0,5842.0,7.0,0.12,33263,5842.0,5969.0,5947.8,5866.0,5895.96,5718.48,6005.06,46.650261333307874,6124.284339440106,5866.0,5607.715660559894,27.02517993638594,26.664240931054557,0.3609390053313817,94.46883029449114
7497,2004-11-24,TX,200412,5836.0,5919.0,5836.0,5905.0,63.0,1.08,31576,5905.0,5942.0,5942.3,5880.45,5895.46,5719.88,6002.295,50.76100002153148,6112.138994127886,5880.45,5648.761005872114,23.73651932798475,26.078696610440595,-2.342177282455843,93.64962813059891
7502,2004-11-25,TX,200412,5914.0,5923.0,5847.0,5870.0,-35.0,-0.59,28150,5870.0,5901.6,5942.5,5887.5,5894.16,5722.03,5999.445,48.52404747534306,6108.668261737542,5887.5,5666.331738262458,18.097408944445306,24.482439077241537,-6.385030132796231,92.3889404069847
7507,2004-11-26,TX,200412,5895.0,5964.0,5740.0,5740.0,-130.0,-2.21,53585,5740.0,5838.4,5923.0,5889.95,5891.38,5723.46,5995.32,41.25235733940995,6103.304610918061,5889.95,5676.595389081938,3.1026938696559228,20.206490035724414,-17.10379616606849,101.78973037791437
7512,2004-11-29,TX,200412,5784.0,5813.0,5760.0,5810.0,70.0,1.22,25406,5810.0,5833.4,5909.9,5899.6,5890.22,5724.89,5991.515,45.94933762030066,6077.154949241047,5899.6,5722.045050758954,-3.096615022212063,15.545869024137119,-18.642484046349182,99.7333210652062
7517,2004-11-30,TX,200412,5773.0,5825.0,5702.0,5809.0,-1.0,-0.02,44352,5809.0,5826.8,5897.9,5902.5,5890.46,5726.48,5987.485,45.8928880910065,6071.962090155899,5902.5,5733.037909844101,-7.998106432967688,10.837073932716157,-18.835180365683847,101.39522670340575
7522,2004-12-01,TX,200412,5723.0,5802.0,5659.0,5770.0,-39.0,-0.67,32051,5770.0,5799.8,5870.9,5899.5,5889.06,5727.84,5983.26,43.64110724380198,6075.969260779338,5899.5,5723.030739220662,-14.858270855263072,5.698004975120311,-20.556275830383385,104.86699622459106
7527,2004-12-02,TX,200412,5858.0,5878.0,5822.0,5855.0,85.0,1.47,28912,5855.0,5796.8,5849.2,5900.45,5887.26,5729.32,5978.955,49.46137729810544,6075.742298746937,5900.45,5725.157701253062,-13.28309174617516,1.901785630861216,-15.184877377036376,105.09078220854884
7532,2004-12-03,TX,200412,5885.0,5905.0,5841.0,5880.0,25.0,0.43,26316,5880.0,5824.8,5831.6,5898.45,5886.14,5731.05,5974.875,51.06215594563083,6073.717196017976,5898.45,5723.182803982024,-9.903300800352554,-0.4592316553815379,-9.444069144971015,102.15572633650963
7537,2004-12-06,TX,200412,5835.0,5909.0,5830.0,5883.0,3.0,0.05,25694,5883.0,5839.4,5836.4,5897.15,5885.46,5733.27,5970.775,51.261656713907676,6072.470592059324,5897.15,5721.829407940675,-6.903142072994342,-1.7480137389040986,-5.155128334090243,100.50174588390179
7542,2004-12-07,TX,200412,5880.0,5908.0,5866.0,5890.0,7.0,0.12,15602,5890.0,5855.6,5841.2,5894.5,5885.5,5736.09,5967.01,51.75586016752226,6068.566079406643,5894.5,5720.433920593357,-3.915517519389141,-2.181514495001107,-1.7340030243880338,96.32304974933739
7547,2004-12-08,TX,200412,5865.0,5902.0,5861.0,5880.0,-10.0,-0.17,17107,5880.0,5877.6,5838.7,5890.5,5885.7,5739.39,5962.985,50.96087588820167,6062.01967817134,5890.5,5718.98032182866,-2.3278855469707196,-2.2107887053950295,-0.11709684157569011,92.37140333867043
7552,2004-12-09,TX,200412,5884.0,5907.0,5870.0,5880.0,0.0,0.0,17047,5880.0,5882.6,5839.7,5891.1,5886.16,5743.14,5958.71,50.96087588820167,6062.384441791964,5891.1,5719.815558208037,-1.0574857332867396,-1.9801281109733715,0.9226423776866319,88.41630310019397
7557,2004-12-10,TX,200412,5900.0,5900.0,5833.0,5850.0,-30.0,-0.51,16740,5850.0,5876.6,5850.7,5886.85,5885.38,5746.53,5953.95,48.375548576166196,6057.784227116634,5886.85,5715.915772883367,-2.4432695176274137,-2.07275639230418,-0.3705131253232339,86.88656716446583
7562,2004-12-13,TX,200412,5890.0,6019.0,5787.0,5871.0,21.0,0.36,51128,5871.0,5874.2,5856.8,5883.35,5883.86,5752.24,5948.465,50.277141115521175,6052.563799673587,5883.35,5714.136200326414,-1.825940351312056,-2.023393184105755,0.19745283279369907,97.25181236700398
7567,2004-12-14,TX,200412,5898.0,5916.0,5868.0,5901.0,30.0,0.51,14177,5901.0,5876.4,5866.0,5881.95,5879.78,5757.07,5942.695,52.94378864896068,6050.089793029519,5881.95,5713.810206970481,1.0716929311438435,-1.4043759610558353,2.4760688921996787,93.73382576936083
7572,2004-12-15,TX,200412,5951.0,6030.0,5921.0,6017.0,116.0,1.97,14600,6017.0,5903.8,5890.7,5880.8,5877.66,5764.33,5937.72,61.534066633656714,6044.865352832332,5880.8,5716.734647167668,12.583266666046256,1.3931525643645832,11.190114101681672,96.25283821440648
7577,2004-12-16,TX,200501,6005.0,6030.0,5996.0,6020.0,5.0,0.08,21458,6020.0,5931.8,5907.2,5878.2,5876.3,5771.68,5932.07,61.72865279885242,6031.347771776182,5878.2,5725.052228223818,21.698223106029218,5.45416667269751,16.244056433331707,91.80620691337744
7582,2004-12-17,TX,200501,6011.0,6029.0,6001.0,6019.0,-1.0,-0.02,13086,6019.0,5965.6,5921.1,5876.35,5874.0,5779.12,5926.79,61.61676107145554,6021.5495523407935,5876.35,5731.150447659207,28.512525466630905,10.065838431484188,18.446687035146716,87.24862070527904
7587,2004-12-20,TX,200501,5921.0,5992.0,5911.0,5962.0,-57.0,-0.95,25321,5962.0,5983.8,5929.0,5882.7,5870.54,5785.21,5921.705,55.44725022531727,6031.181783394474,5882.7,5734.218216605525,28.97942873528882,13.848556492245114,15.130872243043706,88.7308620834734
7592,2004-12-21,TX,200501,5976.0,5989.0,5961.0,5978.0,16.0,0.27,13598,5978.0,5999.2,5937.8,5889.5,5867.74,5791.39,5916.34,56.7561489355666,6042.297251284177,5889.5,5736.702748715823,30.291339515743857,17.137113096944862,13.154226418798995,84.3929433632253
7597,2004-12-22,TX,200501,6015.0,6069.0,6006.0,6025.0,47.0,0.79,30431,6025.0,6000.8,5952.3,5895.5,5868.42,5798.67,5911.815,60.43339639677847,6059.2894990529,5895.5,5731.7105009471,34.72327714127732,20.654345905811354,14.068931235465968,84.86487598013777
7602,2004-12-23,TX,200501,6034.0,6036.0,5968.0,6002.0,-23.0,-0.38,23284,6002.0,5997.2,5964.5,5902.1,5868.58,5805.13,5907.215,57.84129970150704,6071.779580386081,5902.1,5732.42041961392,35.96512824799083,23.71650237424725,12.248625873743585,83.6602419815565
7607,2004-12-24,TX,200501,6008.0,6058.0,5987.0,6032.0,30.0,0.5,23814,6032.0,5999.8,5982.7,5916.7,5872.22,5812.65,5903.34,60.236994558238656,6078.125029038224,5916.7,5755.274970961776,38.92139189857244,26.757480279112286,12.163911619460151,82.75593898287389
7612,2004-12-27,TX,200501,6035.0,6042.0,5992.0,6016.0,-16.0,-0.27,16581,6016.0,6010.6,5997.2,5927.0,5876.22,5819.99,5900.605,58.33310058417922,6086.150243480844,5927.0,5767.849756519156,39.51765097639509,29.309514418568845,10.208136557826244,80.41622905552575
7617,2004-12-28,TX,200501,6008.0,6045.0,6008.0,6020.0,4.0,0.07,13824,6020.0,6019.0,6009.1,5937.55,5881.04,5827.65,5897.93,58.684673447370585,6091.915119116897,5937.55,5783.184880883104,39.85355024276487,31.41832158340805,8.435228659356817,77.31506983727391
7622,2004-12-29,TX,200501,6055.0,6120.0,6050.0,6118.0,98.0,1.63,29184,6118.0,6037.6,6019.2,5954.95,5886.66,5834.84,5895.695,66.20770122959605,6108.297285597155,5954.95,5801.602714402845,47.48021148857788,34.63069956444202,12.84951192413586,78.93542199175434
7627,2004-12-30,TX,200501,6126.0,6130.0,6108.0,6115.0,-3.0,-0.05,12968,6115.0,6060.2,6028.7,5967.95,5893.46,5842.3,5892.045,65.81263435790234,6129.085315806323,5967.95,5806.814684193677,52.67511461292088,38.23958257413779,14.435532038783087,74.86860613520047
7632,2004-12-31,TX,200501,6120.0,6188.0,6105.0,6188.0,73.0,1.19,29454,6188.0,6091.4,6045.6,5983.35,5901.64,5850.38,5888.835,70.43557051398777,6165.430504173217,5983.35,5801.269495826784,61.96827102529369,42.98532026436897,18.982950760924716,75.44941998268614
7637,2005-01-03,TX,200501,6185.0,6193.0,6154.0,6174.0,-14.0,-0.23,20319,6174.0,6123.0,6066.8,5997.9,5909.2,5858.48,5887.945,68.52188135601466,6191.709081314597,5997.9,5804.090918685402,67.42623378683493,47.87350296886216,19.552730817972765,72.84588998392285
7642,2005-01-04,TX,200501,6145.0,6152.0,6062.0,6080.0,-94.0,-1.52,38182,6080.0,6135.0,6077.0,6007.4,5917.6,5866.03,5888.07,57.270738383468554,6197.716998715307,6007.4,5817.083001284692,63.435449810414866,50.9858923371727,12.449557473242166,75.64261212792836
7647,2005-01-05,TX,200501,6011.0,6027.0,5996.0,6013.0,-67.0,-1.1,25857,6013.0,6114.0,6075.8,6014.05,5925.54,5872.68,5887.235,50.86042866088716,6195.168165847581,6014.05,5832.9318341524195,54.241126754126526,51.63693922056346,2.6041875335630635,76.23956840450491
7652,2005-01-06,TX,200501,6008.0,6023.0,5995.0,6017.0,4.0,0.07,14673,6017.0,6094.4,6077.3,6020.9,5931.3,5879.29,5886.645,51.211530655066774,6191.264198116882,6020.9,5850.5358018831175,46.73855311453826,50.657261999358425,-3.9187088848201626,72.79388494704027
7657,2005-01-07,TX,200501,6018.0,6035.0,5951.0,5965.0,-52.0,-0.86,37209,5965.0,6049.8,6070.6,6026.65,5936.78,5885.63,5885.845,46.554670216829656,6180.517832895645,6026.65,5872.782167104354,36.17968712210131,47.761747023907006,-11.582059901805692,73.5943217365374
7662,2005-01-10,TX,200501,5970.0,5992.0,5961.0,5987.0,22.0,0.37,14801,5987.0,6012.4,6067.7,6032.45,5944.18,5892.11,5883.425,48.680892106239405,6170.325995010086,6032.45,5894.574004989913,29.24975294429987,44.05934820798558,-14.809595263685708,70.55187018392759
7667,2005-01-11,TX,200501,5986.0,6026.0,5965.0,6003.0,16.0,0.27,22853,6003.0,5997.0,6066.0,6037.55,5949.22,5897.91,5881.005,50.23161554818177,6162.54355983404,6037.55,5912.55644016596,24.763340093380066,40.20014658506447,-15.436806491684408,69.86959374221848
7672,2005-01-12,TX,200501,5980.0,5995.0,5875.0,5901.0,-102.0,-1.7,38093,5901.0,5974.6,6044.3,6031.75,5950.64,5901.64,5878.11,41.60129418302795,6170.0740759955115,6031.75,5893.4259240044885,12.829388827350158,34.72599503352161,-21.896606206171455,74.0217656177743
7677,2005-01-13,TX,200501,5920.0,5930.0,5830.0,5880.0,-21.0,-0.36,33987,5880.0,5947.2,6020.8,6024.75,5951.52,5904.61,5875.155,40.07469896851526,6178.097807287916,6024.75,5871.402192712084,1.658009472741469,28.112397921365584,-26.454388448624115,75.87735378793329
7682,2005-01-14,TX,200501,5846.0,5920.0,5821.0,5893.0,13.0,0.22,31644,5893.0,5932.8,5991.3,6018.45,5950.98,5907.48,5872.155,41.505698062301185,6182.223593720177,6018.45,5854.676406279823,-6.0763533774243115,21.274647661607606,-27.351001039031917,77.52897137450948
7687,2005-01-17,TX,200501,5933.0,5985.0,5933.0,5954.0,61.0,1.04,25354,5954.0,5926.2,5969.3,6018.05,5951.88,5909.19,5868.465,47.80418177235754,6182.4111572118045,6018.05,5853.688842788196,-7.200696312711443,15.579578866743795,-22.780275179455238,78.56261627633023
