date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,stoch_slowk,stoch_slowd,profit_or_loss_after_20_days
2012-08-17,7503.0,7511.0,7467.0,7472.0,-21.0,-0.28,66804,7474.0,7469.4,7400.5,7204.1,7146.14,7295.37,7379.565,64.89563369277369,7656.958432625463,7204.1,6751.241567374538,107.69234461514498,73.19838094900143,34.49396366614354,91.07937718823064,78.12453247235857,81.95862108905584,267.0
2012-08-20,7464.0,7475.0,7398.0,7441.0,-33.0,-0.44,85890,7441.0,7466.8,7420.7,7225.55,7155.9,7289.48,7378.965,62.273734656645466,7680.615039307568,7225.55,6770.484960692433,105.82348916249066,79.72340259169928,26.100086570791376,90.0737073890713,74.12471802478292,78.09293837846722,312.0
2012-08-21,7465.0,7553.0,7458.0,7516.0,75.0,1.01,104595,7515.0,7470.4,7448.8,7257.65,7164.36,7286.19,7378.36,65.86677476951604,7699.370850764408,7257.65,6815.9291492355915,109.13622646696422,85.60596736675227,23.53025910021195,91.63987114699478,73.54960875402148,75.26628641705427,234.0
2012-08-22,7494.0,7508.0,7453.0,7491.0,-24.0,-0.32,73832,7490.0,7482.6,7468.0,7288.55,7173.8,7282.27,7377.77,63.68932412624695,7703.998420384547,7288.55,6873.101579615453,108.4936562471994,90.1835051428417,18.3101511043577,89.59416606506657,67.77321123849353,71.81584600576593,300.0
2012-08-23,7476.0,7534.0,7468.0,7514.0,24.0,0.32,92576,7513.0,7486.8,7475.3,7322.05,7183.08,7278.75,7378.115,64.8408990343686,7694.540254906098,7322.05,6949.559745093902,108.58858093260005,93.86452030079337,14.72406063180668,87.9088684889904,72.32143784738456,71.21475261329982,235.0
2012-08-24,7450.0,7490.0,7442.0,7488.0,-25.0,-0.33,63615,7487.0,7490.0,7479.7,7352.65,7191.5,7275.83,7377.405,62.43052177915759,7670.013057081369,7352.65,7035.28694291863,105.3514013450067,96.16189650963604,9.18950483537067,86.7725207397768,64.30107526881721,68.13190811823173,274.0
2012-08-27,7535.0,7551.0,7452.0,7454.0,-33.0,-0.44,85683,7454.0,7492.6,7479.7,7373.8,7197.42,7274.19,7376.5,59.32480013321324,7657.159559570497,7373.8,7090.440440429504,98.90231304880126,96.70997981746908,2.192333231332185,87.64591211550703,56.34408602150538,64.32219971256902,322.0
2012-08-28,7435.0,7443.0,7375.0,7400.0,-54.0,-0.72,90608,7399.0,7469.4,7469.9,7389.95,7200.14,7271.46,7375.55,54.672832692174744,7638.482875088998,7389.95,7141.417124911001,88.41482434893896,95.05094872376306,-6.636124374824092,87.02834696439939,36.0794974024405,52.24155289758767,355.0
2012-08-29,7404.0,7413.0,7381.0,7403.0,4.0,0.05,48276,7403.0,7451.8,7467.2,7402.3,7202.86,7269.72,7374.495,54.88449250512819,7626.456284765767,7402.3,7178.143715234233,79.42987081657975,91.9267331423264,-12.496862325746648,83.09775075265658,21.96810438564698,38.13056260319759,300.0
2012-08-30,7360.0,7395.0,7341.0,7367.0,-36.0,-0.49,84738,7367.0,7422.4,7454.6,7410.95,7206.88,7267.3,7374.74,51.76094608712788,7614.710128582673,7410.95,7207.189871417327,68.6133987235171,87.26406625856454,-18.650667535047447,81.59076855603826,14.013143947424219,24.020248578503868,360.0
2012-08-31,7375.0,7420.0,7363.0,7383.0,16.0,0.22,75810,7382.0,7401.4,7445.7,7423.1,7212.22,7264.72,7374.875,53.040113867418825,7585.584337706644,7423.1,7260.615662293357,60.633388978541916,81.93793080256002,-21.304541824018102,79.8342850877498,15.935269592254974,17.30550597510869,337.0
2012-09-03,7370.0,7465.0,7352.0,7443.0,61.0,0.83,95691,7442.0,7399.2,7445.9,7433.3,7220.32,7262.79,7374.385,57.58255385598366,7572.172747506434,7433.3,7294.427252493567,58.476590585999475,77.2456627592479,-18.769072173248432,82.2032647243391,26.882300089847266,18.94357120984212,242.0
2012-09-04,7443.0,7470.0,7430.0,7449.0,7.0,0.09,49798,7448.0,7409.0,7439.2,7444.0,7230.34,7259.72,7374.125,58.019865132403304,7548.939982847368,7444.0,7339.060017152632,56.59902386151771,73.11633497970186,-16.517311118184153,79.18874581545775,39.937106918239,27.584892200113714,281.0
2012-09-05,7401.0,7411.0,7341.0,7341.0,-107.0,-1.44,89655,7344.0,7396.6,7424.2,7446.1,7238.38,7256.01,7374.08,48.35594703310833,7540.501059315946,7446.1,7351.698940684055,45.86760806471193,67.66658959670387,-21.79898153199194,81.24669254292506,33.33333333333334,33.38424678047317,364.0
2012-09-06,7332.0,7368.0,7286.0,7332.0,-12.0,-0.16,88818,7332.0,7389.6,7406.0,7440.65,7245.3,7253.41,7373.72,47.64377304004668,7547.3800801088055,7440.65,7333.919919891194,36.21914716334413,61.37710111003192,-25.15795394668779,81.30050021843041,22.92902066486973,32.066486972147324,374.0
2012-09-07,7471.0,7479.0,7404.0,7420.0,88.0,1.2,86302,7419.0,7397.0,7399.2,7439.45,7253.72,7251.65,7374.56,54.673146752099655,7546.541502931061,7439.45,7332.358497068939,35.26700090542454,56.155081069110445,-20.888080163685906,85.99332163139967,28.92951412650309,28.39728937490202,280.0
2012-09-10,7421.0,7469.0,7414.0,7455.0,36.0,0.49,67675,7456.0,7399.4,7399.3,7439.5,7260.54,7250.06,7376.585,57.137998450872786,7546.619559371732,7439.5,7332.380440628268,36.91113701781978,52.30629225885231,-15.395155241032526,83.77951294344255,58.11776973962916,36.65876817700063,170.0
2012-09-11,7437.0,7490.0,7436.0,7466.0,10.0,0.13,59702,7465.0,7402.8,7405.9,7437.9,7267.16,7249.57,7378.8,57.91263202436778,7542.400526314532,7437.9,7333.3994736854675,38.65613098601716,49.57626000428528,-10.92012901826812,81.6524048760538,81.74337092349894,56.2635515965437,131.0
2012-09-12,7525.0,7586.0,7510.0,7586.0,121.0,1.62,92821,7583.0,7451.8,7424.2,7445.7,7274.32,7250.64,7382.64,65.28370180423401,7568.383495222502,7445.7,7323.016504777498,49.155415365818044,49.492091076591834,-0.33667571077378966,84.39151881347853,91.93335365234178,77.26483143848994,-143.0
2012-09-13,7592.0,7609.0,7571.0,7576.0,-7.0,-0.09,65782,7576.0,7500.6,7445.1,7449.85,7280.04,7251.52,7386.36,64.27348625261534,7583.7548542807945,7449.85,7315.945145719206,56.02345394981239,50.798363651235945,5.225090298576447,81.07783889823007,92.67285861713107,88.78319439765725,-162.0
2012-09-14,7698.0,7758.0,7671.0,7739.0,163.0,2.15,103221,7738.0,7564.4,7480.7,7463.2,7288.86,7253.52,7391.27,71.9049987677916,7647.159343334394,7463.2,7279.2406566656055,73.76880094354237,55.392451109697234,18.37634983384514,88.28656469121363,95.25261933497752,93.28627720148343,-316.0
2012-09-17,7739.0,7767.0,7726.0,7753.0,15.0,0.19,70895,7750.0,7624.0,7511.7,7478.8,7298.46,7256.12,7395.435,72.44934721672459,7701.43386984009,7478.8,7256.166130159911,87.94798960309163,61.90355880837611,26.044430794715517,84.90895292755552,94.28241836477656,94.06929877229503,-295.0
2012-09-18,7742.0,7768.0,7713.0,7750.0,0.0,0.0,76925,7749.0,7680.8,7541.8,7490.5,7308.74,7259.16,7399.31,72.1268523423806,7742.395613300442,7490.5,7238.604386699558,97.81546801609329,69.08594064991955,28.72952736617374,82.77259914701584,96.44317784218622,95.32607184731341,-318.0
2012-09-19,7757.0,7797.0,7741.0,7791.0,43.0,0.55,50201,7788.0,7721.8,7586.8,7505.5,7320.98,7262.43,7403.75,73.84066121704458,7789.4214680153755,7505.5,7221.5785319846245,107.70234747908762,76.80922201575316,30.893125463334457,80.8602706365147,97.27607989937343,96.00055870211206,-339.0
2012-09-20,7782.0,7786.0,7716.0,7749.0,-39.0,-0.5,81485,7749.0,7756.4,7628.5,7517.25,7332.24,7263.14,7406.445,69.15015569809218,7820.40532322558,7517.25,7214.09467677442,110.87067358281092,83.62151232916472,27.249161253646207,80.44167987676364,94.06873517766839,95.92933097307599,-364.0
2012-09-21,7765.0,7783.0,7748.0,7762.0,13.0,0.17,61018,7761.0,7761.0,7662.7,7530.95,7345.96,7264.19,7409.48,69.78982579538783,7851.826596217333,7530.95,7210.073403782667,113.1265339366364,89.52251665065906,23.60401728597735,77.19584559985195,92.08178483610145,94.47553330438107,-416.0
2012-09-24,7747.0,7805.0,7685.0,7776.0,15.0,0.19,98891,7775.0,7765.6,7694.8,7547.05,7360.06,7265.33,7412.695,70.49924919399774,7882.833546350925,7547.05,7211.266453649076,114.72156374163751,94.56232606885474,20.159237672782766,80.25328519986252,89.31385453032665,91.82145818136547,-479.0
2012-09-25,7792.0,7810.0,7744.0,7755.0,-20.0,-0.26,68390,7756.0,7766.6,7723.7,7564.8,7374.04,7267.88,7416.545,67.92267299943269,7905.114912985032,7564.8,7224.4850870149685,112.98864904479706,98.2475906640432,14.741058380753856,79.23519339987233,85.82054945514757,89.0720629405252,-453.0
2012-09-26,7691.0,7725.0,7670.0,7703.0,-53.0,-0.68,74746,7700.0,7749.0,7735.4,7579.8,7385.9,7269.68,7419.79,61.89078559969454,7916.694998478769,7579.8,7242.9050015212315,106.1951842647104,99.83710938417664,6.3580748805337635,79.64696529988144,63.57612259853235,79.57017552800217,-445.0
2012-09-27,7683.0,7730.0,7679.0,7727.0,27.0,0.35,67769,7728.0,7744.6,7750.5,7597.8,7402.74,7272.35,7423.62,63.50181088121034,7925.63996095655,7597.8,7269.960039043451,101.57699750806478,100.18508700895427,1.3919104991105087,77.60075349274705,47.09105399481968,65.49590868283316,-635.0
2012-09-28,7726.0,7748.0,7666.0,7720.0,-8.0,-0.1,88739,7719.0,7736.2,7748.6,7614.65,7416.64,7274.73,7427.8,62.66966169727287,7931.039174909658,7614.65,7298.260825090341,96.24278284108459,99.39662617538033,-3.1538433342957433,77.91498538612225,33.92857142857143,48.19858267397445,-598.0
2012-10-01,7690.0,7706.0,7666.0,7685.0,-34.0,-0.44,50167,7684.0,7718.0,7741.8,7626.75,7430.1,7277.91,7431.51,58.53904050514366,7934.343156620904,7626.75,7319.156843379096,88.17474818358096,97.15225057702045,-8.977502393439494,76.20677214425639,30.46957671957672,37.16306738098924,-524.0
2012-10-02,7716.0,7748.0,7693.0,7730.0,46.0,0.6,67005,7729.0,7713.0,7739.8,7640.8,7447.22,7281.52,7435.675,62.00639082513484,7940.194455526471,7640.8,7341.4055444735295,84.43854156378711,94.60950877437378,-10.170967210586667,75.2634312768095,31.712962962962962,32.037037037037,-590.0
2012-10-03,7740.0,7742.0,7687.0,7705.0,-24.0,-0.31,58958,7704.0,7713.4,7731.2,7659.0,7463.86,7284.72,7439.605,59.0517588737829,7925.759067324816,7659.0,7392.240932675184,78.55474957889146,91.39855693527731,-12.843807356385852,73.81604332846597,28.240740740740744,30.14109347442677,-533.0
2012-10-04,7707.0,7715.0,7633.0,7706.0,2.0,0.03,103623,7706.0,7709.2,7726.9,7677.7,7481.1,7289.34,7444.38,59.13563846961642,7898.647143000346,7677.7,7456.752856999654,73.12950230207662,87.74474600863718,-14.615243706560562,74.40061166214696,37.590238543628374,32.514647415777326,-505.0
2012-10-05,7711.0,7733.0,7680.0,7700.0,-6.0,-0.08,74558,7701.0,7705.2,7720.7,7691.7,7497.58,7293.18,7449.005,58.36314345379577,7878.3848681602485,7691.7,7505.015131839751,67.56693532107238,83.70918387112422,-16.142248550051846,72.87199654342217,35.39312617702448,33.74136848713116,-520.0
2012-10-08,7677.0,7692.0,7612.0,7625.0,-76.0,-0.99,84411,7625.0,7693.2,7705.6,7700.2,7509.46,7298.12,7453.945,49.634876205571224,7855.913326340476,7700.2,7544.486673659524,56.455899249674985,78.25852694683438,-21.802627697159394,73.95256821889201,29.55162290905062,34.17832920990112,-366.0
2012-10-09,7629.0,7647.0,7596.0,7597.0,-28.0,-0.37,86468,7596.0,7666.6,7689.8,7706.75,7519.86,7302.21,7458.575,46.81973757305599,7830.180749815457,7706.75,7583.319250184543,44.873681253569885,71.58155780818149,-26.7078765546116,72.31309906039972,16.023275203628874,26.989341429901287,-340.0
2012-10-11,7483.0,7506.0,7442.0,7443.0,-153.0,-2.01,95582,7444.0,7614.2,7663.8,7699.6,7525.6,7304.27,7460.99,35.04631815333069,7860.929972416736,7699.6,7538.270027583265,23.003012666837094,61.86584877991261,-38.86283611307552,78.21930627037116,3.5145052172915907,16.36313444332366,-243.0
2012-10-12,7434.0,7463.0,7385.0,7414.0,-30.0,-0.4,92390,7413.0,7555.8,7632.5,7691.5,7530.0,7307.04,7463.29,33.34581687827366,7889.04240051189,7691.5,7493.95759948811,3.292340552823589,50.151147134494806,-46.85880658167122,78.20364153677322,2.9912242795721506,7.509668233497503,-129.0
2012-10-15,7396.0,7434.0,7385.0,7423.0,10.0,0.13,74135,7425.0,7500.4,7602.8,7675.7,7535.66,7309.96,7464.87,34.40948175824778,7903.716753770453,7675.7,7447.683246229547,-11.470064557049227,37.826904796186,-49.29696935323523,76.11766714128942,6.261365887034333,4.255698461299322,-182.0
2012-10-16,7460.0,7462.0,7435.0,7458.0,33.0,0.44,62568,7458.0,7467.0,7580.1,7660.95,7540.04,7313.98,7466.645,38.518446906788654,7904.6813890331105,7660.95,7417.218610966889,-20.113315688065086,26.23886069933578,-46.35217638740087,73.4664052026259,12.968493182396921,7.407027783001099,-362.0
2012-10-17,7483.0,7508.0,7431.0,7432.0,-9.0,-0.12,51883,7434.0,7434.0,7550.3,7645.05,7543.98,7317.14,7468.365,36.680162782134126,7904.455840335151,7645.05,7385.644159664849,-28.729956138996386,15.245097331669347,-43.975053470665735,73.71880483100975,14.8074153191247,11.345758129518615,-304.0
2012-10-18,7467.0,7479.0,7444.0,7452.0,18.0,0.24,57034,7453.0,7435.8,7525.0,7628.1,7547.04,7318.74,7470.365,39.088325020737734,7891.416463594613,7628.1,7364.783536405388,-33.558036764211465,5.484470512493184,-39.04250727670465,71.81031877165191,17.73559998712128,15.170502829547596,-331.0
2012-10-19,7468.0,7469.0,7385.0,7385.0,-68.0,-0.91,78020,7387.0,7430.0,7492.9,7609.9,7545.92,7320.25,7471.925,34.372224220444885,7887.220680801162,7609.9,7332.579319198837,-42.30302259007203,-4.073028108019859,-38.22999448205218,72.6810102879625,10.919540229885053,14.487518512043641,-278.0
2012-10-22,7300.0,7360.0,7289.0,7346.0,-41.0,-0.56,71985,7347.0,7414.6,7457.5,7589.1,7543.96,7321.55,7473.455,31.955349818053445,7879.750924650136,7589.1,7298.449075349865,-51.78353259506275,-13.615129005428438,-38.168403589634316,74.34665241025088,11.724887090905193,13.460009102637137,-223.0
2012-10-23,7342.0,7350.0,7293.0,7297.0,-50.0,-0.68,65177,7299.0,7382.4,7424.7,7565.15,7540.82,7323.52,7475.195,29.17924037184242,7868.896127547394,7565.15,7261.403872452605,-62.52998878022481,-23.398100960387715,-39.1318878198371,73.10760580951867,6.524918582008958,9.72311530093303,-137.0
2012-10-24,7230.0,7347.0,7225.0,7302.0,3.0,0.04,100109,7303.0,7356.4,7395.2,7542.5,7536.9,7327.88,7476.46,29.848948852141937,7853.708290377995,7542.5,7231.291709622005,-69.83812409589063,-32.6861055874883,-37.152018508402335,76.59991968026735,15.5944121037993,11.281405925571113,-256.0
2012-10-25,7303.0,7319.0,7251.0,7258.0,-45.0,-0.62,75504,7254.0,7317.6,7376.7,7520.25,7533.46,7330.73,7477.385,27.393971070907202,7845.682558297405,7520.25,7194.817441702595,-78.27796658997795,-41.80447778798623,-36.47348880199172,75.9856397031054,14.174075329019901,12.09780200494268,-169.0
2012-10-26,7226.0,7287.0,7090.0,7092.0,-162.0,-2.23,124395,7092.0,7259.0,7344.5,7488.5,7525.44,7331.52,7477.25,20.532698776742876,7849.061506542218,7488.5,7127.938493457782,-97.24048744329411,-52.89167971904781,-44.348807724246306,84.62952258145502,13.115908950017186,14.294798794278757,230.0
2012-10-29,7110.0,7153.0,7091.0,7122.0,30.0,0.42,86593,7121.0,7214.2,7314.4,7458.6,7518.44,7332.29,7477.435,24.226429762884504,7836.190465981297,7458.6,7081.009534018704,-108.59584722930231,-64.03251322109871,-44.5633340082036,83.0131281113511,6.5982495590083445,11.296077946015105,266.0
2012-10-30,7170.0,7220.0,7141.0,7161.0,40.0,0.56,104953,7162.0,7187.0,7284.7,7432.4,7512.84,7334.37,7477.965,28.856024381594676,7816.184522877098,7432.4,7048.615477122901,-113.14382601059879,-73.85477577899873,-39.28905023160006,84.0836189605403,8.795299770810525,9.503152759945314,263.0
2012-10-31,7192.0,7212.0,7125.0,7140.0,-22.0,-0.31,89170,7141.0,7154.6,7255.5,7402.9,7505.32,7334.84,7477.805,27.868652938602988,7781.3124205149825,7402.9,7024.487579485017,-117.0928825941146,-82.5023971420219,-34.59048545209269,84.29193189193029,13.033347516704405,9.475632282174386,288.0
2012-11-01,7098.0,7192.0,7029.0,7172.0,31.0,0.43,140249,7172.0,7137.4,7227.5,7376.25,7498.94,7336.37,7477.77,31.703582206364235,7740.619523972582,7376.25,7011.880476027418,-116.29977441773462,-89.26187259716446,-27.03790182057017,89.91393675679241,24.88231902539924,15.570322104304685,353.0
2012-11-02,7214.0,7225.0,7182.0,7201.0,29.0,0.4,74949,7201.0,7159.2,7209.1,7351.0,7492.68,7337.88,7477.85,35.072531604044215,7689.541577948715,7351.0,7012.458422051285,-112.03964949985493,-93.81742797770255,-18.22222152215238,87.2772269884501,36.659194524255376,24.858287022119637,392.0
2012-11-05,7190.0,7222.0,7146.0,7180.0,-21.0,-0.29,85380,7181.0,7170.8,7192.5,7325.0,7486.52,7339.01,7477.925,33.77333035050222,7630.604973781524,7325.0,7019.395026218476,-109.1003533448229,-96.87401305112662,-12.226340293696282,86.47171077498938,48.08974938837423,36.54375431267624,419.0
2012-11-06,7180.0,7259.0,7163.0,7259.0,78.0,1.09,78730,7256.0,7190.4,7188.7,7306.7,7482.62,7340.02,7478.755,42.41523368941431,7580.426213578443,7306.7,7032.973786421557,-99.25218281487105,-97.3496470038755,-1.9025358109955448,87.15230286249013,60.12572535809329,48.291556423574264,335.0
2012-11-07,7205.0,7293.0,7192.0,7257.0,1.0,0.01,138988,7256.0,7213.8,7184.2,7289.7,7479.76,7339.95,7478.905,42.264869779153585,7529.302253745681,7289.7,7050.097746254319,-90.5648448462207,-95.99268657234454,5.4278417261238445,88.14142408659798,71.05275264026075,59.756075795576045,396.0
2012-11-08,7168.0,7220.0,7160.0,7200.0,-56.0,-0.77,87322,7201.0,7219.4,7178.4,7277.55,7475.7,7339.28,7478.905,38.11747467347526,7509.342558120385,7277.55,7045.757441879616,-87.27345646797676,-94.24884055147098,6.97538408349422,88.77417950898383,76.81556948798327,69.3313491621124,440.0
2012-11-09,7136.0,7301.0,7126.0,7285.0,84.0,1.17,125251,7286.0,7236.2,7197.7,7271.1,7474.06,7340.47,7478.38,46.5418641897711,7494.368358707545,7271.1,7047.831641292456,-76.91953729450415,-90.7829799000776,13.863442605573454,94.93316668691355,81.7513368983957,76.53988634221321,375.0
2012-11-12,7265.0,7304.0,7238.0,7241.0,-45.0,-0.62,73703,7243.0,7248.4,7209.6,7262.0,7471.22,7341.72,7477.25,43.258912848897054,7474.3299319455455,7262.0,7049.6700680544545,-71.44088794440995,-86.91456150894408,15.473673564534124,92.86651192356258,78.66042780748661,79.07577806462183,382.0
2012-11-13,7227.0,7239.0,7092.0,7096.0,-147.0,-2.03,116093,7094.0,7215.8,7203.1,7243.9,7464.28,7342.3,7475.12,34.597872302496036,7447.864604772573,7243.9,7039.935395227426,-77.90130924625191,-85.11191105640565,7.210601810153733,96.87604678616526,65.19073083778964,75.20083184789063,542.0
2012-11-14,7081.0,7150.0,7077.0,7128.0,34.0,0.48,85707,7128.0,7190.0,7201.9,7228.7,7457.86,7344.1,7472.55,37.568608872987305,7419.193149483165,7228.7,7038.2068505168345,-79.52242212665533,-83.99401327045558,4.471591143800254,95.17061487286774,41.30716860232277,61.719442415866304,570.0
2012-11-15,7095.0,7156.0,7036.0,7121.0,-7.0,-0.1,110846,7121.0,7174.2,7196.8,7212.15,7453.46,7345.92,7469.945,37.17086121260944,7378.09972130146,7212.15,7046.2002786985395,-80.4446909403423,-83.28414880443293,2.839457864090633,96.94414238194862,26.182338208835656,44.22674588298265,651.0
2012-11-16,7116.0,7179.0,7082.0,7107.0,-14.0,-0.2,106108,7107.0,7138.6,7187.4,7198.25,7448.96,7347.13,7466.805,36.342141417113396,7349.91525640368,7198.25,7046.58474359632,-81.36732672382459,-82.90078438831127,1.5334576644866758,96.94813221180944,26.891971858767814,31.460492889975374,596.0
2012-11-19,7147.0,7168.0,7120.0,7123.0,16.0,0.23,85220,7121.0,7115.0,7181.7,7187.1,7443.02,7348.37,7463.995,38.04225265911506,7325.922044358857,7187.1,7048.277955641143,-79.88657325819077,-82.29794216228717,2.411368904096406,94.38040848239449,30.2238805970149,27.766063554872755,529.0
2012-11-20,7174.0,7181.0,7131.0,7160.0,39.0,0.55,73796,7159.0,7127.8,7171.8,7180.25,7437.12,7348.83,7461.185,41.906119289905654,7309.9232431922865,7180.25,7050.5767568077135,-74.86448352576372,-80.81125043498248,5.946766909218766,91.78180787650918,35.07462686567162,30.730159773818073,495.0
2012-11-21,7146.0,7146.0,7020.0,7046.0,-79.0,-1.11,75428,7048.0,7111.4,7150.7,7167.45,7428.72,7347.94,7456.965,34.72137612106908,7297.064003873121,7167.45,7037.835996126879,-79.17065842456577,-80.48313203289914,1.312473608333363,95.22596445675853,29.295424287015603,31.531310583234003,618.0
2012-11-22,7096.0,7115.0,7081.0,7089.0,41.0,0.58,64895,7089.0,7105.0,7139.6,7159.0,7418.78,7346.55,7452.795,38.97162075029623,7285.906264620735,7159.0,7032.093735379265,-78.2120130213525,-80.0289082305898,1.8168952092373019,93.35268128127578,26.573120313923315,30.314390488870142,471.0
2012-11-23,7123.0,7327.0,7120.0,7322.0,233.0,3.29,120286,7319.0,7148.0,7143.3,7170.5,7413.7,7346.87,7450.075,55.77461581327744,7311.893776383503,7170.5,7029.106223616497,-57.982737984403684,-75.61967418135258,17.636936196948895,103.68463261832751,43.940679910079346,33.26974150367272,169.0
2012-11-26,7362.0,7409.0,7357.0,7388.0,69.0,0.94,66389,7388.0,7201.0,7158.0,7183.8,7406.68,7347.77,7447.48,59.20129858714347,7351.953025545091,7183.8,7015.6469744549095,-36.20786166788457,-67.73731167865898,31.52945001077441,102.49287314558983,72.42288418974191,47.64556147124815,137.0
2012-11-27,7410.0,7435.0,7380.0,7424.0,36.0,0.49,76309,7421.0,7253.8,7190.8,7196.95,7400.1,7349.28,7445.23,60.97737644496149,7394.482250531424,7196.95,6999.4177494685755,-15.863353309723607,-57.36252000487191,41.499166695148304,99.10052506376198,96.77409183723326,71.04588531235146,94.0
2012-11-28,7407.0,7439.0,7390.0,7428.0,7.0,0.09,62717,7429.0,7330.2,7220.8,7211.35,7393.66,7351.2,7442.29,61.17959356078821,7430.935313716512,7211.35,6991.764686283489,0.5759435898016818,-45.77482728593719,46.350770875738874,95.52191613063611,96.44188055915272,88.54628552870925,246.0
2012-11-29,7470.0,7539.0,7465.0,7525.0,96.0,1.29,98874,7525.0,7417.4,7261.2,7229.0,7388.34,7354.66,7440.385,65.80697591357652,7486.56009007606,7229.0,6971.43990992394,21.187062886126114,-32.382449251524534,53.56951213765065,96.62749354987639,97.34220135932047,96.85272458523544,109.0
2012-11-30,7535.0,7605.0,7524.0,7593.0,68.0,0.9,97251,7594.0,7471.6,7309.8,7248.6,7385.22,7358.73,7438.69,68.62998273467966,7550.498923482643,7248.6,6946.701076517358,42.51842913953078,-17.402273573313472,59.92070271284425,95.51124401059951,97.54197481210598,97.10868557685968,36.0
2012-12-03,7596.0,7647.0,7560.0,7599.0,5.0,0.07,94211,7599.0,7513.8,7357.4,7269.55,7381.96,7363.96,7436.905,68.87416964647501,7605.7079836921885,7269.55,6933.392016307812,59.22513000314393,-2.0767928580219923,61.30192286116592,94.9032980098424,95.86524012444302,96.91647209862312,76.0
2012-12-04,7560.0,7603.0,7548.0,7594.0,-5.0,-0.07,76536,7593.0,7547.8,7400.8,7286.3,7378.32,7369.19,7435.14,68.39637186717832,7650.869938420572,7286.3,6921.730061579428,71.24063489625223,12.586692692832852,58.653942203419376,92.05306243771079,93.6430859864001,95.68343364098298,178.0
2012-12-05,7593.0,7678.0,7576.0,7653.0,60.0,0.79,96482,7651.0,7592.8,7461.5,7306.1,7376.28,7375.16,7433.385,70.95672586563984,7703.67409372338,7306.1,6908.525906276621,84.54918562565308,26.979191279396897,57.56999434625618,92.7635579778743,92.83341775737703,94.11391462274001,170.0
2012-12-06,7654.0,7673.0,7623.0,7640.0,-11.0,-0.14,68952,7639.0,7615.8,7516.6,7328.1,7375.02,7380.46,7431.77,69.61839618114573,7747.832724480678,7328.1,6908.367275519323,92.97555231534716,40.17846348658695,52.79708882876021,89.70901812231185,91.43924981131534,92.63858451836411,134.0
2012-12-07,7658.0,7691.0,7642.0,7660.0,21.0,0.27,73118,7659.0,7629.2,7550.4,7346.85,7373.68,7388.21,7430.365,70.53903202945581,7790.05346343409,7346.85,6903.6465365659105,100.11329770111479,52.165430329492516,47.94786737162227,86.94408825643244,91.23795379065172,91.836873786448,82.0
2012-12-10,7680.0,7686.0,7600.0,7623.0,-36.0,-0.47,76659,7623.0,7634.0,7573.9,7365.95,7371.74,7394.19,7427.91,66.52292800101961,7821.999328472271,7365.95,6909.900671527728,101.61308912641834,62.05496208887768,39.558127037540665,86.87665338097297,85.20092866135353,89.29271075444017,82.0
2012-12-11,7639.0,7645.0,7579.0,7638.0,15.0,0.2,78461,7638.0,7642.8,7595.3,7393.05,7370.8,7400.45,7425.41,67.33488652887831,7846.118416467071,7393.05,6939.981583532929,102.82673666332084,70.20931700376632,32.61741965955453,85.38546385376061,81.32982159365396,85.92290134855303,102.0
2012-12-12,7657.0,7725.0,7652.0,7698.0,60.0,0.79,89122,7695.0,7651.8,7622.3,7421.55,7370.16,7408.69,7423.14,70.42488006112767,7876.050374037221,7421.55,6967.049625962779,107.39211024165434,77.64587565134391,29.746234590310422,85.50078786420627,80.17482487307679,82.23519170936139,138.0
2012-12-13,7718.0,7778.0,7708.0,7772.0,77.0,1.0,82175,7773.0,7678.2,7647.0,7454.1,7371.5,7417.68,7421.4,73.72602325480696,7911.07873035843,7454.1,6997.1212696415705,115.648262073777,85.24635293583053,30.401909137946475,85.10787444533439,86.83571369776742,82.78012005483266,27.0
2012-12-14,7738.0,7747.0,7701.0,7703.0,-70.0,-0.9,84818,7704.0,7686.8,7658.0,7483.9,7371.44,7426.27,7419.715,66.29542991059633,7923.868135209856,7483.9,7043.931864790144,115.29455468214928,91.25599328509428,24.038561397055005,84.1001691278105,83.78325762491889,83.59793206525431,124.0
2012-12-17,7690.0,7707.0,7615.0,7652.0,-52.0,-0.67,100268,7649.0,7692.6,7663.3,7510.35,7370.48,7434.03,7418.245,61.371884864676694,7923.115441867415,7510.35,7097.584558132586,109.63515937894044,94.9318265038635,14.703332875076939,84.66444276153833,67.4687903572966,79.36258722666092,89.0
2012-12-18,7660.0,7665.0,7621.0,7655.0,6.0,0.08,70612,7653.0,7696.0,7669.4,7535.1,7371.08,7440.27,7417.045,61.55276679264148,7919.236382031162,7535.1,7150.963617968839,104.1910729233905,96.7836757877689,7.4073971356215935,81.75983970714273,47.735340499311015,66.32912949384212,21.0
2012-12-19,7691.0,7708.0,7655.0,7664.0,12.0,0.16,55633,7663.0,7689.2,7670.5,7566.0,7372.42,7446.14,7415.485,62.12574967077097,7880.993333262804,7566.0,7251.006666737196,99.45634908586908,97.31821044738894,2.138138638480143,79.70556544234682,39.509428329767644,51.57118639545837,-52.0
