date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,stoch_slowk,stoch_slowd,profit_or_loss_after_20_days
2010-02-03,7456.0,7528.0,7390.0,7501.0,127.0,1.72,139624,7501.0,7532.8,7663.7,7976.6,,,,34.50376108284341,8678.748246455118,7976.6,7274.451753544883,,,,162.5130053049978,11.43401375379127,11.703688766113444,256.0
2010-02-04,7503.0,7538.0,7460.0,7507.0,6.0,0.08,90229,7505.0,7494.4,7601.0,7939.0,,,,34.82008175912995,8656.991643405408,7939.0,7221.008356594591,,,,156.47636206892653,18.0746205265357,12.734852179141134,247.0
2010-02-05,7300.0,7321.0,7130.0,7201.0,-304.0,-4.05,127511,7202.0,7418.6,7531.4,7885.15,,,,27.52017557623871,8653.171685891766,7885.15,7117.128314108232,,,,172.22805049257462,20.243963209142514,16.584199163156498,454.0
2010-02-06,7229.0,7236.0,7056.0,7155.0,-47.0,-0.65,102594,7155.0,7347.0,7461.7,7826.65,,,,26.616807891773075,8629.207480807461,7826.65,7024.092519192537,,,,172.783189743105,17.40180476374001,18.573462833139413,548.0
2010-02-08,7155.0,7235.0,7125.0,7160.0,5.0,0.07,99368,7162.0,7304.8,7422.1,7769.25,,,,26.897701101798937,8589.898737280448,7769.25,6948.601262719552,,,,168.29867619002607,12.951508077294248,16.86575868339226,680.0
2010-02-09,7171.0,7344.0,7151.0,7316.0,154.0,2.15,115841,7316.0,7267.8,7400.3,7724.3,,,,35.2281808670576,8540.835877962509,7724.3,6907.764122037493,,,,170.06305646216705,24.815229600762024,18.389514147265434,534.0
2010-02-10,7350.0,7479.0,7345.0,7419.0,103.0,1.41,117786,7414.0,7250.2,7372.3,7680.2,,,,40.08313747615849,8461.913911862912,7680.2,6898.486088137089,,,,169.5585524291551,40.95993558355641,26.242224420537564,448.0
2010-02-22,7608.0,7650.0,7517.0,7533.0,164.0,2.23,41038,7534.0,7316.6,7367.6,7638.4,,,,44.99715522007168,8355.011582379204,7638.4,6921.788417620796,,,,173.94722725564404,62.69616581035266,42.8237769982237,269.0
2010-02-23,7534.0,7552.0,7451.0,7535.0,1.0,0.01,90651,7537.0,7392.6,7369.8,7597.5,,,,45.082251428212736,8235.346846821394,7597.5,6959.653153178607,,,,168.73671102309802,74.58184303628363,59.41264814339757,269.0
2010-02-24,7468.0,7545.0,7458.0,7480.0,-57.0,-0.76,83099,7481.0,7456.6,7380.7,7558.0,,,,43.10713981848399,8117.390382470055,7558.0,6998.609617529945,,,,162.89837452144818,77.44107744107743,71.57302876257124,335.0
2010-02-25,7505.0,7522.0,7335.0,7368.0,-113.0,-1.51,124223,7368.0,7467.0,7367.4,7515.55,,,,39.328516293321194,7991.021755207379,7515.55,7040.078244792621,,,,164.6199191984876,68.18181818181816,73.40157955305973,435.0
2010-02-26,7378.0,7434.0,7341.0,7383.0,15.0,0.2,91371,7383.0,7459.8,7355.0,7478.0,,,,40.08599544446451,7861.993749949121,7478.0,7094.006250050879,-242.84453720139936,-321.9102143149911,79.06567711359173,159.50421068430992,59.652076318742964,68.42499064721285,503.0
2010-03-01,7413.0,7605.0,7395.0,7575.0,192.0,2.6,118336,7571.0,7468.2,7392.4,7461.9,,,,48.88319462808636,7798.328239005048,7461.9,7125.471760994951,-214.4420863895657,-300.41658872990604,85.97450234034034,163.96819563543065,64.43001443001441,64.08796964352517,382.0
2010-03-02,7595.0,7649.0,7569.0,7601.0,30.0,0.4,85761,7598.0,7481.4,7437.0,7449.35,,,,49.954801031380036,7742.587292989798,7449.35,7156.112707010203,-187.67159545277718,-277.8675900744803,90.19599462170311,157.970467375757,76.98171716207787,67.02126930361175,360.0
2010-03-03,7596.0,7664.0,7578.0,7611.0,13.0,0.17,90229,7612.0,7507.6,7482.1,7452.1,,,,50.38561575473369,7750.276390748826,7452.1,7153.923609251175,-163.7611356538373,-255.0462991903517,91.2851635365144,152.82971970606008,86.59507464777577,76.00226874662269,295.0
2010-03-04,7622.0,7639.0,7463.0,7526.0,-86.0,-1.13,117200,7527.0,7539.2,7503.1,7451.7,,,,46.70519936351982,7749.457015030728,7451.7,7153.9429849692715,-149.94227244208832,-234.02549384069903,84.0832213986107,154.48473972705577,77.3752164917474,80.31733610053368,499.0
2010-03-05,7603.0,7692.0,7558.0,7659.0,132.0,1.75,117270,7656.0,7594.4,7527.1,7449.7,,,,52.54609852680589,7741.258639042007,7449.7,7158.141360957992,-126.79709730533796,-212.5798145336268,85.78271722828885,155.30725831798034,77.56719709160258,80.51249607704192,380.0
2010-03-08,7729.0,7758.0,7686.0,7755.0,99.0,1.29,78128,7756.0,7630.4,7549.3,7458.45,,,,56.27142601644702,7774.592673487821,7458.45,7142.307326512178,-99.56031225739571,-189.97591407838058,90.41560182098488,151.2853112952675,82.70059796968432,79.21433718434476,341.0
2010-03-09,7771.0,7774.0,7724.0,7764.0,8.0,0.1,57308,7764.0,7663.0,7572.2,7471.0,,,,56.615288822829356,7813.626910793633,7471.0,7128.373089206367,-76.36841158157404,-167.25441357901929,90.88600199744525,144.0506462027484,95.92305944494471,85.39695150207721,362.0
2010-03-10,7771.0,7792.0,7703.0,7769.0,5.0,0.06,80818,7769.0,7694.6,7601.1,7490.9,,,,56.8184451453168,7853.625736611021,7490.9,7128.174263388978,-56.92896334175202,-145.18932353156583,88.26036018981381,140.11845718826638,97.30436584777192,91.97600775413366,312.0
2010-03-11,7800.0,7808.0,7731.0,7757.0,-12.0,-0.15,84883,7758.0,7740.8,7640.0,7503.7,,,,56.13900026346494,7884.562232309822,7503.7,7122.837767690177,-42.00712824397942,-124.55288447404855,82.54575623006913,135.60999596053307,93.4245497068667,95.55065833319445,344.0
2010-03-12,7785.0,7788.0,7711.0,7754.0,-4.0,-0.05,66469,7752.0,7759.8,7677.1,7516.05,,,,55.958840300395394,7912.249179706359,7516.05,7119.850820293641,-30.076834326990138,-105.65767444463687,75.58084011764673,131.42356767763786,88.96645984519161,93.2317917999434,372.0
2010-03-15,7756.0,7758.0,7631.0,7655.0,-97.0,-1.25,111429,7655.0,7739.8,7685.1,7538.75,,,,50.23013385322815,7911.473422929121,7538.75,7166.026577070879,-28.28441790397028,-90.18302313650355,61.89860523253327,131.1075985578066,75.88377723970943,86.0915955972559,364.0
2010-03-16,7651.0,7707.0,7642.0,7703.0,48.0,0.63,61394,7704.0,7727.6,7695.3,7566.15,,,,52.755530314520584,7900.608532556758,7566.15,7231.691467443241,-22.7287136648074,-76.69216124216432,53.963447577356916,126.38562723224899,69.8550724637681,78.23510318288972,409.0
2010-03-17,7702.0,7840.0,7702.0,7840.0,182.0,2.38,53162,7836.0,7741.8,7718.2,7600.15,,,,59.12984364101166,7898.890204860407,7600.15,7301.4097951395925,-7.188162324553559,-62.791361458642164,55.603199134088605,127.21522528708836,75.07246376811592,73.60377115719781,318.0
2010-03-18,7837.0,7922.0,7818.0,7850.0,14.0,0.18,93097,7849.0,7760.4,7750.6,7626.85,,,,59.55875843413337,7914.479814170866,7626.85,7339.220185829135,5.867120489885565,-49.05966506893662,54.92678555882218,125.55699490943918,81.60764978335573,75.51172867174658,252.0
2010-03-19,7850.0,7884.0,7826.0,7867.0,18.0,0.23,66434,7867.0,7783.0,7771.4,7649.25,,,,60.32111438921587,7938.417684916534,7649.25,7360.082315083466,17.384882005586405,-35.77075565403201,53.155637659618414,120.73149527305067,85.4524627720504,80.71085877450734,-45.0
